"mentionned_species","canonical_name","gbif_id","status","match_type","accepted_species","accepted_gbif_id","order","family"
"mesoplodon_bidens","Mesoplodon bidens",2440412,"ACCEPTED","EXACT","Mesoplodon bidens",2440412,"Cetacea","Hyperoodontidae"
"mesoplodon_bowdoini","Mesoplodon bowdoini",2440422,"ACCEPTED","EXACT","Mesoplodon bowdoini",2440422,"Cetacea","Hyperoodontidae"
"mesoplodon_carlhubbsi","Mesoplodon carlhubbsi",2440401,"ACCEPTED","EXACT","Mesoplodon carlhubbsi",2440401,"Cetacea","Hyperoodontidae"
"mesoplodon_densirostris","Mesoplodon densirostris",2440403,"ACCEPTED","EXACT","Mesoplodon densirostris",2440403,"Cetacea","Hyperoodontidae"
"mesoplodon_europaeus","Mesoplodon europaeus",2440397,"ACCEPTED","EXACT","Mesoplodon europaeus",2440397,"Cetacea","Hyperoodontidae"
"mesoplodon_ginkgodens","Mesoplodon ginkgodens",2440410,"ACCEPTED","EXACT","Mesoplodon ginkgodens",2440410,"Cetacea","Hyperoodontidae"
"mesoplodon_grayi","Mesoplodon grayi",2440419,"ACCEPTED","EXACT","Mesoplodon grayi",2440419,"Cetacea","Hyperoodontidae"
"mesoplodon_hectori","Mesoplodon hectori",2440394,"ACCEPTED","EXACT","Mesoplodon hectori",2440394,"Cetacea","Hyperoodontidae"
"mesoplodon_layardii","Mesoplodon layardii",2440423,"ACCEPTED","EXACT","Mesoplodon layardii",2440423,"Cetacea","Hyperoodontidae"
"mesoplodon_mirus","Mesoplodon mirus",2440417,"ACCEPTED","EXACT","Mesoplodon mirus",2440417,"Cetacea","Hyperoodontidae"
"mesoplodon_perrini","Mesoplodon perrini",2440418,"ACCEPTED","EXACT","Mesoplodon perrini",2440418,"Cetacea","Hyperoodontidae"
"mesoplodon_peruvianus","Mesoplodon peruvianus",2440406,"ACCEPTED","EXACT","Mesoplodon peruvianus",2440406,"Cetacea","Hyperoodontidae"
"mesoplodon_stejnegeri","Mesoplodon stejnegeri",2440402,"ACCEPTED","EXACT","Mesoplodon stejnegeri",2440402,"Cetacea","Hyperoodontidae"
"metachirus_nudicaudatus","Metachirus nudicaudatus",9686324,"ACCEPTED","EXACT","Metachirus nudicaudatus",9686324,"Didelphimorphia","Didelphidae"
"micaelamys_granti","Micaelamys granti",4264923,"ACCEPTED","EXACT","Micaelamys granti",4264923,"Rodentia","Muridae"
"micaelamys_namaquensis","Micaelamys namaquensis",4264922,"ACCEPTED","EXACT","Micaelamys namaquensis",4264922,"Rodentia","Muridae"
"micoureus_alstoni","Micoureus alstoni",2439894,"ACCEPTED","EXACT","Micoureus alstoni",2439894,"Didelphimorphia","Didelphidae"
"micoureus_constantiae","Micoureus constantiae",2439904,"ACCEPTED","EXACT","Micoureus constantiae",2439904,"Didelphimorphia","Didelphidae"
"micoureus_demerarae","Micoureus demerarae",2439898,"ACCEPTED","EXACT","Micoureus demerarae",2439898,"Didelphimorphia","Didelphidae"
"micoureus_paraguayanus","Micoureus paraguayanus",2439895,"ACCEPTED","EXACT","Micoureus paraguayanus",2439895,"Didelphimorphia","Didelphidae"
"micoureus_phaeus","Micoureus phaeus",2439889,"ACCEPTED","EXACT","Micoureus phaeus",2439889,"Didelphimorphia","Didelphidae"
"micoureus_regina","Micoureus regina",2439890,"ACCEPTED","EXACT","Micoureus regina",2439890,"Didelphimorphia","Didelphidae"
"micrathene_whitneyi","Micrathene whitneyi",2497430,"ACCEPTED","EXACT","Micrathene whitneyi",2497430,"Strigiformes","Strigidae"
"microcavia_australis","Microcavia australis",2437626,"ACCEPTED","EXACT","Microcavia australis",2437626,"Rodentia","Caviidae"
"microcavia_niata","Microcavia niata",2437627,"ACCEPTED","EXACT","Microcavia niata",2437627,"Rodentia","Caviidae"
"microcavia_shiptoni","Microcavia shiptoni",2437625,"ACCEPTED","EXACT","Microcavia shiptoni",2437625,"Rodentia","Caviidae"
"microcebus_berthae","Microcebus berthae",4266980,"ACCEPTED","EXACT","Microcebus berthae",4266980,"Primates","Cheirogaleidae"
"microcebus_griseorufus","Microcebus griseorufus",4266977,"ACCEPTED","EXACT","Microcebus griseorufus",4266977,"Primates","Cheirogaleidae"
"microcebus_murinus","Microcebus murinus",2436447,"ACCEPTED","EXACT","Microcebus murinus",2436447,"Primates","Cheirogaleidae"
"microcebus_myoxinus","Microcebus myoxinus",4266979,"ACCEPTED","EXACT","Microcebus myoxinus",4266979,"Primates","Cheirogaleidae"
"microcebus_ravelobensis","Microcebus ravelobensis",4266976,"ACCEPTED","EXACT","Microcebus ravelobensis",4266976,"Primates","Cheirogaleidae"
"microcebus_rufus","Microcebus rufus",2436448,"ACCEPTED","EXACT","Microcebus rufus",2436448,"Primates","Cheirogaleidae"
"microcebus_sambiranensis","Microcebus sambiranensis",4266978,"ACCEPTED","EXACT","Microcebus sambiranensis",4266978,"Primates","Cheirogaleidae"
"microcebus_tavaratra","Microcebus tavaratra",4266975,"ACCEPTED","EXACT","Microcebus tavaratra",4266975,"Primates","Cheirogaleidae"
"microcerculus_philomela","Microcerculus philomela",2493835,"ACCEPTED","EXACT","Microcerculus philomela",2493835,"Passeriformes","Troglodytidae"
"microdillus_peeli","Microdillus peeli",2437725,"ACCEPTED","EXACT","Microdillus peeli",2437725,"Rodentia","Muridae"
"microdipodops_megacephalus","Microdipodops megacephalus",2439502,"ACCEPTED","EXACT","Microdipodops megacephalus",2439502,"Rodentia","Heteromyidae"
"microdipodops_pallidus","Microdipodops pallidus",2439501,"ACCEPTED","EXACT","Microdipodops pallidus",2439501,"Rodentia","Heteromyidae"
"microgale_brevicaudata","Microgale brevicaudata",2432136,"ACCEPTED","EXACT","Microgale brevicaudata",2432136,"Afrosoricida","Tenrecidae"
"microgale_cowani","Microgale cowani",2432121,"ACCEPTED","EXACT","Microgale cowani",2432121,"Afrosoricida","Tenrecidae"
"microgale_dobsoni","Microgale dobsoni",2432129,"ACCEPTED","EXACT","Microgale dobsoni",2432129,"Afrosoricida","Tenrecidae"
"microgale_drouhardi","Microgale drouhardi",2432133,"ACCEPTED","EXACT","Microgale drouhardi",2432133,"Afrosoricida","Tenrecidae"
"microgale_dryas","Microgale dryas",2432137,"ACCEPTED","EXACT","Microgale dryas",2432137,"Afrosoricida","Tenrecidae"
"microgale_fotsifotsy","Microgale fotsifotsy",2432120,"ACCEPTED","EXACT","Microgale fotsifotsy",2432120,"Afrosoricida","Tenrecidae"
"microgale_gracilis","Microgale gracilis",2432122,"ACCEPTED","EXACT","Microgale gracilis",2432122,"Afrosoricida","Tenrecidae"
"microgale_gymnorhyncha","Microgale gymnorhyncha",2432126,"ACCEPTED","EXACT","Microgale gymnorhyncha",2432126,"Afrosoricida","Tenrecidae"
"microgale_longicaudata","Microgale longicaudata",2432130,"ACCEPTED","EXACT","Microgale longicaudata",2432130,"Afrosoricida","Tenrecidae"
"microgale_monticola","Microgale monticola",2432134,"ACCEPTED","EXACT","Microgale monticola",2432134,"Afrosoricida","Tenrecidae"
"microgale_parvula","Microgale parvula",2432123,"ACCEPTED","EXACT","Microgale parvula",2432123,"Afrosoricida","Tenrecidae"
"microgale_principula","Microgale principula",2432131,"ACCEPTED","EXACT","Microgale principula",2432131,"Afrosoricida","Tenrecidae"
"microgale_pusilla","Microgale pusilla",2432125,"ACCEPTED","EXACT","Microgale pusilla",2432125,"Afrosoricida","Tenrecidae"
"microgale_soricoides","Microgale soricoides",2432135,"ACCEPTED","EXACT","Microgale soricoides",2432135,"Afrosoricida","Tenrecidae"
"microgale_taiva","Microgale taiva",2432128,"ACCEPTED","EXACT","Microgale taiva",2432128,"Afrosoricida","Tenrecidae"
"microgale_talazaci","Microgale talazaci",2432132,"ACCEPTED","EXACT","Microgale talazaci",2432132,"Afrosoricida","Tenrecidae"
"microgale_thomasi","Microgale thomasi",2432119,"ACCEPTED","EXACT","Microgale thomasi",2432119,"Afrosoricida","Tenrecidae"
"microhydromys_musseri","Microhydromys musseri",2438422,"SYNONYM","EXACT","Pseudohydromys musseri",7867508,"Rodentia","Muridae"
"microhydromys_richardsoni","Microhydromys richardsoni",2438423,"SYNONYM","EXACT","Rattus richardsoni",4264914,"Rodentia","Muridae"
"microlophus_albemarlensis","Microlophus albemarlensis",5224911,"ACCEPTED","EXACT","Microlophus albemarlensis",5224911,"Squamata","Tropiduridae"
"micromurexia_habbema","Micromurexia habbema",2435439,"ACCEPTED","EXACT","Micromurexia habbema",2435439,"Dasyuromorphia","Dasyuridae"
"micromys_minutus","Micromys minutus",5219833,"ACCEPTED","EXACT","Micromys minutus",5219833,"Rodentia","Muridae"
"micronycteris_hirsuta","Micronycteris hirsuta",2433287,"ACCEPTED","EXACT","Micronycteris hirsuta",2433287,"Chiroptera","Phyllostomidae"
"micronycteris_megalotis","Micronycteris megalotis",2433289,"ACCEPTED","EXACT","Micronycteris megalotis",2433289,"Chiroptera","Phyllostomidae"
"micronycteris_minuta","Micronycteris minuta",2433286,"ACCEPTED","EXACT","Micronycteris minuta",2433286,"Chiroptera","Phyllostomidae"
"micronycteris_schmidtorum","Micronycteris schmidtorum",2433285,"ACCEPTED","EXACT","Micronycteris schmidtorum",2433285,"Chiroptera","Phyllostomidae"
"microperoryctes_longicauda","Microperoryctes longicauda",2435340,"ACCEPTED","EXACT","Microperoryctes longicauda",2435340,"Peramelemorphia","Peramelidae"
"microperoryctes_murina","Microperoryctes murina",2435339,"ACCEPTED","EXACT","Microperoryctes murina",2435339,"Peramelemorphia","Peramelidae"
"microperoryctes_papuensis","Microperoryctes papuensis",2435344,"ACCEPTED","EXACT","Microperoryctes papuensis",2435344,"Peramelemorphia","Peramelidae"
"micropotamogale_lamottei","Micropotamogale lamottei",2432140,"ACCEPTED","EXACT","Micropotamogale lamottei",2432140,"Afrosoricida","Tenrecidae"
"micropotamogale_ruwenzorii","Micropotamogale ruwenzorii",2432139,"ACCEPTED","EXACT","Micropotamogale ruwenzorii",2432139,"Afrosoricida","Tenrecidae"
"micropteropus_intermedius","Micropteropus intermedius",2432979,"ACCEPTED","EXACT","Micropteropus intermedius",2432979,"Chiroptera","Pteropodidae"
"micropteropus_pusillus","Micropteropus pusillus",2432978,"ACCEPTED","EXACT","Micropteropus pusillus",2432978,"Chiroptera","Pteropodidae"
"microryzomys_altissimus","Microryzomys altissimus",2437777,"ACCEPTED","EXACT","Microryzomys altissimus",2437777,"Rodentia","Cricetidae"
"microryzomys_minutus","Microryzomys minutus",2437778,"ACCEPTED","EXACT","Microryzomys minutus",2437778,"Rodentia","Cricetidae"
"microsciurus_alfari","Microsciurus alfari",2437363,"ACCEPTED","EXACT","Microsciurus alfari",2437363,"Rodentia","Sciuridae"
"microsciurus_flaviventer","Microsciurus flaviventer",2437361,"ACCEPTED","EXACT","Microsciurus flaviventer",2437361,"Rodentia","Sciuridae"
"microsciurus_mimulus","Microsciurus mimulus",2437360,"ACCEPTED","EXACT","Microsciurus mimulus",2437360,"Rodentia","Sciuridae"
"microsciurus_santanderensis","Microsciurus santanderensis",2437362,"ACCEPTED","EXACT","Microsciurus santanderensis",2437362,"Rodentia","Sciuridae"
"microtus_abbreviatus","Microtus abbreviatus",2438630,"ACCEPTED","EXACT","Microtus abbreviatus",2438630,"Rodentia","Cricetidae"
"microtus_agrestis","Microtus agrestis",2438616,"ACCEPTED","EXACT","Microtus agrestis",2438616,"Rodentia","Cricetidae"
"microtus_arvalis","Microtus arvalis",2438606,"ACCEPTED","EXACT","Microtus arvalis",2438606,"Rodentia","Cricetidae"
"microtus_bavaricus","Microtus bavaricus",2438594,"ACCEPTED","EXACT","Microtus bavaricus",2438594,"Rodentia","Cricetidae"
"microtus_breweri","Microtus breweri",2438615,"ACCEPTED","EXACT","Microtus breweri",2438615,"Rodentia","Cricetidae"
"microtus_cabrerae","Microtus cabrerae",2438668,"ACCEPTED","EXACT","Microtus cabrerae",2438668,"Rodentia","Cricetidae"
"microtus_californicus","Microtus californicus",2438603,"ACCEPTED","EXACT","Microtus californicus",2438603,"Rodentia","Cricetidae"
"microtus_canicaudus","Microtus canicaudus",2438593,"ACCEPTED","EXACT","Microtus canicaudus",2438593,"Rodentia","Cricetidae"
"microtus_chrotorrhinus","Microtus chrotorrhinus",2438667,"ACCEPTED","EXACT","Microtus chrotorrhinus",2438667,"Rodentia","Cricetidae"
"microtus_duodecimcostatus","Microtus duodecimcostatus",2438619,"ACCEPTED","EXACT","Microtus duodecimcostatus",2438619,"Rodentia","Cricetidae"
"microtus_fortis","Microtus fortis",2438675,"ACCEPTED","EXACT","Microtus fortis",2438675,"Rodentia","Cricetidae"
"microtus_gregalis","Microtus gregalis",2438648,"ACCEPTED","EXACT","Microtus gregalis",2438648,"Rodentia","Cricetidae"
"microtus_guatemalensis","Microtus guatemalensis",2438646,"ACCEPTED","EXACT","Microtus guatemalensis",2438646,"Rodentia","Cricetidae"
"microtus_guentheri","Microtus guentheri",2438628,"ACCEPTED","EXACT","Microtus guentheri",2438628,"Rodentia","Cricetidae"
"microtus_kikuchii","Microtus kikuchii",4265019,"ACCEPTED","EXACT","Microtus kikuchii",4265019,"Rodentia","Cricetidae"
"microtus_levis","Microtus levis",4265013,"ACCEPTED","EXACT","Microtus levis",4265013,"Rodentia","Cricetidae"
"microtus_longicaudus","Microtus longicaudus",2438621,"ACCEPTED","EXACT","Microtus longicaudus",2438621,"Rodentia","Cricetidae"
"microtus_lusitanicus","Microtus lusitanicus",2438669,"ACCEPTED","EXACT","Microtus lusitanicus",2438669,"Rodentia","Cricetidae"
"microtus_majori","Microtus majori",2438654,"ACCEPTED","EXACT","Microtus majori",2438654,"Rodentia","Cricetidae"
"microtus_maximowiczii","Microtus maximowiczii",2438634,"ACCEPTED","EXACT","Microtus maximowiczii",2438634,"Rodentia","Cricetidae"
"microtus_mexicanus","Microtus mexicanus",2438651,"ACCEPTED","EXACT","Microtus mexicanus",2438651,"Rodentia","Cricetidae"
"microtus_middendorffii","Microtus middendorffi",2438620,"ACCEPTED","FUZZY","Microtus middendorffi",2438620,"Rodentia","Cricetidae"
"microtus_miurus","Microtus miurus",2438632,"ACCEPTED","EXACT","Microtus miurus",2438632,"Rodentia","Cricetidae"
"microtus_montanus","Microtus montanus",2438609,"ACCEPTED","EXACT","Microtus montanus",2438609,"Rodentia","Cricetidae"
"microtus_montebelli","Microtus montebelli",2438676,"ACCEPTED","EXACT","Microtus montebelli",2438676,"Rodentia","Cricetidae"
"microtus_multiplex","Microtus multiplex",2438647,"ACCEPTED","EXACT","Microtus multiplex",2438647,"Rodentia","Cricetidae"
"microtus_oaxacensis","Microtus oaxacensis",2438614,"ACCEPTED","EXACT","Microtus oaxacensis",2438614,"Rodentia","Cricetidae"
"microtus_ochrogaster","Microtus ochrogaster",2438671,"ACCEPTED","EXACT","Microtus ochrogaster",2438671,"Rodentia","Cricetidae"
"microtus_oeconomus","Microtus oeconomus",2438635,"ACCEPTED","EXACT","Microtus oeconomus",2438635,"Rodentia","Cricetidae"
"microtus_oregoni","Microtus oregoni",2438661,"ACCEPTED","EXACT","Microtus oregoni",2438661,"Rodentia","Cricetidae"
"microtus_pennsylvanicus","Microtus pennsylvanicus",2438655,"ACCEPTED","EXACT","Microtus pennsylvanicus",2438655,"Rodentia","Cricetidae"
"microtus_pinetorum","Microtus pinetorum",2438638,"ACCEPTED","EXACT","Microtus pinetorum",2438638,"Rodentia","Cricetidae"
"microtus_quasiater","Microtus quasiater",2438592,"ACCEPTED","EXACT","Microtus quasiater",2438592,"Rodentia","Cricetidae"
"microtus_richardsoni","Microtus richardsoni",2438626,"ACCEPTED","EXACT","Microtus richardsoni",2438626,"Rodentia","Cricetidae"
"microtus_sachalinensis","Microtus sachalinensis",2438618,"ACCEPTED","EXACT","Microtus sachalinensis",2438618,"Rodentia","Cricetidae"
"microtus_savii","Microtus savii",2438650,"ACCEPTED","EXACT","Microtus savii",2438650,"Rodentia","Cricetidae"
"microtus_socialis","Microtus socialis",2438670,"ACCEPTED","EXACT","Microtus socialis",2438670,"Rodentia","Cricetidae"
"microtus_subterraneus","Microtus subterraneus",2438660,"ACCEPTED","EXACT","Microtus subterraneus",2438660,"Rodentia","Cricetidae"
"microtus_tatricus","Microtus tatricus",2438637,"ACCEPTED","EXACT","Microtus tatricus",2438637,"Rodentia","Cricetidae"
"microtus_thomasi","Microtus thomasi",2438625,"ACCEPTED","EXACT","Microtus thomasi",2438625,"Rodentia","Cricetidae"
"microtus_townsendii","Microtus townsendii",2438612,"ACCEPTED","EXACT","Microtus townsendii",2438612,"Rodentia","Cricetidae"
"microtus_transcaspicus","Microtus transcaspicus",2438611,"ACCEPTED","EXACT","Microtus transcaspicus",2438611,"Rodentia","Cricetidae"
"microtus_umbrosus","Microtus umbrosus",2438599,"ACCEPTED","EXACT","Microtus umbrosus",2438599,"Rodentia","Cricetidae"
"microtus_xanthognathus","Microtus xanthognathus",2438664,"ACCEPTED","EXACT","Microtus xanthognathus",2438664,"Rodentia","Cricetidae"
"micrurus_fulvius","Micrurus fulvius",9173089,"ACCEPTED","EXACT","Micrurus fulvius",9173089,"Squamata","Elapidae"
"millardia_gleadowi","Millardia gleadowi",5219778,"SYNONYM","EXACT","Gerbillus gleadowi",2437838,"Rodentia","Muridae"
"millardia_meltada","Millardia meltada",5219777,"ACCEPTED","EXACT","Millardia meltada",5219777,"Rodentia","Muridae"
"milvus_migrans","Milvus migrans",5229167,"ACCEPTED","EXACT","Milvus migrans",5229167,"Accipitriformes","Accipitridae"
"milvus_milvus","Milvus milvus",5229168,"ACCEPTED","EXACT","Milvus milvus",5229168,"Accipitriformes","Accipitridae"
"mimetillus_moloneyi","Mimetillus moloneyi",2432527,"ACCEPTED","EXACT","Mimetillus moloneyi",2432527,"Chiroptera","Vespertilionidae"
"mimon_bennettii","Mimon bennettii",2433309,"ACCEPTED","EXACT","Mimon bennettii",2433309,"Chiroptera","Phyllostomidae"
"mimon_cozumelae","Mimon cozumelae",4265293,"ACCEPTED","EXACT","Mimon cozumelae",4265293,"Chiroptera","Phyllostomidae"
"mimon_crenulatum","Mimon crenulatum",2433310,"ACCEPTED","EXACT","Mimon crenulatum",2433310,"Chiroptera","Phyllostomidae"
"mimus_polyglottos","Mimus polyglottos",5231677,"ACCEPTED","EXACT","Mimus polyglottos",5231677,"Passeriformes","Mimidae"
"miniopterus_australis","Miniopterus australis",2432508,"ACCEPTED","EXACT","Miniopterus australis",2432508,"Chiroptera","Miniopteridae"
"miniopterus_fraterculus","Miniopterus fraterculus",2432504,"ACCEPTED","EXACT","Miniopterus fraterculus",2432504,"Chiroptera","Miniopteridae"
"miniopterus_fuscus","Miniopterus fuscus",2432511,"ACCEPTED","EXACT","Miniopterus fuscus",2432511,"Chiroptera","Miniopteridae"
"miniopterus_inflatus","Miniopterus inflatus",2432507,"ACCEPTED","EXACT","Miniopterus inflatus",2432507,"Chiroptera","Miniopteridae"
"miniopterus_magnater","Miniopterus magnater",2432503,"ACCEPTED","EXACT","Miniopterus magnater",2432503,"Chiroptera","Miniopteridae"
"miniopterus_manavi","Miniopterus manavi",4266178,"ACCEPTED","EXACT","Miniopterus manavi",4266178,"Chiroptera","Miniopteridae"
"miniopterus_medius","Miniopterus medius",4266205,"ACCEPTED","EXACT","Miniopterus medius",4266205,"Chiroptera","Miniopteridae"
"miniopterus_minor","Miniopterus minor",2432510,"ACCEPTED","EXACT","Miniopterus minor",2432510,"Chiroptera","Miniopteridae"
"miniopterus_natalensis","Miniopterus natalensis",7261853,"ACCEPTED","EXACT","Miniopterus natalensis",7261853,"Chiroptera","Miniopteridae"
"miniopterus_paululus","Miniopterus paululus",7261851,"ACCEPTED","EXACT","Miniopterus paululus",7261851,"Chiroptera","Miniopteridae"
"miniopterus_pusillus","Miniopterus pusillus",2432506,"ACCEPTED","EXACT","Miniopterus pusillus",2432506,"Chiroptera","Miniopteridae"
"miniopterus_robustior","Miniopterus robustior",2432502,"ACCEPTED","EXACT","Miniopterus robustior",2432502,"Chiroptera","Miniopteridae"
"miniopterus_schreibersii","Miniopterus schreibersii",9796816,"ACCEPTED","EXACT","Miniopterus schreibersii",9796816,"Chiroptera","Miniopteridae"
"miniopterus_tristis","Miniopterus tristis",2432505,"ACCEPTED","EXACT","Miniopterus tristis",2432505,"Chiroptera","Miniopteridae"
"mionectes_oleagineus","Mionectes oleagineus",5229541,"ACCEPTED","EXACT","Mionectes oleagineus",5229541,"Passeriformes","Tyrannidae"
"miopithecus_talapoin","Miopithecus talapoin",2436591,"ACCEPTED","EXACT","Miopithecus talapoin",2436591,"Primates","Cercopithecidae"
"mirounga_angustirostris","Mirounga angustirostris",2434813,"ACCEPTED","EXACT","Mirounga angustirostris",2434813,"Carnivora","Phocidae"
"mirounga_leonina","Mirounga leonina",2434814,"ACCEPTED","EXACT","Mirounga leonina",2434814,"Carnivora","Phocidae"
"mirza_coquereli","Mirza coquereli",4266974,"ACCEPTED","EXACT","Mirza coquereli",4266974,"Primates","Cheirogaleidae"
"misumena_vatia","Misumena vatia",2165951,"ACCEPTED","EXACT","Misumena vatia",2165951,"Araneae","Thomisidae"
"misumenops_celer","Misumenops celer",2166995,"SYNONYM","EXACT","Mecaphesa celer",6717744,"Araneae","Thomisidae"
"mniotilta_varia","Mniotilta varia",2489613,"ACCEPTED","EXACT","Mniotilta varia",2489613,"Passeriformes","Parulidae"
"mogera_imaizumii","Mogera imaizumii",2436176,"ACCEPTED","EXACT","Mogera imaizumii",2436176,"Soricomorpha","Talpidae"
"mogera_insularis","Mogera insularis",2436165,"ACCEPTED","EXACT","Mogera insularis",2436165,"Soricomorpha","Talpidae"
"mogera_tokudae","Mogera tokudae",2436172,"ACCEPTED","EXACT","Mogera tokudae",2436172,"Soricomorpha","Talpidae"
"mogera_tokudae_etigo","Mogera tokudae etigo",6163445,"ACCEPTED","EXACT","Mogera tokudae",2436172,"Soricomorpha","Talpidae"
"mogera_uchidai","Mogera uchidai",2436170,"ACCEPTED","EXACT","Mogera uchidai",2436170,"Soricomorpha","Talpidae"
"mogera_wogura","Mogera wogura",2436179,"ACCEPTED","EXACT","Mogera wogura",2436179,"Soricomorpha","Talpidae"
"mogera_wogura_robusta","Mogera wogura robusta",6163443,"ACCEPTED","EXACT","Mogera wogura",2436179,"Soricomorpha","Talpidae"
"moloch_horridus","Moloch horridus",2466435,"ACCEPTED","EXACT","Moloch horridus",2466435,"Squamata","Agamidae"
"molossops_aequatorianus","Molossops aequatorianus",2433005,"ACCEPTED","EXACT","Molossops aequatorianus",2433005,"Chiroptera","Molossidae"
"molossops_mattogrossensis","Molossops mattogrossensis",2433006,"ACCEPTED","EXACT","Molossops mattogrossensis",2433006,"Chiroptera","Molossidae"
"molossops_neglectus","Molossops neglectus",2433004,"ACCEPTED","EXACT","Molossops neglectus",2433004,"Chiroptera","Molossidae"
"molossops_temminckii","Molossops temminckii",2433003,"ACCEPTED","EXACT","Molossops temminckii",2433003,"Chiroptera","Molossidae"
"molossus_aztecus","Molossus aztecus",5707238,"ACCEPTED","EXACT","Molossus aztecus",5707238,"Chiroptera","Molossidae"
"molossus_currentium","Molossus currentium",5707239,"ACCEPTED","EXACT","Molossus currentium",5707239,"Chiroptera","Molossidae"
"molossus_molossus","Molossus molossus",5218725,"ACCEPTED","EXACT","Molossus molossus",5218725,"Chiroptera","Molossidae"
"molossus_pretiosus","Molossus pretiosus",5218724,"ACCEPTED","EXACT","Molossus pretiosus",5218724,"Chiroptera","Molossidae"
"molossus_sinaloae","Molossus sinaloae",5218727,"ACCEPTED","EXACT","Molossus sinaloae",5218727,"Chiroptera","Molossidae"
"molothrus_ater","Molothrus ater",2484391,"ACCEPTED","EXACT","Molothrus ater",2484391,"Passeriformes","Icteridae"
"momotus_momota","Momotus momota",2475290,"ACCEPTED","EXACT","Momotus momota",2475290,"Coraciiformes","Momotidae"
"monachus_monachus","Monachus monachus",2434779,"ACCEPTED","EXACT","Monachus monachus",2434779,"Carnivora","Phocidae"
"monachus_schauinslandi","Monachus schauinslandi",5219376,"ACCEPTED","EXACT","Monachus schauinslandi",5219376,"Carnivora","Phocidae"
"monachus_tropicalis","Monachus tropicalis",5219377,"ACCEPTED","EXACT","Monachus tropicalis",5219377,"Carnivora","Phocidae"
"monias_benschi","Monias benschi",2474842,"ACCEPTED","EXACT","Monias benschi",2474842,"Mesitornithiformes","Mesitornithidae"
"monodelphis_adusta","Monodelphis adusta",2439964,"ACCEPTED","EXACT","Monodelphis adusta",2439964,"Didelphimorphia","Didelphidae"
"monodelphis_americana","Monodelphis americana",2439970,"ACCEPTED","EXACT","Monodelphis americana",2439970,"Didelphimorphia","Didelphidae"
"monodelphis_brevicaudata","Monodelphis brevicaudata",2439971,"ACCEPTED","EXACT","Monodelphis brevicaudata",2439971,"Didelphimorphia","Didelphidae"
"monodelphis_dimidiata","Monodelphis dimidiata",2439959,"ACCEPTED","EXACT","Monodelphis dimidiata",2439959,"Didelphimorphia","Didelphidae"
"monodelphis_domestica","Monodelphis domestica",2439965,"ACCEPTED","EXACT","Monodelphis domestica",2439965,"Didelphimorphia","Didelphidae"
"monodelphis_emiliae","Monodelphis emiliae",2439972,"ACCEPTED","EXACT","Monodelphis emiliae",2439972,"Didelphimorphia","Didelphidae"
"monodelphis_iheringi","Monodelphis iheringi",2439960,"ACCEPTED","EXACT","Monodelphis iheringi",2439960,"Didelphimorphia","Didelphidae"
"monodelphis_kunsi","Monodelphis kunsi",2439966,"ACCEPTED","EXACT","Monodelphis kunsi",2439966,"Didelphimorphia","Didelphidae"
"monodelphis_maraxina","Monodelphis maraxina",2439973,"ACCEPTED","EXACT","Monodelphis maraxina",2439973,"Didelphimorphia","Didelphidae"
"monodelphis_osgoodi","Monodelphis osgoodi",2439961,"ACCEPTED","EXACT","Monodelphis osgoodi",2439961,"Didelphimorphia","Didelphidae"
"monodelphis_rubida","Monodelphis rubida",2439967,"ACCEPTED","EXACT","Monodelphis rubida",2439967,"Didelphimorphia","Didelphidae"
"monodelphis_scalops","Monodelphis scalops",2439974,"ACCEPTED","EXACT","Monodelphis scalops",2439974,"Didelphimorphia","Didelphidae"
"monodelphis_sorex","Monodelphis sorex",2439975,"ACCEPTED","EXACT","Monodelphis sorex",2439975,"Didelphimorphia","Didelphidae"
"monodelphis_theresa","Monodelphis theresa",2439962,"ACCEPTED","EXACT","Monodelphis theresa",2439962,"Didelphimorphia","Didelphidae"
"monodon_monoceros","Monodon monoceros",5220008,"ACCEPTED","EXACT","Monodon monoceros",5220008,"Cetacea","Monodontidae"
"monomorium_pharaonis","Monomorium pharaonis",1314773,"ACCEPTED","EXACT","Monomorium pharaonis",1314773,"Hymenoptera","Formicidae"
"monophyllus_plethodon","Monophyllus plethodon",2433239,"ACCEPTED","EXACT","Monophyllus plethodon",2433239,"Chiroptera","Phyllostomidae"
"monophyllus_redmani","Monophyllus redmani",2433240,"ACCEPTED","EXACT","Monophyllus redmani",2433240,"Chiroptera","Phyllostomidae"
"monticolomys_koopmani","Monticolomys koopmani",4263428,"ACCEPTED","EXACT","Monticolomys koopmani",4263428,"Rodentia","Nesomyidae"
"mops_brachypterus","Mops brachypterus",2433070,"ACCEPTED","EXACT","Mops brachypterus",2433070,"Chiroptera","Molossidae"
"mops_condylurus","Mops condylurus",2433075,"ACCEPTED","EXACT","Mops condylurus",2433075,"Chiroptera","Molossidae"
"mops_congicus","Mops congicus",2433066,"ACCEPTED","EXACT","Mops congicus",2433066,"Chiroptera","Molossidae"
"mops_demonstrator","Mops demonstrator",2433071,"ACCEPTED","EXACT","Mops demonstrator",2433071,"Chiroptera","Molossidae"
"mops_leucostigma","Mops leucostigma",4266488,"ACCEPTED","EXACT","Mops leucostigma",4266488,"Chiroptera","Molossidae"
"mops_midas","Mops midas",2433076,"ACCEPTED","EXACT","Mops midas",2433076,"Chiroptera","Molossidae"
