"species","omnivore","mycophage","detritivore","coprophage","iucn_red_list","endothermic","ectothermic","heterothermic","homoiothermic","bodymass_kg","carnivore_vertebrate","carnivore_invertebrate","herbivore_plantseed","herbivore_fruitnect","diet_invertebrate","diet_vertebrate_endo","diet_vertebrate_ecto","diet_vertebrate_fish","diet_vertebrate_unk","diet_eggs","diet_scav","diet_plant","diet_seed","diet_fruit","diet_nect","diet_detritus","diet_dung","diet_microbes"
"lasiurus_blossevillii",NA,NA,NA,NA,"Lower Risk - Least Concern",1,NA,NA,1,NA,1,1,0,NA,1,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"lasiurus_borealis",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.01,1,1,0,NA,1,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"lasiurus_cinereus",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.0275,1,1,0,NA,1,1,0,NA,0,NA,0,1,NA,NA,0,NA,NA,NA
"lasiurus_ega",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.012,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"lasiurus_intermedius",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.0195,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"lasiurus_seminolus",NA,NA,NA,NA,"Least Concern",1,NA,1,NA,0.0105,1,1,0,NA,1,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"lasmigona_complanata",NA,NA,1,NA,"No special status",NA,1,1,NA,NA,0,1,0,NA,0,0,0,NA,0,NA,0,1,NA,NA,0,1,NA,1
"lasmigona_compressa",NA,NA,1,NA,"Lower Risk - Least Concern",NA,1,1,NA,NA,0,1,0,NA,0,0,0,NA,0,NA,0,1,NA,NA,0,1,NA,1
"lasmigona_costata",NA,NA,1,NA,"No special status",NA,1,1,NA,NA,0,1,0,NA,0,0,0,NA,0,NA,0,1,NA,NA,0,1,NA,1
"laterallus_ruber",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"lates_calcarifer",NA,NA,NA,NA,"Not Evaluated",NA,1,1,NA,55,1,1,0,NA,1,0,0,1,0,NA,0,0,NA,NA,0,NA,NA,NA
"lates_niloticus",NA,NA,NA,NA,"Least Concern",NA,1,1,NA,3,1,0,0,NA,1,0,0,1,0,NA,0,0,NA,NA,0,NA,NA,NA
"laticauda_colubrina",NA,NA,NA,NA,"Least Concern",NA,NA,1,NA,1.2,1,0,0,NA,0,0,0,1,0,NA,0,0,NA,NA,0,NA,NA,NA
"latimeria_chalumnae",NA,NA,NA,NA,"Critically Endangered",NA,NA,NA,NA,80,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"latrodectus_hasselti",NA,NA,NA,NA,"Not Evaluated",NA,1,1,NA,NA,1,1,0,NA,1,1,1,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"latrodectus_hesperus",NA,NA,NA,NA,"No special status",NA,1,NA,NA,0.025,1,1,0,NA,1,0,0,NA,0,NA,1,0,NA,NA,0,NA,NA,NA
"latrodectus_mactans",NA,NA,NA,NA,"No special status",NA,1,1,NA,0.001,1,1,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"lavia_frons",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.032,1,1,0,NA,1,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"legatus_leucophaius",1,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.026,0,0,0,NA,1,0,0,NA,0,NA,0,0,NA,1,1,NA,NA,NA
"leiopelma_hamiltoni",NA,NA,NA,NA,"Endangered",NA,1,1,NA,NA,1,1,0,NA,1,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"leiostomus_xanthurus",NA,NA,NA,NA,"No special status",NA,NA,NA,NA,0.227,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"leiurus_quinquestriatus",NA,NA,NA,NA,"Not Evaluated",NA,NA,NA,NA,0.0018,1,1,0,NA,1,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"lemmiscus_curtatus",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.0275,0,0,1,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"lemmus_lemmus",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,0.075,0,0,1,NA,0,0,0,NA,0,NA,0,1,1,NA,0,NA,NA,NA
"lemmus_sibiricus",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.08,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"lemniscomys_barbarus",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,0.031,0,0,1,NA,1,0,0,NA,0,NA,0,1,1,1,0,NA,NA,NA
"lemur_catta",NA,NA,NA,NA,"Near Threatened",1,NA,NA,NA,2.9,0,0,1,NA,1,0,0,NA,0,NA,0,1,NA,1,1,NA,NA,NA
"leontopithecus_caissara",NA,NA,NA,NA,"Critically Endangered",1,NA,NA,NA,0.6,0,0,1,1,1,0,1,NA,0,NA,0,1,NA,1,1,NA,NA,NA
"leontopithecus_chrysomelas",1,NA,NA,NA,"Endangered",1,NA,NA,NA,0.535,0,0,0,NA,1,1,1,NA,0,1,0,0,NA,1,0,NA,NA,NA
"leontopithecus_chrysopygus",1,NA,NA,NA,"Endangered",1,NA,NA,NA,0.5725,0,0,0,NA,1,1,1,NA,0,1,0,0,NA,1,0,NA,NA,NA
"leontopithecus_rosalia",1,NA,NA,NA,"Endangered",1,NA,NA,NA,0.6545,0,0,0,NA,1,1,1,NA,0,1,0,1,NA,1,0,NA,NA,NA
"leopardus_colocolo",NA,NA,NA,NA,"Near Threatened",1,NA,NA,NA,5,1,0,0,NA,0,1,0,NA,0,1,0,0,NA,NA,0,NA,NA,NA
"leopardus_geoffroyi",NA,NA,NA,NA,"Near Threatened",1,NA,NA,NA,4,1,0,0,NA,0,1,1,1,0,NA,0,0,NA,NA,0,NA,NA,NA
"leopardus_guigna",NA,NA,NA,NA,"Vulnerable",1,NA,NA,1,2.2,1,0,0,NA,1,1,1,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"leopardus_jacobitus",NA,NA,NA,NA,"Endangered",1,NA,NA,1,4,1,0,0,NA,0,1,1,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"leopardus_pardalis",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,12.25,1,0,0,NA,1,1,1,1,0,NA,0,0,NA,NA,0,NA,NA,NA
"leopardus_tigrinus",NA,NA,NA,NA,"Vulnerable",1,NA,NA,1,2,1,0,0,NA,0,1,1,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"leopardus_wiedii",NA,NA,NA,NA,"Near Threatened",1,NA,NA,1,3.25,1,0,0,NA,1,1,1,NA,0,1,0,0,NA,1,0,NA,NA,NA
"lepas_anatifera",NA,NA,NA,NA,"Not Evaluated",NA,1,1,NA,NA,1,1,0,NA,1,0,0,1,0,NA,0,0,NA,NA,0,NA,NA,NA
"lepidochelys_kempii",1,NA,NA,NA,"Critically Endangered",NA,1,1,NA,40,0,0,0,NA,1,0,0,NA,0,NA,0,1,NA,NA,0,NA,NA,NA
"lepidochelys_olivacea",NA,NA,NA,NA,"Vulnerable",NA,1,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"lepidosiren_paradoxa",NA,NA,NA,NA,"No special status",NA,1,1,NA,NA,1,1,0,NA,1,0,0,1,0,NA,0,1,NA,NA,0,NA,NA,NA
"lepidurus_packardi",NA,NA,1,NA,"Endangered",NA,1,1,NA,NA,0,1,0,NA,1,0,0,NA,0,NA,1,1,NA,NA,0,1,NA,1
"lepilemur_edwardsi",NA,NA,NA,NA,"Vulnerable",1,NA,NA,NA,0.85,0,0,1,NA,0,0,0,NA,0,NA,0,1,1,1,1,NA,NA,NA
"lepilemur_leucopus",NA,NA,NA,NA,"Data Deficient",1,NA,NA,NA,0.544,0,0,1,NA,0,0,0,NA,0,NA,0,1,NA,1,1,NA,1,NA
"lepilemur_mustelinus",NA,NA,NA,NA,"Data Deficient",1,NA,NA,NA,0.7,0,0,1,NA,0,0,0,NA,0,NA,0,1,NA,1,1,NA,1,NA
"lepilemur_septentrionalis",NA,NA,NA,NA,"Critically Endangered",1,NA,NA,1,0.7,0,0,1,NA,0,0,0,NA,0,NA,0,1,NA,1,1,NA,1,NA
"lepisma_saccharina",NA,NA,NA,NA,"No special status",NA,1,1,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"lepisosteus_oculatus",NA,NA,NA,NA,"Not Evaluated",NA,1,NA,NA,2.5,1,0,0,NA,1,0,0,1,0,NA,0,0,NA,NA,0,NA,NA,NA
"lepisosteus_osseus",NA,NA,NA,NA,"No special status",NA,NA,NA,NA,9.3025,1,0,0,NA,1,0,0,1,0,1,0,0,NA,NA,0,NA,NA,NA
"lepisosteus_platostomus",NA,NA,NA,NA,"No special status",NA,1,NA,NA,1.43,1,1,0,NA,1,0,0,1,0,NA,0,0,NA,NA,0,NA,NA,NA
"lepisosteus_platyrhincus",NA,NA,NA,NA,"No special status",NA,1,1,NA,2.49,1,0,0,NA,1,0,0,1,0,NA,0,0,NA,NA,0,NA,NA,NA
"lepomis_cyanellus",NA,NA,NA,NA,"No special status",NA,1,1,NA,0.97,1,1,0,NA,1,0,0,1,0,1,0,0,NA,NA,0,NA,NA,NA
"lepomis_gibbosus",NA,NA,NA,NA,"No special status",NA,1,1,NA,0.2285,1,1,0,NA,1,0,0,1,0,1,0,1,NA,NA,0,1,NA,NA
"lepomis_macrochirus",NA,NA,NA,NA,"No special status",NA,1,1,NA,2.2,1,0,0,NA,1,0,0,1,0,NA,0,1,NA,NA,0,NA,NA,NA
"lepomis_megalotis",NA,NA,NA,NA,"No special status",NA,1,1,NA,0.4345,1,1,0,NA,1,0,0,1,0,1,0,0,NA,NA,0,1,NA,NA
"lepomis_microlophus",NA,NA,NA,NA,"Not Evaluated",NA,1,1,NA,1.3,1,1,0,NA,1,0,0,NA,0,NA,0,1,NA,NA,0,NA,NA,NA
"leporillus_conditor",NA,NA,NA,NA,"Vulnerable",1,NA,NA,1,0.3,0,0,1,1,0,0,0,NA,0,NA,0,1,NA,1,1,NA,NA,NA
"leptailurus_serval",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,14,1,0,0,NA,1,1,1,NA,0,NA,1,0,NA,NA,0,NA,NA,NA
"leptinotarsa_decemlineata",NA,NA,NA,NA,"Not Evaluated
          
          
            No special status",NA,1,1,NA,NA,0,0,1,NA,0,0,0,NA,0,NA,0,1,NA,NA,0,NA,NA,NA
"leptodea_fragilis",NA,NA,1,NA,"No special status",NA,1,1,NA,NA,0,1,0,NA,0,0,0,NA,0,NA,0,1,NA,NA,0,1,NA,1
"leptodea_leptodon",NA,NA,1,NA,"Lower Risk - Near Threatened",NA,1,1,NA,NA,0,1,0,NA,0,0,0,NA,0,NA,0,1,NA,NA,0,1,NA,1
"leptodeira_septentrionalis",NA,NA,NA,NA,"Not Evaluated",NA,NA,1,NA,0.0291,1,0,0,NA,0,1,1,1,0,1,0,0,NA,NA,0,NA,NA,NA
"leptonychotes_weddellii",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,500,1,1,0,NA,1,0,0,1,0,NA,0,0,NA,NA,0,NA,NA,NA
"leptonycteris_nivalis",NA,NA,NA,NA,"Endangered",1,NA,NA,NA,0.024,0,0,1,NA,0,0,0,NA,0,NA,0,0,NA,1,1,NA,NA,NA
"leptonycteris_yerbabuenae",NA,NA,NA,NA,"Vulnerable",1,NA,NA,NA,0.023,0,0,1,1,0,0,0,NA,0,NA,0,0,NA,1,1,NA,NA,NA
"leptoptilos_crumeniferus",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,9,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"leptoptilos_dubius",NA,NA,NA,NA,"Endangered",1,NA,NA,1,NA,1,0,0,NA,1,1,1,1,0,NA,1,0,NA,NA,0,NA,NA,NA
"leptotyphlops_dulcis",NA,NA,NA,NA,"Least Concern",NA,NA,1,NA,NA,1,1,0,NA,1,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"lepus_alleni",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,3.8,0,0,1,NA,0,0,0,NA,0,NA,0,1,NA,NA,0,NA,NA,NA
"lepus_americanus",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,1.49,0,0,1,NA,0,0,0,NA,0,NA,1,1,NA,NA,1,NA,1,NA
"lepus_arcticus",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,4,0,0,1,NA,0,0,0,NA,0,NA,0,1,NA,1,1,NA,NA,NA
"lepus_californicus",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,2.2,0,0,1,NA,0,0,0,NA,0,NA,0,1,NA,1,0,NA,NA,NA
"lepus_callotis",NA,NA,NA,NA,"Near Threatened",1,NA,NA,1,2.5,0,0,1,NA,0,0,0,NA,0,NA,0,1,NA,NA,0,NA,NA,NA
"lepus_capensis",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,4.5,0,0,1,NA,0,0,0,NA,0,NA,0,1,1,NA,1,NA,1,NA
"lepus_castroviejoi",NA,NA,NA,1,"Vulnerable",1,NA,NA,1,2.905,0,0,1,NA,0,0,0,NA,0,NA,0,1,NA,NA,0,NA,1,NA
"lepus_corsicanus",NA,NA,NA,1,"Vulnerable",1,NA,NA,1,2.22,0,0,1,NA,0,0,0,NA,0,NA,0,1,1,NA,0,NA,1,NA
"lepus_europaeus",NA,NA,NA,1,"Least Concern",1,NA,NA,1,4,0,0,1,NA,0,0,0,NA,0,NA,0,1,NA,NA,0,NA,1,NA
"lepus_hainanus",NA,NA,NA,NA,"",NA,NA,NA,NA,1.5,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"lepus_insularis",NA,NA,NA,NA,"Near Threatened",1,NA,NA,1,NA,0,0,1,NA,0,0,0,NA,0,NA,0,1,NA,NA,0,NA,NA,NA
"lepus_nigricollis",NA,NA,NA,1,"Least Concern",1,NA,NA,NA,4.17,0,0,1,NA,0,0,0,NA,0,NA,0,1,NA,NA,0,NA,NA,NA
"lepus_oiostolus",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,2.283,0,0,1,1,0,0,0,NA,0,NA,0,1,1,1,0,NA,NA,NA
"lepus_othus",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,4.8,0,0,1,NA,0,0,0,NA,0,NA,0,1,NA,1,1,NA,NA,NA
"lepus_saxatilis",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,3,0,0,1,NA,0,0,0,NA,0,NA,0,1,NA,NA,0,NA,NA,NA
"lepus_tibetanus",NA,NA,NA,NA,"No special status",1,NA,NA,1,2.0625,0,0,1,1,0,0,0,NA,0,NA,0,1,1,1,0,NA,NA,NA
"lepus_timidus",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,3.05,0,0,1,NA,0,0,0,NA,0,NA,0,1,NA,NA,0,NA,NA,NA
"lepus_townsendii",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,3.5,0,0,1,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"lernaea_cyprinacea",NA,NA,NA,NA,"Not Evaluated",NA,1,1,NA,NA,1,0,0,NA,0,0,0,NA,0,NA,1,0,NA,NA,0,NA,NA,NA
"lernaeocera_branchialis",NA,NA,NA,NA,"Not Evaluated",NA,1,1,NA,NA,1,0,0,NA,0,0,0,NA,0,NA,1,0,NA,NA,0,NA,NA,NA
"lestodelphys_halli",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,NA,1,0,0,NA,1,1,0,NA,0,NA,0,0,NA,1,0,NA,NA,NA
"lestoros_inca",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.0275,1,1,0,NA,1,1,0,NA,0,NA,0,1,NA,1,0,NA,NA,NA
"leucochloridium_paradoxum",NA,NA,NA,NA,"Not Evaluated",NA,1,1,NA,NA,1,0,0,NA,0,0,0,NA,0,NA,1,0,NA,NA,0,NA,1,NA
"liberiictis_kuhni",NA,NA,NA,NA,"Vulnerable",1,NA,NA,NA,2.3,1,1,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"ligumia_nasuta",NA,NA,1,NA,"Lower Risk - Near Threatened",NA,1,1,NA,NA,0,1,0,NA,0,0,0,NA,0,NA,0,1,NA,NA,0,1,NA,1
"ligumia_recta",NA,NA,1,NA,"Lower Risk - Near Threatened",NA,1,1,NA,NA,0,1,0,NA,0,0,0,NA,0,NA,0,1,NA,NA,0,1,NA,1
"limanda_limanda",NA,NA,NA,NA,"Not Evaluated",NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"limenitis_archippus",NA,NA,NA,NA,"No special status",NA,1,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"limenitis_arthemis",NA,NA,NA,NA,"No special status",NA,1,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"limnodynastes_dumerilii",NA,NA,NA,NA,"Least Concern",NA,1,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"limnodynastes_peronii",NA,NA,NA,NA,"Least Concern",NA,1,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"limnogale_mergulus",NA,NA,NA,NA,"Vulnerable",1,NA,NA,1,0.0835,1,1,0,NA,1,0,1,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"limosa_fedoa",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.3695,1,1,0,NA,1,0,0,1,0,NA,0,1,1,NA,0,NA,NA,NA
"limulus_polyphemus",NA,NA,NA,NA,"Lower Risk - Near Threatened",NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"linckia_guildingii",1,NA,1,NA,"Data Deficient",NA,1,1,NA,NA,1,0,0,NA,0,0,0,NA,0,NA,0,1,NA,NA,0,1,NA,NA
"linckia_laevigata",1,NA,1,NA,"Not Evaluated",NA,1,1,NA,0.0135,1,1,0,NA,1,0,0,NA,0,NA,0,1,NA,NA,0,1,NA,NA
"linepithema_humile",1,NA,NA,NA,"Not Evaluated",NA,1,1,NA,NA,0,0,0,NA,1,0,0,NA,0,1,1,0,NA,NA,1,NA,NA,NA
"linguatula_serrata",NA,NA,NA,NA,"Not Evaluated",NA,1,1,NA,NA,1,0,0,NA,0,0,0,NA,0,NA,1,0,NA,NA,0,NA,NA,NA
"linuche_unguiculata",NA,NA,NA,NA,"Not Evaluated",NA,1,1,NA,NA,0,1,0,NA,1,0,0,NA,0,NA,0,1,NA,NA,0,NA,NA,NA
"liomys_irroratus",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.055,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"liomys_pictus",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"liomys_salvini",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.0475,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"lipotes_vexillifer",NA,NA,NA,NA,"Critically Endangered",1,NA,NA,NA,104.5,1,0,0,NA,0,0,0,1,0,NA,0,0,NA,NA,0,NA,NA,NA
"lissodelphis_borealis",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,115,1,1,0,NA,1,0,0,1,0,NA,0,0,NA,NA,0,NA,NA,NA
"lissodelphis_peronii",NA,NA,NA,NA,"Data Deficient",1,NA,NA,NA,79.5,1,0,0,NA,1,0,0,1,0,NA,0,0,NA,NA,0,NA,NA,NA
"lithobates_berlandieri",NA,NA,NA,NA,"Least Concern",NA,1,1,NA,NA,1,1,0,NA,1,0,1,NA,0,NA,0,1,NA,NA,0,NA,NA,NA
"lithobates_blairi",NA,NA,NA,NA,"Least Concern",NA,1,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"lithobates_capito",NA,NA,NA,NA,"Near Threatened",NA,1,1,NA,0.099,1,1,1,NA,1,0,1,NA,0,NA,0,1,NA,NA,0,NA,NA,NA
"lithobates_catesbeianus",NA,NA,NA,NA,"Least Concern",NA,1,1,NA,0.5,1,0,1,NA,1,1,1,1,0,1,0,1,NA,NA,0,NA,NA,NA
"lithobates_chiricahuensis",NA,NA,NA,NA,"Vulnerable",NA,1,NA,NA,NA,1,1,0,NA,1,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"lithobates_clamitans",NA,NA,NA,NA,"No special status",NA,1,NA,NA,NA,1,0,1,NA,1,0,1,NA,0,NA,0,1,NA,NA,0,NA,NA,NA
"lithobates_grylio",NA,NA,NA,NA,"Least Concern",NA,1,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"lithobates_heckscheri",NA,NA,NA,NA,"Least Concern",NA,1,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"lithobates_okaloosae",NA,NA,1,NA,"Vulnerable",NA,1,1,NA,NA,1,1,0,NA,1,0,1,NA,0,NA,0,1,NA,NA,0,1,NA,NA
"lithobates_palustris",NA,NA,NA,NA,"Least Concern",NA,1,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"lithobates_pipiens",NA,NA,NA,NA,"Least Concern",NA,1,1,NA,0.029,1,1,0,NA,1,0,1,NA,0,NA,0,1,NA,NA,0,1,NA,NA
"lithobates_septentrionalis",NA,NA,NA,NA,"Least Concern",NA,1,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"lithobates_sylvaticus",NA,NA,NA,NA,"Least Concern",NA,1,1,NA,0.0079,1,0,0,NA,1,0,0,NA,0,1,1,1,NA,NA,0,NA,NA,NA
"lithobates_virgatipes",NA,NA,NA,NA,"Least Concern",NA,1,1,NA,NA,1,1,0,NA,1,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"litocranius_walleri",NA,NA,NA,NA,"Near Threatened",1,NA,NA,1,43.5,0,0,1,NA,0,0,0,NA,0,NA,0,1,1,NA,0,NA,NA,NA
"litoria_caerulea",NA,NA,NA,NA,"Least Concern",NA,1,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"litoria_chloris",NA,NA,NA,NA,"Least Concern",NA,1,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"litoria_infrafrenata",NA,NA,NA,NA,"Least Concern",NA,1,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"litoria_platycephala",NA,NA,NA,NA,"Least Concern",NA,1,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"littorina_irrorata",NA,NA,1,NA,"No special status",NA,1,1,NA,NA,0,0,1,NA,0,0,0,NA,0,NA,0,1,NA,NA,0,1,NA,1
"livoneca_redmanii",NA,NA,NA,NA,"Not Evaluated",NA,1,1,NA,NA,1,0,0,NA,0,0,0,NA,0,NA,1,0,NA,NA,0,NA,NA,NA
"loa_loa",NA,NA,NA,NA,"Not Evaluated",NA,1,NA,1,NA,1,0,0,NA,0,0,0,NA,0,NA,1,0,NA,NA,0,NA,NA,NA
"lobesia_botrana",NA,NA,NA,NA,"Not Evaluated",NA,1,1,NA,NA,0,0,1,1,0,0,0,NA,0,NA,0,1,NA,1,1,NA,NA,NA
"lobodon_carcinophaga",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,250,1,0,0,NA,1,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"loligo_forbesii",NA,NA,NA,NA,"No special status",NA,1,1,NA,NA,1,0,0,NA,1,0,0,1,0,NA,0,0,NA,NA,0,NA,NA,NA
"loligo_pealeii",NA,NA,NA,NA,"No special status",NA,1,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"lonchophylla_thomasi",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.01,0,0,1,NA,1,0,0,NA,0,NA,0,1,NA,1,1,NA,NA,NA
"lonchorhina_aurita",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.013,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"lontra_canadensis",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,9.5,1,0,0,NA,1,1,1,1,0,1,0,1,NA,NA,0,NA,NA,NA
"lontra_felina",NA,NA,NA,NA,"Endangered",1,NA,NA,1,4.5,1,0,0,NA,1,1,0,NA,0,1,0,0,NA,1,0,NA,NA,NA
"lontra_longicaudis",NA,NA,NA,NA,"Data Deficient",1,NA,NA,1,10,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"lontra_provocax",NA,NA,NA,NA,"Endangered",1,NA,NA,NA,NA,1,0,0,NA,1,1,0,1,0,NA,0,0,NA,NA,0,NA,NA,NA
"lophelia_pertusa",NA,NA,1,NA,"Not Evaluated",NA,1,1,NA,NA,0,1,0,NA,1,0,0,NA,0,NA,0,0,NA,NA,0,1,NA,NA
"lophiomys_imhausi",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.755,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"lophocebus_albigena",NA,NA,NA,NA,"",NA,NA,NA,NA,9.3175,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"lophodytes_cucullatus",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,0.61,1,1,0,NA,1,0,0,1,0,NA,0,0,NA,NA,0,NA,NA,NA
"loris_lydekkerianus",NA,NA,NA,NA,"Endangered",1,NA,NA,1,0.235,1,1,0,NA,1,0,1,NA,0,NA,0,1,NA,1,0,NA,NA,NA
"loris_tardigradus",NA,NA,NA,NA,"Endangered",1,NA,NA,1,0.177,1,1,0,NA,1,1,1,NA,0,1,0,1,NA,1,1,NA,NA,NA
"lota_lota",NA,NA,NA,NA,"Least Concern",NA,1,NA,NA,34,1,0,0,NA,1,0,0,1,0,NA,0,0,NA,NA,0,NA,NA,NA
"lottia_gigantea",NA,NA,NA,NA,"Not Evaluated",NA,1,1,NA,NA,0,1,1,NA,1,0,0,NA,0,NA,0,1,NA,NA,0,NA,NA,1
"loxia_curvirostra",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,0.0346,0,0,1,NA,0,0,0,NA,0,NA,0,0,1,NA,0,NA,NA,NA
"loxodonta_africana",NA,NA,NA,NA,"Vulnerable",1,NA,NA,1,4540,0,0,1,1,0,0,0,NA,0,NA,0,1,NA,1,0,NA,NA,NA
"loxodonta_cyclotis",NA,NA,NA,NA,"No special status",1,NA,NA,1,4350,0,0,1,1,0,0,0,NA,0,NA,0,1,1,1,0,NA,NA,NA
