"species","omnivore","mycophage","detritivore","coprophage","iucn_red_list","endothermic","ectothermic","heterothermic","homoiothermic","bodymass_kg","carnivore_vertebrate","carnivore_invertebrate","herbivore_plantseed","herbivore_fruitnect","diet_invertebrate","diet_vertebrate_endo","diet_vertebrate_ecto","diet_vertebrate_fish","diet_vertebrate_unk","diet_eggs","diet_scav","diet_plant","diet_seed","diet_fruit","diet_nect","diet_detritus","diet_dung","diet_microbes"
"raphus_cucullatus",NA,NA,NA,NA,"Extinct",1,NA,NA,NA,18,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"rattus_argentiventer",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"rattus_exulans",1,NA,NA,NA,"Least Concern",1,NA,NA,1,0.06,0,0,0,NA,1,0,0,NA,0,1,0,1,1,1,0,NA,NA,NA
"rattus_lutreolus",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.115,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"rattus_norvegicus",1,NA,NA,NA,"Least Concern",1,NA,NA,1,0.4,0,0,0,NA,1,1,1,1,0,1,1,1,1,1,1,1,NA,NA
"rattus_rattus",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,0.2,0,0,1,NA,1,0,0,NA,0,NA,0,1,1,1,0,NA,NA,NA
"ratufa_bicolor",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"ratufa_indica",1,NA,NA,NA,"Least Concern",1,NA,NA,NA,1.75,0,0,0,NA,1,0,0,NA,0,1,0,1,1,1,1,NA,NA,NA
"ratufa_macroura",NA,NA,NA,NA,"Near Threatened",1,NA,NA,NA,2.25,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"recurvirostra_americana",1,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.34,0,0,0,NA,1,0,0,NA,0,NA,0,1,1,NA,0,NA,NA,NA
"redunca_arundinum",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,58,0,0,1,NA,0,0,0,NA,0,NA,0,1,NA,NA,0,NA,NA,NA
"redunca_fulvorufula",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,30,0,0,1,NA,0,0,0,NA,0,NA,0,1,NA,NA,0,NA,NA,NA
"redunca_redunca",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,45.5,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"regina_alleni",NA,NA,NA,NA,"Least Concern",NA,NA,1,NA,0.0451,1,1,0,NA,1,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"regina_septemvittata",NA,NA,NA,NA,"Least Concern",NA,NA,1,NA,NA,1,0,0,NA,1,0,1,1,0,NA,0,0,NA,NA,0,NA,NA,NA
"regulus_calendula",1,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.0074,1,1,0,NA,1,0,0,NA,0,1,0,1,1,1,0,NA,NA,NA
"reithrodon_auritus",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,0.08,0,0,1,NA,0,0,0,NA,0,NA,0,1,NA,NA,0,NA,NA,NA
"reithrodontomys_fulvescens",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.018,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"reithrodontomys_megalotis",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.0125,0,0,1,NA,1,0,0,NA,0,NA,0,1,1,1,1,NA,NA,NA
"reithrodontomys_montanus",1,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.0095,0,0,0,NA,1,0,0,NA,0,NA,0,0,1,1,1,NA,NA,NA
"reithrodontomys_raviventris",NA,NA,NA,NA,"Endangered",1,NA,NA,NA,0.011,0,0,1,NA,1,0,0,NA,0,NA,0,1,1,NA,0,NA,NA,NA
"remora_remora",NA,NA,NA,NA,"No special status",NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"renilla_koellikeri",NA,NA,NA,NA,"Not Evaluated",NA,1,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"reticulitermes_flavipes",NA,NA,NA,NA,"Not Evaluated",NA,1,NA,NA,NA,0,0,1,NA,0,0,0,NA,0,NA,0,1,NA,NA,0,NA,NA,NA
"rhabdias_bufonis",NA,NA,NA,1,"Not Evaluated",NA,1,1,NA,NA,1,0,0,NA,0,0,0,NA,0,NA,1,0,NA,NA,0,NA,1,1
"rhacodactylus_ciliatus",1,NA,NA,NA,"Vulnerable",NA,NA,NA,NA,0.0325,1,1,1,1,1,0,0,NA,0,NA,0,1,NA,1,1,NA,NA,NA
"rhacophorus_nigropalmatus",NA,NA,NA,NA,"Least Concern",NA,1,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"rhadinaea_flavilata",NA,NA,NA,NA,"Least Concern",NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"rhadinesthes_decimus",NA,NA,NA,NA,"Not Evaluated",NA,1,NA,NA,NA,1,0,0,NA,1,0,0,1,0,NA,0,0,NA,NA,0,NA,NA,NA
"rhagoletis_pomonella",NA,NA,NA,NA,"No special status",NA,1,1,NA,NA,0,0,1,1,0,0,0,NA,0,NA,0,1,NA,1,0,NA,NA,NA
"rhea_americana",NA,NA,NA,NA,"Near Threatened",1,NA,NA,NA,23,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"rheobatrachus_silus",NA,NA,NA,NA,"Extinct",NA,1,1,NA,NA,1,1,0,NA,1,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"rhincodon_typus",NA,NA,NA,NA,"Vulnerable",NA,1,NA,NA,30844,1,1,0,NA,1,0,0,1,0,NA,0,1,NA,NA,0,NA,NA,NA
"rhinecanthus_aculeatus",NA,NA,NA,NA,"Lower Risk",NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"rhinella_marina",NA,NA,NA,NA,"Least Concern",NA,1,1,NA,0.1063,1,1,0,NA,1,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"rhinichthys_cataractae",NA,NA,NA,NA,"Not Evaluated",NA,1,1,NA,NA,1,1,0,NA,1,0,0,1,0,1,0,1,NA,NA,0,NA,NA,NA
"rhinobatos_productus",NA,NA,NA,NA,"Near Threatened",NA,1,NA,NA,6.64,1,1,0,NA,1,0,0,1,0,NA,0,0,NA,NA,0,NA,NA,NA
"rhinoceros_sondaicus",NA,NA,NA,NA,"Critically Endangered",1,NA,NA,NA,1150,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"rhinoceros_unicornis",NA,NA,NA,NA,"Vulnerable",1,NA,NA,NA,1750,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"rhinoclemmys_pulcherrima",NA,NA,NA,NA,"No special status",NA,1,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"rhinoderma_darwinii",NA,NA,NA,NA,"Vulnerable",NA,1,1,NA,NA,1,1,0,NA,1,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"rhinolophus_blasii",NA,NA,NA,NA,"Least Concern",1,NA,1,NA,0.0135,1,1,0,NA,1,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"rhinolophus_capensis",NA,NA,NA,NA,"Least Concern",1,NA,1,NA,0.0223,1,1,0,NA,1,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"rhinolophus_denti",NA,NA,NA,NA,"Least Concern",1,NA,1,NA,0.006,1,1,0,NA,1,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"rhinolophus_euryale",NA,NA,NA,NA,"Near Threatened",1,NA,NA,NA,0.0127,1,1,0,NA,1,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"rhinolophus_ferrumequinum",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.0255,1,1,0,NA,1,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"rhinolophus_hipposideros",NA,NA,NA,NA,"Least Concern",1,NA,1,NA,0.007,1,1,0,NA,1,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"rhinolophus_inops",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"rhinolophus_megaphyllus",NA,NA,NA,NA,"Least Concern",1,NA,1,NA,0.0075,1,1,0,NA,1,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"rhinonicteris_aurantia",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"rhinophrynus_dorsalis",NA,NA,NA,NA,"Least Concern",NA,1,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"rhinophylla_pumilio",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,0.01,0,0,1,1,0,0,0,NA,0,NA,0,0,1,1,1,NA,NA,NA
"rhinopithecus_roxellana",NA,NA,NA,NA,"Endangered",1,NA,NA,NA,NA,0,0,1,NA,0,0,0,NA,0,NA,0,1,1,NA,0,NA,NA,NA
"rhinopoma_hardwickii",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.011,1,1,0,NA,1,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"rhinosciurus_laticaudatus",NA,NA,NA,NA,"Near Threatened",1,NA,NA,NA,0.221,1,1,0,NA,1,0,0,NA,0,NA,0,0,NA,1,0,NA,NA,NA
"rhodnius_prolixus",NA,NA,NA,NA,"No special status",NA,1,1,NA,NA,1,0,0,NA,0,0,0,NA,0,NA,1,0,NA,NA,0,NA,NA,NA
"rhodonessa_caryophyllacea",NA,NA,NA,NA,"Critically Endangered",1,NA,NA,NA,1.0765,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"rhombomys_opimus",NA,NA,NA,1,"Least Concern",1,NA,NA,NA,0.285,0,0,1,1,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"rhopalosiphum_cerasifoliae",NA,NA,NA,NA,"Not Evaluated",NA,1,1,NA,NA,0,0,1,NA,0,0,0,NA,0,NA,0,1,NA,NA,0,NA,NA,NA
"rhopalosiphum_maidis",NA,NA,NA,NA,"Not Evaluated",NA,1,1,NA,NA,0,0,1,NA,0,0,0,NA,0,NA,0,1,NA,NA,0,NA,NA,NA
"rhyacotriton_olympicus",NA,NA,NA,NA,"Vulnerable",NA,1,NA,NA,NA,1,1,0,NA,1,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"rhynchocyon_chrysopygus",NA,NA,NA,NA,"Endangered",1,NA,NA,NA,0.54,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"rhynchocyon_cirnei",NA,NA,NA,NA,"Near Threatened",1,NA,NA,1,0.479,1,1,0,NA,1,1,1,NA,0,1,0,0,NA,NA,0,NA,NA,NA
"rhyncholestes_raphanurus",NA,1,NA,NA,"Near Threatened",1,NA,NA,1,NA,1,1,0,NA,1,0,0,NA,0,NA,0,1,1,NA,0,NA,NA,NA
"rhynchonycteris_naso",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.0039,1,1,0,NA,1,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"riftia_pachyptila",NA,NA,NA,NA,"No special status",NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"riparia_riparia",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,0.0145,1,1,0,NA,1,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"rissa_tridactyla",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.317,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"rodolia_cardinalis",NA,NA,NA,NA,"No special status",NA,1,1,NA,NA,1,1,0,NA,1,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"romanomermis_culicivorax",NA,NA,NA,NA,"Not Evaluated",NA,1,1,NA,NA,1,0,0,NA,0,0,0,NA,0,NA,1,0,NA,NA,0,NA,NA,NA
"romerolagus_diazi",NA,NA,NA,1,"Endangered",1,NA,NA,1,0.4943,0,0,1,NA,0,0,0,NA,0,NA,0,1,1,NA,1,NA,1,NA
"rossia_pacifica",NA,NA,NA,NA,"Not Evaluated",NA,1,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"rostrhamus_sociabilis",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.4535,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"rousettus_aegyptiacus",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,0.125,0,0,1,1,0,0,0,NA,0,NA,0,0,NA,1,0,NA,NA,NA
"rucervus_duvaucelii",NA,NA,NA,NA,"Vulnerable",1,NA,NA,1,176.5,0,0,1,NA,0,0,0,NA,0,NA,0,1,NA,NA,1,NA,NA,NA
"rucervus_eldii",NA,NA,NA,NA,"Endangered",1,NA,NA,1,100,0,0,1,NA,0,0,0,NA,0,NA,0,1,1,1,0,NA,NA,NA
"rungwecebus_kipunji",1,NA,NA,NA,"Critically Endangered",1,NA,NA,1,13,0,0,0,NA,1,0,0,NA,0,NA,0,1,1,1,1,NA,NA,NA
"rupicapra_pyrenaica",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,37,0,0,1,NA,0,0,0,NA,0,NA,0,1,NA,NA,1,NA,NA,NA
"rupicapra_rupicapra",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,40,0,0,1,NA,0,0,0,NA,0,NA,0,1,NA,NA,1,NA,NA,NA
"rusa_alfredi",NA,NA,NA,NA,"Endangered",1,NA,NA,1,47.5,0,0,1,NA,0,0,0,NA,0,NA,0,1,NA,NA,0,NA,NA,NA
"rusa_timorensis",NA,NA,NA,NA,"Vulnerable",1,NA,NA,NA,117,0,0,1,NA,0,0,0,NA,0,NA,0,1,NA,NA,0,NA,NA,NA
"rusa_unicolor",NA,NA,NA,NA,"Vulnerable",1,NA,NA,1,184.5,0,0,1,NA,0,0,0,NA,0,NA,0,1,NA,1,0,NA,NA,NA
"rynchops_niger",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,0.315,1,0,0,NA,1,0,0,1,0,NA,0,0,NA,NA,0,NA,NA,NA
"saccopteryx_bilineata",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,0.0089,1,1,0,NA,1,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"saccostomus_campestris",NA,NA,NA,NA,"Least Concern",1,NA,1,NA,0.0625,0,0,1,NA,1,0,0,NA,0,NA,0,0,1,1,0,NA,1,NA
"sacculina_carcini",NA,NA,NA,NA,"Not Evaluated",NA,1,1,NA,0.001,1,0,0,NA,0,0,0,NA,0,NA,1,0,NA,NA,0,NA,NA,NA
"sagittarius_serpentarius",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,3.285,1,1,0,NA,1,1,1,NA,0,1,0,0,NA,NA,0,NA,NA,NA
"saguinus_bicolor",NA,NA,NA,NA,"Endangered",1,NA,NA,1,0.43,0,0,1,1,1,0,0,NA,0,NA,0,1,1,1,1,NA,NA,NA
"saguinus_fuscicollis",NA,NA,NA,NA,"",NA,NA,NA,NA,0.4565,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"saguinus_geoffroyi",1,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.4,0,0,0,NA,1,0,1,NA,0,NA,0,0,NA,1,1,NA,NA,NA
"saguinus_graellsi",NA,NA,NA,NA,"Near Threatened",1,NA,NA,1,0.5625,0,0,1,1,1,1,1,NA,0,1,0,1,NA,1,1,NA,NA,NA
"saguinus_imperator",1,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.5185,0,0,0,NA,1,0,1,NA,0,1,0,1,NA,1,1,NA,NA,NA
"saguinus_labiatus",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.5125,0,0,1,1,1,0,0,NA,0,NA,0,1,NA,1,1,NA,NA,NA
"saguinus_midas",1,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.475,0,0,0,NA,1,0,0,NA,0,1,0,1,NA,1,1,NA,NA,NA
"saguinus_mystax",1,NA,NA,NA,"Least Concern",1,NA,NA,1,0.501,0,0,0,NA,1,1,1,NA,0,NA,0,1,NA,1,1,NA,NA,NA
"saguinus_nigricollis",1,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.475,0,0,0,NA,1,0,0,NA,0,NA,0,1,1,1,1,NA,NA,NA
"saguinus_oedipus",1,NA,NA,NA,"Critically Endangered",1,NA,NA,NA,0.32,0,0,0,NA,1,0,0,NA,0,NA,0,1,NA,1,0,NA,NA,NA
"saguinus_tripartitus",NA,NA,NA,NA,"Near Threatened",1,NA,NA,1,0.355,1,1,1,1,1,0,1,NA,0,NA,0,1,NA,1,1,NA,NA,NA
"saiga_tatarica",NA,NA,NA,NA,"Critically Endangered",1,NA,NA,NA,37.5,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"saimiri_boliviensis",1,NA,NA,NA,"Least Concern",1,NA,NA,1,0.75,0,0,0,NA,1,1,1,NA,0,1,0,1,1,1,1,NA,NA,NA
"saimiri_oerstedii",1,NA,NA,NA,"Vulnerable",1,NA,NA,1,0.8,0,0,0,NA,1,0,0,NA,0,NA,0,1,1,1,1,NA,NA,NA
"saimiri_sciureus",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.925,0,0,1,1,1,0,0,NA,0,NA,0,1,1,1,0,NA,NA,NA
"saimiri_vanzolinii",1,NA,NA,NA,"Vulnerable",1,NA,NA,NA,0.91,0,0,0,NA,1,1,0,NA,0,1,0,1,1,1,1,NA,NA,NA
"salamandra_salamandra",NA,NA,NA,NA,"Least Concern",NA,1,NA,NA,0.0191,1,1,0,NA,1,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"salmincola_edwardsii",NA,NA,NA,NA,"Not Evaluated",NA,1,1,NA,NA,1,0,0,NA,0,0,0,NA,0,NA,1,0,NA,NA,0,NA,NA,NA
"salmo_salar",NA,NA,NA,NA,"Lower Risk - Least Concern",NA,1,1,NA,19.09,1,1,0,NA,1,0,0,1,0,NA,0,0,NA,NA,0,NA,NA,NA
"salmo_trutta",NA,NA,NA,NA,"Least Concern",NA,1,NA,NA,12.25,1,1,0,NA,1,0,0,1,0,1,0,1,NA,NA,0,1,NA,NA
"salpingotus_crassicauda",NA,NA,NA,NA,"Data Deficient",1,NA,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"salpingotus_pallidus",1,NA,NA,NA,"Data Deficient",1,NA,1,NA,0.0098,0,0,0,NA,1,1,1,NA,0,NA,0,1,1,NA,0,NA,NA,NA
"salticus_scenicus",NA,NA,NA,NA,"Not Evaluated",NA,1,1,NA,NA,1,1,0,NA,1,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"salvelinus_confluentus",NA,NA,NA,NA,"Vulnerable",NA,NA,NA,NA,6.5,1,1,0,NA,1,0,0,1,0,NA,0,0,NA,NA,0,NA,NA,NA
"salvelinus_fontinalis",NA,NA,NA,NA,"Not Evaluated",NA,1,1,NA,3.5,1,1,0,NA,1,1,1,1,0,NA,0,0,NA,NA,0,NA,NA,NA
"salvelinus_namaycush",NA,NA,NA,NA,"Not Evaluated",NA,NA,NA,NA,3,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"sander_canadensis",NA,NA,NA,NA,"Least Concern",NA,NA,NA,NA,NA,1,1,0,NA,1,0,0,1,0,NA,0,0,NA,NA,0,NA,NA,NA
"sander_vitreus",NA,NA,NA,NA,"Least Concern",NA,1,NA,NA,11,1,1,0,NA,1,0,0,1,0,NA,0,0,NA,NA,0,NA,NA,NA
"sarcophilus_harrisii",NA,NA,NA,NA,"Endangered",1,NA,NA,1,8,1,0,0,NA,1,1,1,NA,0,NA,1,1,NA,1,0,NA,NA,NA
"sarcoptes_scabiei",NA,NA,NA,NA,"Not Evaluated",NA,1,NA,NA,NA,1,0,0,NA,0,1,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"sarcoramphus_papa",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,3.75,1,0,0,NA,0,0,0,NA,0,NA,1,0,NA,NA,0,NA,NA,NA
"sarotherodon_melanotheron",NA,NA,1,NA,"No special status",NA,NA,1,NA,0.0375,0,1,1,NA,1,0,0,NA,0,NA,0,1,NA,NA,0,1,NA,NA
"satan_eurystomus",NA,NA,1,NA,"Vulnerable",NA,1,1,NA,NA,1,0,0,NA,1,0,0,NA,0,NA,0,0,NA,NA,0,1,NA,NA
"sauromalus_ater",NA,NA,NA,NA,"Least Concern",NA,1,1,NA,0.245,0,0,1,1,1,0,0,NA,0,NA,0,1,NA,1,1,NA,NA,NA
"sayornis_phoebe",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.0216,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"scalopus_aquaticus",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,0.0746,1,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"scapanus_orarius",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,0.076,1,0,0,NA,1,0,0,NA,0,NA,0,1,NA,NA,0,NA,NA,NA
"scapanus_townsendii",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,0.13,1,0,0,NA,1,0,0,NA,0,NA,0,1,NA,NA,0,NA,NA,NA
"scaphiopus_couchii",NA,NA,NA,NA,"Least Concern",NA,1,1,NA,NA,1,1,0,NA,1,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"scaphiopus_holbrookii",NA,NA,NA,NA,"Least Concern",NA,1,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"scaphirhynchus_platorynchus",NA,NA,NA,NA,"Vulnerable",NA,1,1,NA,2.5,1,1,0,NA,1,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"scarus_rivulatus",NA,NA,NA,NA,"Least Concern",NA,NA,NA,NA,NA,0,0,1,NA,0,0,0,NA,0,NA,0,1,NA,NA,0,NA,NA,NA
"scarus_vetula",NA,NA,NA,NA,"Least Concern",NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"sceloporus_undulatus",NA,NA,NA,NA,"Least Concern",NA,NA,1,NA,0.015,1,1,0,NA,1,0,0,NA,0,NA,0,1,NA,NA,0,NA,NA,NA
"sceloporus_woodi",NA,NA,NA,NA,"Near Threatened",NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"schistosoma_haematobium",NA,NA,NA,NA,"No special status",NA,1,1,NA,NA,1,0,0,NA,0,0,0,NA,0,NA,1,0,NA,NA,0,NA,NA,NA
"schistosoma_japonicum",NA,NA,NA,NA,"No special status",NA,1,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"schistosoma_mansoni",NA,NA,NA,NA,"Not Evaluated",NA,1,NA,NA,NA,1,0,0,NA,1,1,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"schroederichthys_chilensis",NA,NA,NA,NA,"Data Deficient",NA,1,1,NA,NA,1,0,0,NA,1,0,0,1,0,NA,0,1,NA,NA,0,NA,NA,NA
"sciaenops_ocellatus",NA,NA,NA,NA,"Not Evaluated",NA,1,NA,NA,22,1,0,0,NA,1,0,0,1,0,NA,0,0,NA,NA,0,NA,NA,NA
"sciurus_aberti",NA,1,NA,NA,"Least Concern",1,NA,NA,NA,0.62,0,0,1,NA,0,0,0,NA,0,NA,0,1,1,NA,1,NA,NA,NA
"sciurus_arizonensis",NA,NA,NA,NA,"Data Deficient",1,NA,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"sciurus_carolinensis",1,NA,NA,NA,"Least Concern",1,NA,NA,1,0.5403,0,0,0,NA,1,1,1,NA,0,1,1,1,1,1,0,NA,NA,NA
"sciurus_deppei",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.205,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"sciurus_granatensis",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,0.374,0,0,1,1,1,0,0,NA,0,NA,0,1,1,1,1,NA,NA,NA
"sciurus_griseus",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.65,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"sciurus_niger",1,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.8,0,0,0,NA,1,1,0,NA,0,1,1,1,1,1,0,NA,NA,NA
"sciurus_oculatus",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,0.638,0,0,1,1,0,0,0,NA,0,NA,0,0,1,1,0,NA,NA,NA
"sciurus_variegatoides",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,0.6685,0,0,1,1,0,0,0,NA,0,NA,0,1,1,1,1,NA,NA,NA
"sciurus_vulgaris",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,0.6,0,0,1,NA,0,0,0,NA,0,1,0,1,1,1,0,NA,NA,NA
"sciurus_yucatanensis",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"scolia_dubia",NA,NA,NA,NA,"Not Evaluated
          
          
            No special status",NA,1,NA,NA,NA,0,0,1,NA,1,0,0,NA,0,NA,0,0,NA,NA,1,NA,NA,NA
"scolopax_minor",NA,NA,NA,NA,"Least Concern",1,NA,NA,NA,0.1975,1,0,0,NA,1,0,0,NA,0,NA,0,0,1,NA,0,NA,NA,NA
"scolopendra_gigantea",NA,NA,NA,NA,"No special status",NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"scutigera_coleoptrata",NA,NA,NA,NA,"No special status",NA,1,1,NA,NA,1,1,0,NA,1,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"scutisorex_somereni",NA,NA,NA,NA,"Least Concern",1,NA,NA,1,0.0725,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
"scyliorhinus_retifer",NA,NA,NA,NA,"Least Concern",NA,1,1,NA,0.34,1,1,0,NA,1,0,0,1,0,NA,0,0,NA,NA,0,NA,NA,NA
"scyllaea_pelagica",NA,NA,NA,NA,"No special status",NA,1,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA
