"usagekey","scientificname","rank","status","matchtype","canonicalname","confidence","kingdom","phylum","order","family","genus","species","kingdomkey","phylumkey","classkey","orderkey","familykey","genuskey","specieskey","synonym","class","acceptedusagekey","note"
2420797,"Alopias vulpinus (Bonnaterre, 1788)","species","ACCEPTED","EXACT","Alopias vulpinus",98,"Animalia","Chordata","Lamniformes","Alopiidae","Alopias","Alopias vulpinus",1,44,121,885,2203,2420796,2420797,FALSE,"Elasmobranchii",NA,NA
2498252,"Alopochen aegyptiaca (Linnaeus, 1766)","species","ACCEPTED","EXACT","Alopochen aegyptiaca",98,"Animalia","Chordata","Anseriformes","Anatidae","Alopochen","Alopochen aegyptiaca",1,44,212,1108,2986,2498251,2498252,FALSE,"Aves",NA,NA
2412708,"Alosa aestivalis (Mitchill, 1814)","species","ACCEPTED","EXACT","Alosa aestivalis",98,"Animalia","Chordata","Clupeiformes","Clupeidae","Alosa","Alosa aestivalis",1,44,204,538,7332,2412615,2412708,FALSE,"Actinopterygii",NA,NA
2412681,"Alosa chrysochloris (Rafinesque, 1820)","species","ACCEPTED","EXACT","Alosa chrysochloris",98,"Animalia","Chordata","Clupeiformes","Clupeidae","Alosa","Alosa chrysochloris",1,44,204,538,7332,2412615,2412681,FALSE,"Actinopterygii",NA,NA
2412740,"Alosa pseudoharengus (Wilson, 1811)","species","ACCEPTED","EXACT","Alosa pseudoharengus",98,"Animalia","Chordata","Clupeiformes","Clupeidae","Alosa","Alosa pseudoharengus",1,44,204,538,7332,2412615,2412740,FALSE,"Actinopterygii",NA,NA
2412661,"Alosa sapidissima (Wilson, 1811)","species","ACCEPTED","EXACT","Alosa sapidissima",98,"Animalia","Chordata","Clupeiformes","Clupeidae","Alosa","Alosa sapidissima",1,44,204,538,7332,2412615,2412661,FALSE,"Actinopterygii",NA,NA
2436655,"Alouatta belzebul (Linnaeus, 1766)","species","ACCEPTED","EXACT","Alouatta belzebul",98,"Animalia","Chordata","Primates","Atelidae","Alouatta","Alouatta belzebul",1,44,359,798,3239607,2436647,2436655,FALSE,"Mammalia",NA,NA
2436652,"Alouatta caraya (Humboldt, 1812)","species","ACCEPTED","EXACT","Alouatta caraya",98,"Animalia","Chordata","Primates","Atelidae","Alouatta","Alouatta caraya",1,44,359,798,3239607,2436647,2436652,FALSE,"Mammalia",NA,NA
7262055,"Alouatta guariba (Humboldt, 1812)","species","ACCEPTED","EXACT","Alouatta guariba",98,"Animalia","Chordata","Primates","Atelidae","Alouatta","Alouatta guariba",1,44,359,798,3239607,2436647,7262055,FALSE,"Mammalia",NA,NA
2436649,"Alouatta palliata (Gray, 1849)","species","ACCEPTED","EXACT","Alouatta palliata",98,"Animalia","Chordata","Primates","Atelidae","Alouatta","Alouatta palliata",1,44,359,798,3239607,2436647,2436649,FALSE,"Mammalia",NA,NA
2436653,"Alouatta pigra Lawrence, 1933","species","ACCEPTED","EXACT","Alouatta pigra",98,"Animalia","Chordata","Primates","Atelidae","Alouatta","Alouatta pigra",1,44,359,798,3239607,2436647,2436653,FALSE,"Mammalia",NA,NA
2436648,"Alouatta seniculus (Linnaeus, 1766)","species","ACCEPTED","EXACT","Alouatta seniculus",98,"Animalia","Chordata","Primates","Atelidae","Alouatta","Alouatta seniculus",1,44,359,798,3239607,2436647,2436648,FALSE,"Mammalia",NA,NA
2226132,"Alpheus heterochaelis Say, 1818","species","ACCEPTED","EXACT","Alpheus heterochaelis",98,"Animalia","Arthropoda","Decapoda","Alpheidae","Alpheus","Alpheus heterochaelis",1,54,229,637,4472,2222298,2226132,FALSE,"Malacostraca",NA,NA
1047650,"Altica subplicata LeConte, 1859","species","ACCEPTED","EXACT","Altica subplicata",98,"Animalia","Arthropoda","Coleoptera","Chrysomelidae","Altica","Altica subplicata",1,54,216,1470,7780,1047649,1047650,FALSE,"Insecta",NA,NA
2426612,"Alytes obstetricans (Laurenti, 1768)","species","ACCEPTED","EXACT","Alytes obstetricans",98,"Animalia","Chordata","Anura","Alytidae","Alytes","Alytes obstetricans",1,44,131,952,6726,2426608,2426612,FALSE,"Amphibia",NA,NA
2493698,"Amandava amandava (Linnaeus, 1758)","species","ACCEPTED","EXACT","Amandava amandava",98,"Animalia","Chordata","Passeriformes","Estrildidae","Amandava","Amandava amandava",1,44,212,729,5709,2493695,2493698,FALSE,"Aves",NA,NA
2476478,"Amazilia saucerrottei (Delattre & Bourcier, 1846)","species","ACCEPTED","EXACT","Amazilia saucerrottei",98,"Animalia","Chordata","Apodiformes","Trochilidae","Amazilia","Amazilia saucerrottei",1,44,212,1448,5289,2476407,2476478,FALSE,"Aves",NA,NA
2476441,"Amazilia tzacatl (De la Llave, 1833)","species","ACCEPTED","EXACT","Amazilia tzacatl",98,"Animalia","Chordata","Apodiformes","Trochilidae","Amazilia","Amazilia tzacatl",1,44,212,1448,5289,2476407,2476441,FALSE,"Aves",NA,NA
2479662,"Amazona aestiva (Linnaeus, 1758)","species","ACCEPTED","EXACT","Amazona aestiva",98,"Animalia","Chordata","Psittaciformes","Psittacidae","Amazona","Amazona aestiva",1,44,212,1445,9340,2479603,2479662,FALSE,"Aves",NA,NA
2479623,"Amazona autumnalis (Linnaeus, 1758)","species","ACCEPTED","EXACT","Amazona autumnalis",98,"Animalia","Chordata","Psittaciformes","Psittacidae","Amazona","Amazona autumnalis",1,44,212,1445,9340,2479603,2479623,FALSE,"Aves",NA,NA
2479606,"Amazona farinosa (Boddaert, 1783)","species","ACCEPTED","EXACT","Amazona farinosa",98,"Animalia","Chordata","Psittaciformes","Psittacidae","Amazona","Amazona farinosa",1,44,212,1445,9340,2479603,2479606,FALSE,"Aves",NA,NA
2479610,"Amazona imperialis Richmond, 1899","species","ACCEPTED","EXACT","Amazona imperialis",98,"Animalia","Chordata","Psittaciformes","Psittacidae","Amazona","Amazona imperialis",1,44,212,1445,9340,2479603,2479610,FALSE,"Aves",NA,NA
2479655,"Amazona leucocephala (Linnaeus, 1758)","species","ACCEPTED","EXACT","Amazona leucocephala",98,"Animalia","Chordata","Psittaciformes","Psittacidae","Amazona","Amazona leucocephala",1,44,212,1445,9340,2479603,2479655,FALSE,"Aves",NA,NA
2479612,"Amazona ochrocephala (Gmelin, 1788)","species","ACCEPTED","EXACT","Amazona ochrocephala",98,"Animalia","Chordata","Psittaciformes","Psittacidae","Amazona","Amazona ochrocephala",1,44,212,1445,9340,2479603,2479612,FALSE,"Aves",NA,NA
2479642,"Amazona vittata (Boddaert, 1783)","species","ACCEPTED","EXACT","Amazona vittata",98,"Animalia","Chordata","Psittaciformes","Psittacidae","Amazona","Amazona vittata",1,44,212,1445,9340,2479603,2479642,FALSE,"Aves",NA,NA
2287972,"Amblema plicata (Say, 1817)","species","ACCEPTED","EXACT","Amblema plicata",97,"Animalia","Mollusca","Unionida","Unionidae","Amblema","Amblema plicata",1,52,137,9301143,3461,2287968,2287972,FALSE,"Bivalvia",NA,NA
2394514,"Ambloplites rupestris (Rafinesque, 1817)","species","ACCEPTED","EXACT","Ambloplites rupestris",98,"Animalia","Chordata","Perciformes","Centrarchidae","Ambloplites","Ambloplites rupestris",1,44,204,587,8513,2394512,2394514,FALSE,"Actinopterygii",NA,NA
2484419,"Amblycercus holosericeus (Deppe, 1830)","species","ACCEPTED","EXACT","Amblycercus holosericeus",98,"Animalia","Chordata","Passeriformes","Icteridae","Amblycercus","Amblycercus holosericeus",1,44,212,729,6176,2484418,2484419,FALSE,"Aves",NA,NA
2184178,"Amblyomma cajennense Fabricius, 1787","species","ACCEPTED","EXACT","Amblyomma cajennense",97,"Animalia","Arthropoda","Ixodida","Ixodidae","Amblyomma","Amblyomma cajennense",1,54,NA,1425,9167,7967293,2184178,FALSE,NA,NA,NA
2183996,"Amblyomma maculatum Koch, 1844","species","ACCEPTED","EXACT","Amblyomma maculatum",97,"Animalia","Arthropoda","Ixodida","Ixodidae","Amblyomma","Amblyomma maculatum",1,54,NA,1425,9167,7967293,2183996,FALSE,NA,NA,NA
5212779,"Amblyopsis rosae (Eigenmann, 1898)","species","ACCEPTED","EXACT","Amblyopsis rosae",98,"Animalia","Chordata","Percopsiformes","Amblyopsidae","Amblyopsis","Amblyopsis rosae",1,44,204,1310,5080,2401736,5212779,FALSE,"Actinopterygii",NA,NA
2494832,"Amblyornis macgregoriae De Vis, 1890","species","ACCEPTED","EXACT","Amblyornis macgregoriae",98,"Animalia","Chordata","Passeriformes","Ptilonorhynchidae","Amblyornis","Amblyornis macgregoriae",1,44,212,729,5276,2494831,2494832,FALSE,"Aves",NA,NA
5218439,"Amblysomus hottentotus (A.Smith, 1829)","species","ACCEPTED","EXACT","Amblysomus hottentotus",98,"Animalia","Chordata","Afrosoricida","Chrysochloridae","Amblysomus","Amblysomus hottentotus",1,44,359,828,5297,9288749,5218439,FALSE,"Mammalia",NA,NA
2432009,"Ambystoma annulatum Cope, 1886","species","ACCEPTED","EXACT","Ambystoma annulatum",98,"Animalia","Chordata","Caudata","Ambystomatidae","Ambystoma","Ambystoma annulatum",1,44,131,953,3101,2431549,2432009,FALSE,"Amphibia",NA,NA
2431960,"Ambystoma californiense Gray, 1853","species","ACCEPTED","EXACT","Ambystoma californiense",98,"Animalia","Chordata","Caudata","Ambystomatidae","Ambystoma","Ambystoma californiense",1,44,131,953,3101,2431549,2431960,FALSE,"Amphibia",NA,NA
2432011,"Ambystoma cingulatum Cope, 1868","species","ACCEPTED","EXACT","Ambystoma cingulatum",98,"Animalia","Chordata","Caudata","Ambystomatidae","Ambystoma","Ambystoma cingulatum",1,44,131,953,3101,2431549,2432011,FALSE,"Amphibia",NA,NA
2431998,"Ambystoma gracile (Baird, 1859)","species","ACCEPTED","EXACT","Ambystoma gracile",98,"Animalia","Chordata","Caudata","Ambystomatidae","Ambystoma","Ambystoma gracile",1,44,131,953,3101,2431549,2431998,FALSE,"Amphibia",NA,NA
2431962,"Ambystoma jeffersonianum (Green, 1827)","species","ACCEPTED","EXACT","Ambystoma jeffersonianum",98,"Animalia","Chordata","Caudata","Ambystomatidae","Ambystoma","Ambystoma jeffersonianum",1,44,131,953,3101,2431549,2431962,FALSE,"Amphibia",NA,NA
2432014,"Ambystoma laterale Hallowell, 1856","species","ACCEPTED","EXACT","Ambystoma laterale",98,"Animalia","Chordata","Caudata","Ambystomatidae","Ambystoma","Ambystoma laterale",1,44,131,953,3101,2431549,2432014,FALSE,"Amphibia",NA,NA
2431951,"Ambystoma maculatum (Shaw, 1802)","species","ACCEPTED","EXACT","Ambystoma maculatum",98,"Animalia","Chordata","Caudata","Ambystomatidae","Ambystoma","Ambystoma maculatum",1,44,131,953,3101,2431549,2431951,FALSE,"Amphibia",NA,NA
2431950,"Ambystoma mexicanum (Shaw & Nodder, 1798)","species","ACCEPTED","EXACT","Ambystoma mexicanum",98,"Animalia","Chordata","Caudata","Ambystomatidae","Ambystoma","Ambystoma mexicanum",1,44,131,953,3101,2431549,2431950,FALSE,"Amphibia",NA,NA
2432006,"Ambystoma opacum (Gravenhorst, 1807)","species","ACCEPTED","EXACT","Ambystoma opacum",98,"Animalia","Chordata","Caudata","Ambystomatidae","Ambystoma","Ambystoma opacum",1,44,131,953,3101,2431549,2432006,FALSE,"Amphibia",NA,NA
2431944,"Ambystoma talpoideum (Holbrook, 1838)","species","ACCEPTED","EXACT","Ambystoma talpoideum",98,"Animalia","Chordata","Caudata","Ambystomatidae","Ambystoma","Ambystoma talpoideum",1,44,131,953,3101,2431549,2431944,FALSE,"Amphibia",NA,NA
2431973,"Ambystoma texanum (Matthes, 1855)","species","ACCEPTED","EXACT","Ambystoma texanum",98,"Animalia","Chordata","Caudata","Ambystomatidae","Ambystoma","Ambystoma texanum",1,44,131,953,3101,2431549,2431973,FALSE,"Amphibia",NA,NA
2431993,"Ambystoma tigrinum (Green, 1825)","species","ACCEPTED","EXACT","Ambystoma tigrinum",97,"Animalia","Chordata","Caudata","Ambystomatidae","Ambystoma","Ambystoma tigrinum",1,44,131,953,3101,2431549,2431993,FALSE,"Amphibia",NA,NA
2340977,"Ameiurus melas (Rafinesque, 1820)","species","ACCEPTED","EXACT","Ameiurus melas",98,"Animalia","Chordata","Siluriformes","Ictaluridae","Ameiurus","Ameiurus melas",1,44,204,708,5153,2340965,2340977,FALSE,"Actinopterygii",NA,NA
2340969,"Ameiurus natalis (Lesueur, 1819)","species","ACCEPTED","EXACT","Ameiurus natalis",98,"Animalia","Chordata","Siluriformes","Ictaluridae","Ameiurus","Ameiurus natalis",1,44,204,708,5153,2340965,2340969,FALSE,"Actinopterygii",NA,NA
2340989,"Ameiurus nebulosus (Lesueur, 1819)","species","ACCEPTED","EXACT","Ameiurus nebulosus",98,"Animalia","Chordata","Siluriformes","Ictaluridae","Ameiurus","Ameiurus nebulosus",1,44,204,708,5153,2340965,2340989,FALSE,"Actinopterygii",NA,NA
2472026,"Ameiva Meyer, 1795","genus","ACCEPTED","HIGHERRANK","Ameiva",94,"Animalia","Chordata","Squamata","Teiidae","Ameiva",NA,1,44,358,715,5019,2472026,NA,FALSE,"Reptilia",NA,NA
2433235,"Ametrida centurio Gray, 1847","species","ACCEPTED","EXACT","Ametrida centurio",98,"Animalia","Chordata","Chiroptera","Phyllostomidae","Ametrida","Ametrida centurio",1,44,359,734,9366,2433234,2433235,FALSE,"Mammalia",NA,NA
5207891,"Amia calva Linnaeus, 1766","species","ACCEPTED","EXACT","Amia calva",98,"Animalia","Chordata","Amiiformes","Amiidae","Amia","Amia calva",1,44,204,494,7164,2352082,5207891,FALSE,"Actinopterygii",NA,NA
2381980,"Ammocrypta clara Jordan & Meek, 1885","species","ACCEPTED","EXACT","Ammocrypta clara",98,"Animalia","Chordata","Perciformes","Percidae","Ammocrypta","Ammocrypta clara",1,44,204,587,4481,2381970,2381980,FALSE,"Actinopterygii",NA,NA
2441128,"Ammodorcas clarkei (Thomas, 1891)","species","ACCEPTED","EXACT","Ammodorcas clarkei",98,"Animalia","Chordata","Artiodactyla","Bovidae","Ammodorcas","Ammodorcas clarkei",1,44,359,731,9614,2441127,2441128,FALSE,"Mammalia",NA,NA
2491119,"Ammodramus henslowii (Audubon, 1829)","species","ACCEPTED","EXACT","Ammodramus henslowii",98,"Animalia","Chordata","Passeriformes","Emberizidae","Ammodramus","Ammodramus henslowii",1,44,212,729,9608,2491079,2491119,FALSE,"Aves",NA,NA
2491088,"Ammodramus nelsoni J.A.Allen, 1875","species","ACCEPTED","EXACT","Ammodramus nelsoni",98,"Animalia","Chordata","Passeriformes","Emberizidae","Ammodramus","Ammodramus nelsoni",1,44,212,729,9608,2491079,2491088,FALSE,"Aves",NA,NA
2491123,"Ammodramus savannarum (J.F.Gmelin, 1789)","species","ACCEPTED","EXACT","Ammodramus savannarum",98,"Animalia","Chordata","Passeriformes","Emberizidae","Ammodramus","Ammodramus savannarum",1,44,212,729,9608,2491079,2491123,FALSE,"Aves",NA,NA
5041254,"Ammophila procera Dahlbom, 1843","species","ACCEPTED","EXACT","Ammophila procera",97,"Animalia","Arthropoda","Hymenoptera","Sphecidae","Ammophila","Ammophila procera",1,54,216,1457,4352,1346141,5041254,FALSE,"Insecta",NA,NA
2437568,"Ammospermophilus harrisii (Audubon & Bachman, 1854)","species","ACCEPTED","EXACT","Ammospermophilus harrisii",98,"Animalia","Chordata","Rodentia","Sciuridae","Ammospermophilus","Ammospermophilus harrisii",1,44,359,1459,9456,2437567,2437568,FALSE,"Mammalia",NA,NA
2437571,"Ammospermophilus interpres (Merriam, 1890)","species","ACCEPTED","EXACT","Ammospermophilus interpres",98,"Animalia","Chordata","Rodentia","Sciuridae","Ammospermophilus","Ammospermophilus interpres",1,44,359,1459,9456,2437567,2437571,FALSE,"Mammalia",NA,NA
2437570,"Ammospermophilus leucurus (Merriam, 1889)","species","ACCEPTED","EXACT","Ammospermophilus leucurus",98,"Animalia","Chordata","Rodentia","Sciuridae","Ammospermophilus","Ammospermophilus leucurus",1,44,359,1459,9456,2437567,2437570,FALSE,"Mammalia",NA,NA
2437569,"Ammospermophilus nelsoni (Merriam, 1893)","species","ACCEPTED","EXACT","Ammospermophilus nelsoni",98,"Animalia","Chordata","Rodentia","Sciuridae","Ammospermophilus","Ammospermophilus nelsoni",1,44,359,1459,9456,2437567,2437569,FALSE,"Mammalia",NA,NA
2441005,"Ammotragus lervia (Pallas, 1777)","species","ACCEPTED","EXACT","Ammotragus lervia",98,"Animalia","Chordata","Artiodactyla","Bovidae","Ammotragus","Ammotragus lervia",1,44,359,731,9614,2441004,2441005,FALSE,"Mammalia",NA,NA
2432771,"Amorphochilus schnablii Peters, 1877","species","ACCEPTED","EXACT","Amorphochilus schnablii",98,"Animalia","Chordata","Chiroptera","Furipteridae","Amorphochilus","Amorphochilus schnablii",1,44,359,734,5717,2432770,2432771,FALSE,"Mammalia",NA,NA
2505933,"Amphilina foliacea (Rudolphi, 1819) Wagener, 1858","species","ACCEPTED","EXACT","Amphilina foliacea",98,"Animalia","Platyhelminthes","Amphilinidea","Amphilinidae","Amphilina","Amphilina foliacea",1,108,144,504,7243,2505930,2505933,FALSE,"Cestoda",NA,NA
5212068,"Amphiprion akindynos Allen, 1972","species","ACCEPTED","EXACT","Amphiprion akindynos",98,"Animalia","Chordata","Perciformes","Pomacentridae","Amphiprion","Amphiprion akindynos",1,44,204,587,4499,2357171,5212068,FALSE,"Actinopterygii",NA,NA
5212081,"Amphiprion clarkii (Bennett, 1830)","species","ACCEPTED","EXACT","Amphiprion clarkii",98,"Animalia","Chordata","Perciformes","Pomacentridae","Amphiprion","Amphiprion clarkii",1,44,204,587,4499,2357171,5212081,FALSE,"Actinopterygii",NA,NA
5212111,"Amphiprion frenatus Brevoort, 1856","species","ACCEPTED","EXACT","Amphiprion frenatus",98,"Animalia","Chordata","Perciformes","Pomacentridae","Amphiprion","Amphiprion frenatus",1,44,204,587,4499,2357171,5212111,FALSE,"Actinopterygii",NA,NA
5212106,"Amphiprion ocellaris Cuvier, 1830","species","ACCEPTED","EXACT","Amphiprion ocellaris",98,"Animalia","Chordata","Perciformes","Pomacentridae","Amphiprion","Amphiprion ocellaris",1,44,204,587,4499,2357171,5212106,FALSE,"Actinopterygii",NA,NA
5212094,"Amphiprion percula (Lacepède, 1802)","species","ACCEPTED","EXACT","Amphiprion percula",98,"Animalia","Chordata","Perciformes","Pomacentridae","Amphiprion","Amphiprion percula",1,44,204,587,4499,2357171,5212094,FALSE,"Actinopterygii",NA,NA
5212059,"Amphiprion perideraion Bleeker, 1855","species","ACCEPTED","EXACT","Amphiprion perideraion",98,"Animalia","Chordata","Perciformes","Pomacentridae","Amphiprion","Amphiprion perideraion",1,44,204,587,4499,2357171,5212059,FALSE,"Actinopterygii",NA,NA
2491757,"Amphispiza bilineata (Cassin, 1850)","species","ACCEPTED","EXACT","Amphispiza bilineata",98,"Animalia","Chordata","Passeriformes","Emberizidae","Amphispiza","Amphispiza bilineata",1,44,212,729,9608,2491750,2491757,FALSE,"Aves",NA,NA
2432081,"Amphiuma tridactylum Cuvier, 1827","species","ACCEPTED","EXACT","Amphiuma tridactylum",98,"Animalia","Chordata","Caudata","Amphiumidae","Amphiuma","Amphiuma tridactylum",1,44,131,953,3102,2432080,2432081,FALSE,"Amphibia",NA,NA
2442561,"Amyda cartilaginea (Boddaert, 1770)","species","ACCEPTED","EXACT","Amyda cartilaginea",98,"Animalia","Chordata","Testudines","Trionychidae","Amyda","Amyda cartilaginea",1,44,358,793,5469,2442558,2442561,FALSE,"Reptilia",NA,NA
5229153,"Anarhynchus frontalis Quoy & Gaimard, 1830","species","ACCEPTED","EXACT","Anarhynchus frontalis",98,"Animalia","Chordata","Charadriiformes","Charadriidae","Anarhynchus","Anarhynchus frontalis",1,44,212,7192402,2480210,2480251,5229153,FALSE,"Aves",NA,NA
5128007,"Anartia jatrophae Linnaeus, 1763","species","ACCEPTED","EXACT","Anartia jatrophae",98,"Animalia","Arthropoda","Lepidoptera","Nymphalidae","Anartia","Anartia jatrophae",1,54,216,797,7017,1893282,5128007,FALSE,"Insecta",NA,NA
2498112,"Anas acuta Linnaeus, 1758","species","ACCEPTED","EXACT","Anas acuta",98,"Animalia","Chordata","Anseriformes","Anatidae","Anas","Anas acuta",1,44,212,1108,2986,2498056,2498112,FALSE,"Aves",NA,NA
2498154,"Anas americana Gmelin, 1789","species","ACCEPTED","EXACT","Anas americana",98,"Animalia","Chordata","Anseriformes","Anatidae","Anas","Anas americana",1,44,212,1108,2986,2498056,2498154,FALSE,"Aves",NA,NA
2498089,"Anas clypeata Linnaeus, 1758","species","ACCEPTED","EXACT","Anas clypeata",98,"Animalia","Chordata","Anseriformes","Anatidae","Anas","Anas clypeata",1,44,212,1108,2986,2498056,2498089,FALSE,"Aves",NA,NA
8214667,"Anas crecca Linnaeus, 1758","species","ACCEPTED","EXACT","Anas crecca",98,"Animalia","Chordata","Anseriformes","Anatidae","Anas","Anas crecca",1,44,212,1108,2986,2498056,8214667,FALSE,"Aves",NA,NA
2498139,"Anas cyanoptera Vieillot, 1816","species","ACCEPTED","EXACT","Anas cyanoptera",98,"Animalia","Chordata","Anseriformes","Anatidae","Anas","Anas cyanoptera",1,44,212,1108,2986,2498056,2498139,FALSE,"Aves",NA,NA
2498073,"Anas discors Linnaeus, 1766","species","ACCEPTED","EXACT","Anas discors",98,"Animalia","Chordata","Anseriformes","Anatidae","Anas","Anas discors",1,44,212,1108,2986,2498056,2498073,FALSE,"Aves",NA,NA
2498096,"Anas falcata Georgi, 1775","species","ACCEPTED","EXACT","Anas falcata",98,"Animalia","Chordata","Anseriformes","Anatidae","Anas","Anas falcata",1,44,212,1108,2986,2498056,2498096,FALSE,"Aves",NA,NA
2498065,"Anas flavirostris Vieillot, 1816","species","ACCEPTED","EXACT","Anas flavirostris",97,"Animalia","Chordata","Anseriformes","Anatidae","Anas","Anas flavirostris",1,44,212,1108,2986,2498056,2498065,FALSE,"Aves",NA,NA
2498107,"Anas formosa Georgi, 1775","species","ACCEPTED","EXACT","Anas formosa",98,"Animalia","Chordata","Anseriformes","Anatidae","Anas","Anas formosa",1,44,212,1108,2986,2498056,2498107,FALSE,"Aves",NA,NA
2498080,"Anas fulvigula Ridgway, 1874","species","ACCEPTED","EXACT","Anas fulvigula",98,"Animalia","Chordata","Anseriformes","Anatidae","Anas","Anas fulvigula",1,44,212,1108,2986,2498056,2498080,FALSE,"Aves",NA,NA
