"usagekey","scientificname","rank","status","matchtype","canonicalname","confidence","kingdom","phylum","order","family","genus","species","kingdomkey","phylumkey","classkey","orderkey","familykey","genuskey","specieskey","synonym","class","note","acceptedusagekey"
2478528,"Picus erythropygius (Elliot, 1865)","species","ACCEPTED","EXACT","Picus erythropygius",98,"Animalia","Chordata","Piciformes","Picidae","Picus","Picus erythropygius",1,44,212,724,9333,2478487,2478528,FALSE,"Aves",NA,NA
2478548,"Picus canus Gmelin, 1788","species","ACCEPTED","EXACT","Picus canus",98,"Animalia","Chordata","Piciformes","Picidae","Picus","Picus canus",1,44,212,724,9333,2478487,2478548,FALSE,"Aves",NA,NA
5228810,"Dinopium rafflesii (Vigors, 1830)","species","ACCEPTED","EXACT","Dinopium rafflesii",98,"Animalia","Chordata","Piciformes","Picidae","Dinopium","Dinopium rafflesii",1,44,212,724,9333,5228802,5228810,FALSE,"Aves",NA,NA
5228813,"Dinopium shorii (Vigors, 1832)","species","ACCEPTED","EXACT","Dinopium shorii",98,"Animalia","Chordata","Piciformes","Picidae","Dinopium","Dinopium shorii",1,44,212,724,9333,5228802,5228813,FALSE,"Aves",NA,NA
5228803,"Dinopium javanense (Ljungh, 1797)","species","ACCEPTED","EXACT","Dinopium javanense",98,"Animalia","Chordata","Piciformes","Picidae","Dinopium","Dinopium javanense",1,44,212,724,9333,5228802,5228803,FALSE,"Aves",NA,NA
5228816,"Dinopium benghalense (Linnaeus, 1758)","species","ACCEPTED","EXACT","Dinopium benghalense",98,"Animalia","Chordata","Piciformes","Picidae","Dinopium","Dinopium benghalense",1,44,212,724,9333,5228802,5228816,FALSE,"Aves",NA,NA
2478040,"Chrysocolaptes lucidus (Scopoli, 1786)","species","ACCEPTED","EXACT","Chrysocolaptes lucidus",98,"Animalia","Chordata","Piciformes","Picidae","Chrysocolaptes","Chrysocolaptes lucidus",1,44,212,724,9333,2478036,2478040,FALSE,"Aves",NA,NA
2478037,"Chrysocolaptes festivus (Boddaert, 1783)","species","ACCEPTED","EXACT","Chrysocolaptes festivus",98,"Animalia","Chordata","Piciformes","Picidae","Chrysocolaptes","Chrysocolaptes festivus",1,44,212,724,9333,2478036,2478037,FALSE,"Aves",NA,NA
2478216,"Gecinulus grantia (Horsfield, 1840)","species","ACCEPTED","EXACT","Gecinulus grantia",98,"Animalia","Chordata","Piciformes","Picidae","Gecinulus","Gecinulus grantia",1,44,212,724,9333,2478215,2478216,FALSE,"Aves",NA,NA
2478220,"Gecinulus viridis Blyth, 1862","species","SYNONYM","EXACT","Gecinulus viridis",98,"Animalia","Chordata","Piciformes","Picidae","Gecinulus","Gecinulus grantia",1,44,212,724,9333,2478215,2478216,TRUE,"Aves",NA,6177583
5789375,"Dendrocopos noguchii","species","ACCEPTED","EXACT","Dendrocopos noguchii",98,"Animalia","Chordata","Piciformes","Picidae","Dendrocopos","Dendrocopos noguchii",1,44,212,724,9333,2477899,5789375,FALSE,"Aves",NA,NA
2478225,"Blythipicus rubiginosus (Swainson, 1837)","species","SYNONYM","EXACT","Blythipicus rubiginosus",98,"Animalia","Chordata","Piciformes","Picidae","Piculus","Piculus rubiginosus",1,44,212,724,9333,7469263,5228886,TRUE,"Aves",NA,5228886
2478226,"Blythipicus pyrrhotis (Hodgson, 1837)","species","ACCEPTED","EXACT","Blythipicus pyrrhotis",98,"Animalia","Chordata","Piciformes","Picidae","Blythipicus","Blythipicus pyrrhotis",1,44,212,724,9333,2478224,2478226,FALSE,"Aves",NA,NA
2478588,"Reinwardtipicus validus (Temminck, 1825)","species","ACCEPTED","EXACT","Reinwardtipicus validus",98,"Animalia","Chordata","Piciformes","Picidae","Reinwardtipicus","Reinwardtipicus validus",1,44,212,724,9333,2478587,2478588,FALSE,"Aves",NA,NA
2478064,"Meiglyptes tristis (Horsfield, 1821)","species","ACCEPTED","EXACT","Meiglyptes tristis",98,"Animalia","Chordata","Piciformes","Picidae","Meiglyptes","Meiglyptes tristis",1,44,212,724,9333,2478056,2478064,FALSE,"Aves",NA,NA
2478063,"Meiglyptes jugularis (Blyth, 1845)","species","ACCEPTED","EXACT","Meiglyptes jugularis",98,"Animalia","Chordata","Piciformes","Picidae","Meiglyptes","Meiglyptes jugularis",1,44,212,724,9333,2478056,2478063,FALSE,"Aves",NA,NA
2478057,"Meiglyptes tukki (Lesson, 1839)","species","ACCEPTED","EXACT","Meiglyptes tukki",98,"Animalia","Chordata","Piciformes","Picidae","Meiglyptes","Meiglyptes tukki",1,44,212,724,9333,2478056,2478057,FALSE,"Aves",NA,NA
2478593,"Hemicircus concretus (Temminck, 1821)","species","ACCEPTED","EXACT","Hemicircus concretus",98,"Animalia","Chordata","Piciformes","Picidae","Hemicircus","Hemicircus concretus",1,44,212,724,9333,2478591,2478593,FALSE,"Aves",NA,NA
2478592,"Hemicircus canente (Lesson, 1832)","species","ACCEPTED","EXACT","Hemicircus canente",98,"Animalia","Chordata","Piciformes","Picidae","Hemicircus","Hemicircus canente",1,44,212,724,9333,2478591,2478592,FALSE,"Aves",NA,NA
2478335,"Mulleripicus fulvus (Quoy & Gaimard, 1830)","species","ACCEPTED","EXACT","Mulleripicus fulvus",98,"Animalia","Chordata","Piciformes","Picidae","Mulleripicus","Mulleripicus fulvus",1,44,212,724,9333,2478327,2478335,FALSE,"Aves",NA,NA
2478332,"Mulleripicus funebris (Valenciennes, 1826)","species","ACCEPTED","EXACT","Mulleripicus funebris",98,"Animalia","Chordata","Piciformes","Picidae","Mulleripicus","Mulleripicus funebris",1,44,212,724,9333,2478327,2478332,FALSE,"Aves",NA,NA
2478328,"Mulleripicus pulverulentus (Temminck, 1826)","species","ACCEPTED","EXACT","Mulleripicus pulverulentus",98,"Animalia","Chordata","Piciformes","Picidae","Mulleripicus","Mulleripicus pulverulentus",1,44,212,724,9333,2478327,2478328,FALSE,"Aves",NA,NA
5229003,"Psilopogon pyrolophus S.Muller, 1836","species","ACCEPTED","EXACT","Psilopogon pyrolophus",98,"Animalia","Chordata","Piciformes","Ramphastidae","Psilopogon","Psilopogon pyrolophus",1,44,212,724,9343,2478743,5229003,FALSE,"Aves",NA,NA
2478685,"Megalaima virens (Boddaert, 1783)","species","ACCEPTED","EXACT","Megalaima virens",98,"Animalia","Chordata","Piciformes","Ramphastidae","Megalaima","Megalaima virens",1,44,212,724,9343,2478657,2478685,FALSE,"Aves",NA,NA
2478726,"Megalaima lagrandieri J.Verreaux, 1868","species","ACCEPTED","EXACT","Megalaima lagrandieri",98,"Animalia","Chordata","Piciformes","Ramphastidae","Megalaima","Megalaima lagrandieri",1,44,212,724,9343,2478657,2478726,FALSE,"Aves",NA,NA
2478692,"Megalaima zeylanica (Gmelin, 1788)","species","ACCEPTED","EXACT","Megalaima zeylanica",98,"Animalia","Chordata","Piciformes","Ramphastidae","Megalaima","Megalaima zeylanica",1,44,212,724,9343,2478657,2478692,FALSE,"Aves",NA,NA
2478658,"Megalaima lineata (Vieillot, 1816)","species","ACCEPTED","EXACT","Megalaima lineata",98,"Animalia","Chordata","Piciformes","Ramphastidae","Megalaima","Megalaima lineata",1,44,212,724,9343,2478657,2478658,FALSE,"Aves",NA,NA
2478729,"Megalaima viridis (Boddaert, 1783)","species","ACCEPTED","EXACT","Megalaima viridis",98,"Animalia","Chordata","Piciformes","Ramphastidae","Megalaima","Megalaima viridis",1,44,212,724,9343,2478657,2478729,FALSE,"Aves",NA,NA
2478671,"Megalaima faiostricta (Temminck, 1832)","species","ACCEPTED","EXACT","Megalaima faiostricta",98,"Animalia","Chordata","Piciformes","Ramphastidae","Megalaima","Megalaima faiostricta",1,44,212,724,9343,2478657,2478671,FALSE,"Aves",NA,NA
2478730,"Megalaima corvina (Temminck, 1831)","species","ACCEPTED","EXACT","Megalaima corvina",98,"Animalia","Chordata","Piciformes","Ramphastidae","Megalaima","Megalaima corvina",1,44,212,724,9343,2478657,2478730,FALSE,"Aves",NA,NA
2478700,"Megalaima chrysopogon (Temminck, 1824)","species","ACCEPTED","EXACT","Megalaima chrysopogon",98,"Animalia","Chordata","Piciformes","Ramphastidae","Megalaima","Megalaima chrysopogon",1,44,212,724,9343,2478657,2478700,FALSE,"Aves",NA,NA
2478674,"Megalaima rafflesii (Lesson, 1839)","species","ACCEPTED","EXACT","Megalaima rafflesii",98,"Animalia","Chordata","Piciformes","Ramphastidae","Megalaima","Megalaima rafflesii",1,44,212,724,9343,2478657,2478674,FALSE,"Aves",NA,NA
2478731,"Megalaima mystacophanos (Temminck, 1824)","species","ACCEPTED","EXACT","Megalaima mystacophanos",98,"Animalia","Chordata","Piciformes","Ramphastidae","Megalaima","Megalaima mystacophanos",1,44,212,724,9343,2478657,2478731,FALSE,"Aves",NA,NA
2478704,"Megalaima javensis (Horsfield, 1821)","species","ACCEPTED","EXACT","Megalaima javensis",98,"Animalia","Chordata","Piciformes","Ramphastidae","Megalaima","Megalaima javensis",1,44,212,724,9343,2478657,2478704,FALSE,"Aves",NA,NA
2478734,"Megalaima flavifrons (Cuvier, 1816)","species","ACCEPTED","EXACT","Megalaima flavifrons",98,"Animalia","Chordata","Piciformes","Ramphastidae","Megalaima","Megalaima flavifrons",1,44,212,724,9343,2478657,2478734,FALSE,"Aves",NA,NA
2478705,"Megalaima franklinii (Blyth, 1842)","species","ACCEPTED","EXACT","Megalaima franklinii",98,"Animalia","Chordata","Piciformes","Ramphastidae","Megalaima","Megalaima franklinii",1,44,212,724,9343,2478657,2478705,FALSE,"Aves",NA,NA
2478675,"Megalaima oorti (S.Muller, 1836)","species","ACCEPTED","EXACT","Megalaima oorti",98,"Animalia","Chordata","Piciformes","Ramphastidae","Megalaima","Megalaima oorti",1,44,212,724,9343,2478657,2478675,FALSE,"Aves",NA,NA
2478711,"Megalaima asiatica (Latham, 1790)","species","ACCEPTED","EXACT","Megalaima asiatica",98,"Animalia","Chordata","Piciformes","Ramphastidae","Megalaima","Megalaima asiatica",1,44,212,724,9343,2478657,2478711,FALSE,"Aves",NA,NA
2478681,"Megalaima monticola (Sharpe, 1889)","species","ACCEPTED","EXACT","Megalaima monticola",98,"Animalia","Chordata","Piciformes","Ramphastidae","Megalaima","Megalaima monticola",1,44,212,724,9343,2478657,2478681,FALSE,"Aves",NA,NA
2478735,"Megalaima incognita Hume, 1874","species","ACCEPTED","EXACT","Megalaima incognita",98,"Animalia","Chordata","Piciformes","Ramphastidae","Megalaima","Megalaima incognita",1,44,212,724,9343,2478657,2478735,FALSE,"Aves",NA,NA
2478715,"Megalaima henricii (Temminck, 1831)","species","ACCEPTED","EXACT","Megalaima henricii",98,"Animalia","Chordata","Piciformes","Ramphastidae","Megalaima","Megalaima henricii",1,44,212,724,9343,2478657,2478715,FALSE,"Aves",NA,NA
2478682,"Megalaima armillaris (Temminck, 1821)","species","ACCEPTED","EXACT","Megalaima armillaris",98,"Animalia","Chordata","Piciformes","Ramphastidae","Megalaima","Megalaima armillaris",1,44,212,724,9343,2478657,2478682,FALSE,"Aves",NA,NA
2478739,"Megalaima pulcherrima Sharpe, 1888","species","ACCEPTED","EXACT","Megalaima pulcherrima",98,"Animalia","Chordata","Piciformes","Ramphastidae","Megalaima","Megalaima pulcherrima",1,44,212,724,9343,2478657,2478739,FALSE,"Aves",NA,NA
2478718,"Megalaima australis (Horsfield, 1821)","species","ACCEPTED","EXACT","Megalaima australis",98,"Animalia","Chordata","Piciformes","Ramphastidae","Megalaima","Megalaima australis",1,44,212,724,9343,2478657,2478718,FALSE,"Aves",NA,NA
2478740,"Megalaima eximia (Sharpe, 1892)","species","ACCEPTED","EXACT","Megalaima eximia",98,"Animalia","Chordata","Piciformes","Ramphastidae","Megalaima","Megalaima eximia",1,44,212,724,9343,2478657,2478740,FALSE,"Aves",NA,NA
2478696,"Megalaima rubricapillus (Gmelin, 1788)","species","ACCEPTED","EXACT","Megalaima rubricapillus",98,"Animalia","Chordata","Piciformes","Ramphastidae","Megalaima","Megalaima rubricapillus",1,44,212,724,9343,2478657,2478696,FALSE,"Aves",NA,NA
2478661,"Megalaima haemacephala (Statius Muller, 1776)","species","ACCEPTED","EXACT","Megalaima haemacephala",98,"Animalia","Chordata","Piciformes","Ramphastidae","Megalaima","Megalaima haemacephala",1,44,212,724,9343,2478657,2478661,FALSE,"Aves",NA,NA
7340155,"Calorhamphus fuliginosus (Temminck, 1830)","species","SYNONYM","EXACT","Calorhamphus fuliginosus",98,"Animalia","Chordata","Piciformes","Ramphastidae","Caloramphus","Caloramphus fuliginosus",1,44,212,724,9343,2478986,2478987,TRUE,"Aves",NA,2478987
2478750,"Gymnobucco calvus (Lafresnaye, 1841)","species","ACCEPTED","EXACT","Gymnobucco calvus",98,"Animalia","Chordata","Piciformes","Ramphastidae","Gymnobucco","Gymnobucco calvus",1,44,212,724,9343,2478745,2478750,FALSE,"Aves",NA,NA
2478746,"Gymnobucco peli Hartlaub, 1857","species","ACCEPTED","EXACT","Gymnobucco peli",98,"Animalia","Chordata","Piciformes","Ramphastidae","Gymnobucco","Gymnobucco peli",1,44,212,724,9343,2478745,2478746,FALSE,"Aves",NA,NA
2478754,"Gymnobucco sladeni Ogilvie-Grant, 1907","species","ACCEPTED","EXACT","Gymnobucco sladeni",98,"Animalia","Chordata","Piciformes","Ramphastidae","Gymnobucco","Gymnobucco sladeni",1,44,212,724,9343,2478745,2478754,FALSE,"Aves",NA,NA
2478747,"Gymnobucco bonapartei Hartlaub, 1854","species","ACCEPTED","EXACT","Gymnobucco bonapartei",98,"Animalia","Chordata","Piciformes","Ramphastidae","Gymnobucco","Gymnobucco bonapartei",1,44,212,724,9343,2478745,2478747,FALSE,"Aves",NA,NA
2478798,"Stactolaema leucotis (Sundevall, 1850)","species","ACCEPTED","EXACT","Stactolaema leucotis",98,"Animalia","Chordata","Piciformes","Ramphastidae","Stactolaema","Stactolaema leucotis",1,44,212,724,9343,2478791,2478798,FALSE,"Aves",NA,NA
2478809,"Stactolaema anchietae (Bocage, 1869)","species","ACCEPTED","EXACT","Stactolaema anchietae",98,"Animalia","Chordata","Piciformes","Ramphastidae","Stactolaema","Stactolaema anchietae",1,44,212,724,9343,2478791,2478809,FALSE,"Aves",NA,NA
2478802,"Stactolaema whytii (Shelley, 1893)","species","ACCEPTED","EXACT","Stactolaema whytii",98,"Animalia","Chordata","Piciformes","Ramphastidae","Stactolaema","Stactolaema whytii",1,44,212,724,9343,2478791,2478802,FALSE,"Aves",NA,NA
2478792,"Stactolaema olivacea (Shelley, 1880)","species","ACCEPTED","EXACT","Stactolaema olivacea",98,"Animalia","Chordata","Piciformes","Ramphastidae","Stactolaema","Stactolaema olivacea",1,44,212,724,9343,2478791,2478792,FALSE,"Aves",NA,NA
2478924,"Pogoniulus scolopaceus (Bonaparte, 1850)","species","ACCEPTED","EXACT","Pogoniulus scolopaceus",98,"Animalia","Chordata","Piciformes","Ramphastidae","Pogoniulus","Pogoniulus scolopaceus",1,44,212,724,9343,2478906,2478924,FALSE,"Aves",NA,NA
2478912,"Pogoniulus coryphaeus (Reichenow, 1892)","species","ACCEPTED","EXACT","Pogoniulus coryphaeus",98,"Animalia","Chordata","Piciformes","Ramphastidae","Pogoniulus","Pogoniulus coryphaeus",1,44,212,724,9343,2478906,2478912,FALSE,"Aves",NA,NA
2478936,"Pogoniulus leucomystax (Sharpe, 1892)","species","ACCEPTED","EXACT","Pogoniulus leucomystax",98,"Animalia","Chordata","Piciformes","Ramphastidae","Pogoniulus","Pogoniulus leucomystax",1,44,212,724,9343,2478906,2478936,FALSE,"Aves",NA,NA
2478923,"Pogoniulus simplex (Fischer & Reichenow, 1884)","species","ACCEPTED","EXACT","Pogoniulus simplex",98,"Animalia","Chordata","Piciformes","Ramphastidae","Pogoniulus","Pogoniulus simplex",1,44,212,724,9343,2478906,2478923,FALSE,"Aves",NA,NA
2478911,"Pogoniulus atroflavus (Sparrman, 1798)","species","ACCEPTED","EXACT","Pogoniulus atroflavus",98,"Animalia","Chordata","Piciformes","Ramphastidae","Pogoniulus","Pogoniulus atroflavus",1,44,212,724,9343,2478906,2478911,FALSE,"Aves",NA,NA
2478932,"Pogoniulus subsulphureus (Fraser, 1843)","species","ACCEPTED","EXACT","Pogoniulus subsulphureus",98,"Animalia","Chordata","Piciformes","Ramphastidae","Pogoniulus","Pogoniulus subsulphureus",1,44,212,724,9343,2478906,2478932,FALSE,"Aves",NA,NA
2478916,"Pogoniulus bilineatus (Sundevall, 1850)","species","ACCEPTED","EXACT","Pogoniulus bilineatus",98,"Animalia","Chordata","Piciformes","Ramphastidae","Pogoniulus","Pogoniulus bilineatus",1,44,212,724,9343,2478906,2478916,FALSE,"Aves",NA,NA
2478907,"Pogoniulus chrysoconus (Temminck, 1832)","species","ACCEPTED","EXACT","Pogoniulus chrysoconus",98,"Animalia","Chordata","Piciformes","Ramphastidae","Pogoniulus","Pogoniulus chrysoconus",1,44,212,724,9343,2478906,2478907,FALSE,"Aves",NA,NA
2478928,"Pogoniulus pusillus (Dumont, 1816)","species","ACCEPTED","EXACT","Pogoniulus pusillus",98,"Animalia","Chordata","Piciformes","Ramphastidae","Pogoniulus","Pogoniulus pusillus",1,44,212,724,9343,2478906,2478928,FALSE,"Aves",NA,NA
2478790,"Buccanodon duchaillui (Cassin, 1855)","species","ACCEPTED","EXACT","Buccanodon duchaillui",98,"Animalia","Chordata","Piciformes","Ramphastidae","Buccanodon","Buccanodon duchaillui",1,44,212,724,9343,2478789,2478790,FALSE,"Aves",NA,NA
2478878,"Tricholaema hirsuta (Swainson, 1821)","species","ACCEPTED","EXACT","Tricholaema hirsuta",98,"Animalia","Chordata","Piciformes","Ramphastidae","Tricholaema","Tricholaema hirsuta",1,44,212,724,9343,2478867,2478878,FALSE,"Aves",NA,NA
2478871,"Tricholaema diademata (Heuglin, 1861)","species","ACCEPTED","EXACT","Tricholaema diademata",98,"Animalia","Chordata","Piciformes","Ramphastidae","Tricholaema","Tricholaema diademata",1,44,212,724,9343,2478867,2478871,FALSE,"Aves",NA,NA
2478888,"Tricholaema frontata (Cabanis, 1880)","species","ACCEPTED","EXACT","Tricholaema frontata",98,"Animalia","Chordata","Piciformes","Ramphastidae","Tricholaema","Tricholaema frontata",1,44,212,724,9343,2478867,2478888,FALSE,"Aves",NA,NA
2478874,"Tricholaema leucomelas (Boddaert, 1783)","species","ACCEPTED","EXACT","Tricholaema leucomelas",98,"Animalia","Chordata","Piciformes","Ramphastidae","Tricholaema","Tricholaema leucomelas",1,44,212,724,9343,2478867,2478874,FALSE,"Aves",NA,NA
2478868,"Tricholaema lacrymosa Cabanis, 1878","species","ACCEPTED","EXACT","Tricholaema lacrymosa",98,"Animalia","Chordata","Piciformes","Ramphastidae","Tricholaema","Tricholaema lacrymosa",1,44,212,724,9343,2478867,2478868,FALSE,"Aves",NA,NA
2478883,"Tricholaema melanocephala (Cretzschmar, 1829)","species","ACCEPTED","EXACT","Tricholaema melanocephala",98,"Animalia","Chordata","Piciformes","Ramphastidae","Tricholaema","Tricholaema melanocephala",1,44,212,724,9343,2478867,2478883,FALSE,"Aves",NA,NA
2478992,"Lybius undatus (Ruppell, 1837)","species","ACCEPTED","EXACT","Lybius undatus",98,"Animalia","Chordata","Piciformes","Ramphastidae","Lybius","Lybius undatus",1,44,212,724,9343,2478991,2478992,FALSE,"Aves",NA,NA
2479002,"Lybius vieilloti (Leach, 1815)","species","ACCEPTED","EXACT","Lybius vieilloti",98,"Animalia","Chordata","Piciformes","Ramphastidae","Lybius","Lybius vieilloti",1,44,212,724,9343,2478991,2479002,FALSE,"Aves",NA,NA
2479018,"Lybius leucocephalus (Filippi, 1853)","species","ACCEPTED","EXACT","Lybius leucocephalus",98,"Animalia","Chordata","Piciformes","Ramphastidae","Lybius","Lybius leucocephalus",1,44,212,724,9343,2478991,2479018,FALSE,"Aves",NA,NA
2479006,"Lybius chaplini S.Clarke, 1920","species","ACCEPTED","EXACT","Lybius chaplini",98,"Animalia","Chordata","Piciformes","Ramphastidae","Lybius","Lybius chaplini",1,44,212,724,9343,2478991,2479006,FALSE,"Aves",NA,NA
2479025,"Lybius rubrifacies (Reichenow, 1892)","species","ACCEPTED","EXACT","Lybius rubrifacies",98,"Animalia","Chordata","Piciformes","Ramphastidae","Lybius","Lybius rubrifacies",1,44,212,724,9343,2478991,2479025,FALSE,"Aves",NA,NA
2478997,"Lybius guifsobalito Hermann, 1783","species","ACCEPTED","EXACT","Lybius guifsobalito",98,"Animalia","Chordata","Piciformes","Ramphastidae","Lybius","Lybius guifsobalito",1,44,212,724,9343,2478991,2478997,FALSE,"Aves",NA,NA
2479007,"Lybius torquatus (Dumont, 1816)","species","ACCEPTED","EXACT","Lybius torquatus",98,"Animalia","Chordata","Piciformes","Ramphastidae","Lybius","Lybius torquatus",1,44,212,724,9343,2478991,2479007,FALSE,"Aves",NA,NA
2479026,"Lybius melanopterus (W.Peters, 1854)","species","ACCEPTED","EXACT","Lybius melanopterus",98,"Animalia","Chordata","Piciformes","Ramphastidae","Lybius","Lybius melanopterus",1,44,212,724,9343,2478991,2479026,FALSE,"Aves",NA,NA
2478998,"Lybius minor (Cuvier, 1816)","species","ACCEPTED","EXACT","Lybius minor",98,"Animalia","Chordata","Piciformes","Ramphastidae","Lybius","Lybius minor",1,44,212,724,9343,2478991,2478998,FALSE,"Aves",NA,NA
2479015,"Lybius bidentatus (Shaw, 1799)","species","ACCEPTED","EXACT","Lybius bidentatus",98,"Animalia","Chordata","Piciformes","Ramphastidae","Lybius","Lybius bidentatus",1,44,212,724,9343,2478991,2479015,FALSE,"Aves",NA,NA
2479027,"Lybius dubius (Gmelin, 1788)","species","ACCEPTED","EXACT","Lybius dubius",98,"Animalia","Chordata","Piciformes","Ramphastidae","Lybius","Lybius dubius",1,44,212,724,9343,2478991,2479027,FALSE,"Aves",NA,NA
2479001,"Lybius rolleti (Filippi, 1853)","species","ACCEPTED","EXACT","Lybius rolleti",98,"Animalia","Chordata","Piciformes","Ramphastidae","Lybius","Lybius rolleti",1,44,212,724,9343,2478991,2479001,FALSE,"Aves",NA,NA
2478850,"Trachyphonus purpuratus J.Verreaux & E.Verreaux, 1851","species","SYNONYM","EXACT","Trachyphonus purpuratus",98,"Animalia","Chordata","Piciformes","Ramphastidae","Trachylaemus","Trachylaemus purpuratus",1,44,212,724,9343,2478845,2478846,TRUE,"Aves",NA,2478846
2478899,"Trachyphonus vaillantii Ranzani, 1821","species","ACCEPTED","EXACT","Trachyphonus vaillantii",98,"Animalia","Chordata","Piciformes","Ramphastidae","Trachyphonus","Trachyphonus vaillantii",1,44,212,724,9343,2478889,2478899,FALSE,"Aves",NA,NA
2478890,"Trachyphonus margaritatus (Cretzschmar, 1828)","species","ACCEPTED","EXACT","Trachyphonus margaritatus",98,"Animalia","Chordata","Piciformes","Ramphastidae","Trachyphonus","Trachyphonus margaritatus",1,44,212,724,9343,2478889,2478890,FALSE,"Aves",NA,NA
2478902,"Trachyphonus erythrocephalus Cabanis, 1878","species","ACCEPTED","EXACT","Trachyphonus erythrocephalus",98,"Animalia","Chordata","Piciformes","Ramphastidae","Trachyphonus","Trachyphonus erythrocephalus",1,44,212,724,9343,2478889,2478902,FALSE,"Aves",NA,NA
2478893,"Trachyphonus darnaudii (Prevost & Des Murs, 1847)","species","ACCEPTED","EXACT","Trachyphonus darnaudii",98,"Animalia","Chordata","Piciformes","Ramphastidae","Trachyphonus","Trachyphonus darnaudii",1,44,212,724,9343,2478889,2478893,FALSE,"Aves",NA,NA
2479050,"Capito aurovirens (Cuvier, 1829)","species","ACCEPTED","EXACT","Capito aurovirens",98,"Animalia","Chordata","Piciformes","Ramphastidae","Capito","Capito aurovirens",1,44,212,724,9343,2479028,2479050,FALSE,"Aves",NA,NA
2479041,"Capito maculicoronatus Lawrence, 1861","species","ACCEPTED","EXACT","Capito maculicoronatus",98,"Animalia","Chordata","Piciformes","Ramphastidae","Capito","Capito maculicoronatus",1,44,212,724,9343,2479028,2479041,FALSE,"Aves",NA,NA
2479030,"Capito squamatus Salvin, 1876","species","ACCEPTED","EXACT","Capito squamatus",98,"Animalia","Chordata","Piciformes","Ramphastidae","Capito","Capito squamatus",1,44,212,724,9343,2479028,2479030,FALSE,"Aves",NA,NA
2479046,"Capito hypoleucus Salvin, 1897","species","ACCEPTED","EXACT","Capito hypoleucus",98,"Animalia","Chordata","Piciformes","Ramphastidae","Capito","Capito hypoleucus",1,44,212,724,9343,2479028,2479046,FALSE,"Aves",NA,NA
2479045,"Capito dayi Cherrie, 1916","species","ACCEPTED","EXACT","Capito dayi",98,"Animalia","Chordata","Piciformes","Ramphastidae","Capito","Capito dayi",1,44,212,724,9343,2479028,2479045,FALSE,"Aves",NA,NA
2479040,"Capito quinticolor Elliot, 1865","species","ACCEPTED","EXACT","Capito quinticolor",98,"Animalia","Chordata","Piciformes","Ramphastidae","Capito","Capito quinticolor",1,44,212,724,9343,2479028,2479040,FALSE,"Aves",NA,NA
2479051,"Capito niger (Statius Muller, 1776)","species","ACCEPTED","EXACT","Capito niger",98,"Animalia","Chordata","Piciformes","Ramphastidae","Capito","Capito niger",1,44,212,724,9343,2479028,2479051,FALSE,"Aves",NA,NA
2479044,"Capito brunneipectus Chapman, 1921","species","ACCEPTED","EXACT","Capito brunneipectus",98,"Animalia","Chordata","Piciformes","Ramphastidae","Capito","Capito brunneipectus",1,44,212,724,9343,2479028,2479044,FALSE,"Aves",NA,NA
2478973,"Eubucco richardsoni (G.R.Gray, 1846)","species","ACCEPTED","EXACT","Eubucco richardsoni",98,"Animalia","Chordata","Piciformes","Ramphastidae","Eubucco","Eubucco richardsoni",1,44,212,724,9343,2478968,2478973,FALSE,"Aves",NA,NA
2478979,"Eubucco bourcierii (Lafresnaye, 1845)","species","ACCEPTED","EXACT","Eubucco bourcierii",98,"Animalia","Chordata","Piciformes","Ramphastidae","Eubucco","Eubucco bourcierii",1,44,212,724,9343,2478968,2478979,FALSE,"Aves",NA,NA
2478978,"Eubucco tucinkae (Seilern, 1913)","species","ACCEPTED","EXACT","Eubucco tucinkae",98,"Animalia","Chordata","Piciformes","Ramphastidae","Eubucco","Eubucco tucinkae",1,44,212,724,9343,2478968,2478978,FALSE,"Aves",NA,NA
2478969,"Eubucco versicolor (Statius Muller, 1776)","species","ACCEPTED","EXACT","Eubucco versicolor",98,"Animalia","Chordata","Piciformes","Ramphastidae","Eubucco","Eubucco versicolor",1,44,212,724,9343,2478968,2478969,FALSE,"Aves",NA,NA
2478866,"Semnornis frantzii (P.L.Sclater, 1864)","species","ACCEPTED","EXACT","Semnornis frantzii",98,"Animalia","Chordata","Piciformes","Ramphastidae","Semnornis","Semnornis frantzii",1,44,212,724,9343,2478862,2478866,FALSE,"Aves",NA,NA
2478863,"Semnornis ramphastinus (Jardine, 1855)","species","ACCEPTED","EXACT","Semnornis ramphastinus",98,"Animalia","Chordata","Piciformes","Ramphastidae","Semnornis","Semnornis ramphastinus",1,44,212,724,9343,2478862,2478863,FALSE,"Aves",NA,NA
5229012,"Aulacorhynchus prasinus (Gould, 1833)","species","ACCEPTED","EXACT","Aulacorhynchus prasinus",98,"Animalia","Chordata","Piciformes","Ramphastidae","Aulacorhynchus","Aulacorhynchus prasinus",1,44,212,724,9343,2478937,5229012,FALSE,"Aves",NA,NA
5229028,"Aulacorhynchus sulcatus (Swainson, 1820)","species","ACCEPTED","EXACT","Aulacorhynchus sulcatus",98,"Animalia","Chordata","Piciformes","Ramphastidae","Aulacorhynchus","Aulacorhynchus sulcatus",1,44,212,724,9343,2478937,5229028,FALSE,"Aves",NA,NA
