"usagekey","scientificname","rank","status","matchtype","canonicalname","confidence","kingdom","phylum","order","family","genus","species","kingdomkey","phylumkey","classkey","orderkey","familykey","genuskey","specieskey","synonym","class","note","acceptedusagekey"
5229006,"Aulacorhynchus derbianus Gould, 1835","species","ACCEPTED","EXACT","Aulacorhynchus derbianus",98,"Animalia","Chordata","Piciformes","Ramphastidae","Aulacorhynchus","Aulacorhynchus derbianus",1,44,212,724,9343,2478937,5229006,FALSE,"Aves",NA,NA
5229025,"Aulacorhynchus haematopygus (Gould, 1835)","species","ACCEPTED","EXACT","Aulacorhynchus haematopygus",98,"Animalia","Chordata","Piciformes","Ramphastidae","Aulacorhynchus","Aulacorhynchus haematopygus",1,44,212,724,9343,2478937,5229025,FALSE,"Aves",NA,NA
5229005,"Aulacorhynchus huallagae Carriker, 1933","species","ACCEPTED","EXACT","Aulacorhynchus huallagae",98,"Animalia","Chordata","Piciformes","Ramphastidae","Aulacorhynchus","Aulacorhynchus huallagae",1,44,212,724,9343,2478937,5229005,FALSE,"Aves",NA,NA
5229033,"Aulacorhynchus coeruleicinctis Orbigny, 1840","species","ACCEPTED","EXACT","Aulacorhynchus coeruleicinctis",98,"Animalia","Chordata","Piciformes","Ramphastidae","Aulacorhynchus","Aulacorhynchus coeruleicinctis",1,44,212,724,9343,2478937,5229033,FALSE,"Aves",NA,NA
2478814,"Pteroglossus inscriptus Swainson, 1822","species","ACCEPTED","EXACT","Pteroglossus inscriptus",98,"Animalia","Chordata","Piciformes","Ramphastidae","Pteroglossus","Pteroglossus inscriptus",1,44,212,724,9343,2478813,2478814,FALSE,"Aves",NA,NA
2478827,"Pteroglossus viridis (Linnaeus, 1766)","species","ACCEPTED","EXACT","Pteroglossus viridis",98,"Animalia","Chordata","Piciformes","Ramphastidae","Pteroglossus","Pteroglossus viridis",1,44,212,724,9343,2478813,2478827,FALSE,"Aves",NA,NA
2478834,"Pteroglossus bitorquatus Vigors, 1826","species","ACCEPTED","EXACT","Pteroglossus bitorquatus",98,"Animalia","Chordata","Piciformes","Ramphastidae","Pteroglossus","Pteroglossus bitorquatus",1,44,212,724,9343,2478813,2478834,FALSE,"Aves",NA,NA
2478817,"Pteroglossus azara (Vieillot, 1819)","species","ACCEPTED","EXACT","Pteroglossus azara",98,"Animalia","Chordata","Piciformes","Ramphastidae","Pteroglossus","Pteroglossus azara",1,44,212,724,9343,2478813,2478817,FALSE,"Aves",NA,NA
2478822,"Pteroglossus castanotis Gould, 1834","species","ACCEPTED","EXACT","Pteroglossus castanotis",98,"Animalia","Chordata","Piciformes","Ramphastidae","Pteroglossus","Pteroglossus castanotis",1,44,212,724,9343,2478813,2478822,FALSE,"Aves",NA,NA
2478828,"Pteroglossus aracari (Linnaeus, 1758)","species","ACCEPTED","EXACT","Pteroglossus aracari",98,"Animalia","Chordata","Piciformes","Ramphastidae","Pteroglossus","Pteroglossus aracari",1,44,212,724,9343,2478813,2478828,FALSE,"Aves",NA,NA
2478838,"Pteroglossus torquatus (Gmelin, 1788)","species","ACCEPTED","EXACT","Pteroglossus torquatus",98,"Animalia","Chordata","Piciformes","Ramphastidae","Pteroglossus","Pteroglossus torquatus",1,44,212,724,9343,2478813,2478838,FALSE,"Aves",NA,NA
2478825,"Pteroglossus frantzii Cabanis, 1861","species","ACCEPTED","EXACT","Pteroglossus frantzii",98,"Animalia","Chordata","Piciformes","Ramphastidae","Pteroglossus","Pteroglossus frantzii",1,44,212,724,9343,2478813,2478825,FALSE,"Aves",NA,NA
2478826,"Pteroglossus pluricinctus Gould, 1836","species","ACCEPTED","EXACT","Pteroglossus pluricinctus",98,"Animalia","Chordata","Piciformes","Ramphastidae","Pteroglossus","Pteroglossus pluricinctus",1,44,212,724,9343,2478813,2478826,FALSE,"Aves",NA,NA
2478833,"Pteroglossus beauharnaesii Wagler, 1832","species","ACCEPTED","EXACT","Pteroglossus beauharnaesii",98,"Animalia","Chordata","Piciformes","Ramphastidae","Pteroglossus","Pteroglossus beauharnaesii",1,44,212,724,9343,2478813,2478833,FALSE,"Aves",NA,NA
5789361,"Pteroglossus bailloni","species","ACCEPTED","EXACT","Pteroglossus bailloni",98,"Animalia","Chordata","Piciformes","Ramphastidae","Pteroglossus","Pteroglossus bailloni",1,44,212,724,9343,2478813,5789361,FALSE,"Aves",NA,NA
2478861,"Andigena laminirostris Gould, 1851","species","ACCEPTED","EXACT","Andigena laminirostris",98,"Animalia","Chordata","Piciformes","Ramphastidae","Andigena","Andigena laminirostris",1,44,212,724,9343,2478852,2478861,FALSE,"Aves",NA,NA
2478858,"Andigena hypoglauca (Gould, 1833)","species","ACCEPTED","EXACT","Andigena hypoglauca",98,"Animalia","Chordata","Piciformes","Ramphastidae","Andigena","Andigena hypoglauca",1,44,212,724,9343,2478852,2478858,FALSE,"Aves",NA,NA
2478853,"Andigena cucullata (Gould, 1846)","species","ACCEPTED","EXACT","Andigena cucullata",98,"Animalia","Chordata","Piciformes","Ramphastidae","Andigena","Andigena cucullata",1,44,212,724,9343,2478852,2478853,FALSE,"Aves",NA,NA
2478854,"Andigena nigrirostris (Waterhouse, 1839)","species","ACCEPTED","EXACT","Andigena nigrirostris",98,"Animalia","Chordata","Piciformes","Ramphastidae","Andigena","Andigena nigrirostris",1,44,212,724,9343,2478852,2478854,FALSE,"Aves",NA,NA
2478758,"Selenidera spectabilis Cassin, 1858","species","ACCEPTED","EXACT","Selenidera spectabilis",98,"Animalia","Chordata","Piciformes","Ramphastidae","Selenidera","Selenidera spectabilis",1,44,212,724,9343,2478755,2478758,FALSE,"Aves",NA,NA
2478761,"Selenidera reinwardtii (Wagler, 1827)","species","ACCEPTED","EXACT","Selenidera reinwardtii",98,"Animalia","Chordata","Piciformes","Ramphastidae","Selenidera","Selenidera reinwardtii",1,44,212,724,9343,2478755,2478761,FALSE,"Aves",NA,NA
2478759,"Selenidera nattereri (Gould, 1836)","species","ACCEPTED","EXACT","Selenidera nattereri",98,"Animalia","Chordata","Piciformes","Ramphastidae","Selenidera","Selenidera nattereri",1,44,212,724,9343,2478755,2478759,FALSE,"Aves",NA,NA
5789359,"Selenidera piperivora (Linnaeus, 1758)","species","ACCEPTED","EXACT","Selenidera piperivora",98,"Animalia","Chordata","Piciformes","Ramphastidae","Selenidera","Selenidera piperivora",1,44,212,724,9343,2478755,5789359,FALSE,"Aves",NA,NA
2478760,"Selenidera maculirostris (Lichtenstein, 1823)","species","ACCEPTED","EXACT","Selenidera maculirostris",98,"Animalia","Chordata","Piciformes","Ramphastidae","Selenidera","Selenidera maculirostris",1,44,212,724,9343,2478755,2478760,FALSE,"Aves",NA,NA
2478756,"Selenidera gouldii (Natterer, 1837)","species","ACCEPTED","EXACT","Selenidera gouldii",98,"Animalia","Chordata","Piciformes","Ramphastidae","Selenidera","Selenidera gouldii",1,44,212,724,9343,2478755,2478756,FALSE,"Aves",NA,NA
2478771,"Ramphastos sulfuratus Lesson, 1830","species","ACCEPTED","EXACT","Ramphastos sulfuratus",98,"Animalia","Chordata","Piciformes","Ramphastidae","Ramphastos","Ramphastos sulfuratus",1,44,212,724,9343,2478764,2478771,FALSE,"Aves",NA,NA
2478769,"Ramphastos brevis Meyer de Schauensee, 1945","species","ACCEPTED","EXACT","Ramphastos brevis",98,"Animalia","Chordata","Piciformes","Ramphastidae","Ramphastos","Ramphastos brevis",1,44,212,724,9343,2478764,2478769,FALSE,"Aves",NA,NA
2478782,"Ramphastos vitellinus Lichtenstein, 1823","species","ACCEPTED","EXACT","Ramphastos vitellinus",98,"Animalia","Chordata","Piciformes","Ramphastidae","Ramphastos","Ramphastos vitellinus",1,44,212,724,9343,2478764,2478782,FALSE,"Aves",NA,NA
2478770,"Ramphastos dicolorus Linnaeus, 1766","species","ACCEPTED","EXACT","Ramphastos dicolorus",98,"Animalia","Chordata","Piciformes","Ramphastidae","Ramphastos","Ramphastos dicolorus",1,44,212,724,9343,2478764,2478770,FALSE,"Aves",NA,NA
2478779,"Ramphastos ambiguus Swainson, 1823","species","ACCEPTED","EXACT","Ramphastos ambiguus",98,"Animalia","Chordata","Piciformes","Ramphastidae","Ramphastos","Ramphastos ambiguus",1,44,212,724,9343,2478764,2478779,FALSE,"Aves",NA,NA
2478774,"Ramphastos tucanus Linnaeus, 1758","species","ACCEPTED","EXACT","Ramphastos tucanus",98,"Animalia","Chordata","Piciformes","Ramphastidae","Ramphastos","Ramphastos tucanus",1,44,212,724,9343,2478764,2478774,FALSE,"Aves",NA,NA
2478765,"Ramphastos toco Statius Muller, 1776","species","ACCEPTED","EXACT","Ramphastos toco",98,"Animalia","Chordata","Piciformes","Ramphastidae","Ramphastos","Ramphastos toco",1,44,212,724,9343,2478764,2478765,FALSE,"Aves",NA,NA
2475087,"Galbalcyrhynchus leucotis Des Murs, 1845","species","ACCEPTED","EXACT","Galbalcyrhynchus leucotis",98,"Animalia","Chordata","Piciformes","Galbulidae","Galbalcyrhynchus","Galbalcyrhynchus leucotis",1,44,212,724,5244,2475085,2475087,FALSE,"Aves",NA,NA
2475086,"Galbalcyrhynchus purusianus Goeldi, 1904","species","ACCEPTED","EXACT","Galbalcyrhynchus purusianus",98,"Animalia","Chordata","Piciformes","Galbulidae","Galbalcyrhynchus","Galbalcyrhynchus purusianus",1,44,212,724,5244,2475085,2475086,FALSE,"Aves",NA,NA
2475051,"Brachygalba salmoni P.L.Sclater & Salvin, 1879","species","ACCEPTED","EXACT","Brachygalba salmoni",98,"Animalia","Chordata","Piciformes","Galbulidae","Brachygalba","Brachygalba salmoni",1,44,212,724,5244,2475039,2475051,FALSE,"Aves",NA,NA
2475049,"Brachygalba goeringi P.L.Sclater & Salvin, 1869","species","ACCEPTED","EXACT","Brachygalba goeringi",98,"Animalia","Chordata","Piciformes","Galbulidae","Brachygalba","Brachygalba goeringi",1,44,212,724,5244,2475039,2475049,FALSE,"Aves",NA,NA
2475040,"Brachygalba lugubris (Swainson, 1838)","species","ACCEPTED","EXACT","Brachygalba lugubris",98,"Animalia","Chordata","Piciformes","Galbulidae","Brachygalba","Brachygalba lugubris",1,44,212,724,5244,2475039,2475040,FALSE,"Aves",NA,NA
2475050,"Brachygalba albogularis (Spix, 1824)","species","ACCEPTED","EXACT","Brachygalba albogularis",98,"Animalia","Chordata","Piciformes","Galbulidae","Brachygalba","Brachygalba albogularis",1,44,212,724,5244,2475039,2475050,FALSE,"Aves",NA,NA
2475038,"Jacamaralcyon tridactyla (Vieillot, 1817)","species","ACCEPTED","EXACT","Jacamaralcyon tridactyla",98,"Animalia","Chordata","Piciformes","Galbulidae","Jacamaralcyon","Jacamaralcyon tridactyla",1,44,212,724,5244,2475037,2475038,FALSE,"Aves",NA,NA
5228253,"Galbula albirostris Latham, 1790","species","ACCEPTED","EXACT","Galbula albirostris",98,"Animalia","Chordata","Piciformes","Galbulidae","Galbula","Galbula albirostris",1,44,212,724,5244,7772409,5228253,FALSE,"Aves",NA,NA
5228248,"Galbula cyanicollis Cassin, 1851","species","ACCEPTED","EXACT","Galbula cyanicollis",98,"Animalia","Chordata","Piciformes","Galbulidae","Galbula","Galbula cyanicollis",1,44,212,724,5244,7772409,5228248,FALSE,"Aves",NA,NA
5228236,"Galbula ruficauda Cuvier, 1816","species","ACCEPTED","EXACT","Galbula ruficauda",98,"Animalia","Chordata","Piciformes","Galbulidae","Galbula","Galbula ruficauda",1,44,212,724,5244,7772409,5228236,FALSE,"Aves",NA,NA
5228252,"Galbula galbula (Linnaeus, 1766)","species","ACCEPTED","EXACT","Galbula galbula",98,"Animalia","Chordata","Piciformes","Galbulidae","Galbula","Galbula galbula",1,44,212,724,5244,7772409,5228252,FALSE,"Aves",NA,NA
5228247,"Galbula pastazae Taczanowski & Berlepsch, 1885","species","ACCEPTED","EXACT","Galbula pastazae",98,"Animalia","Chordata","Piciformes","Galbulidae","Galbula","Galbula pastazae",1,44,212,724,5244,7772409,5228247,FALSE,"Aves",NA,NA
5228249,"Galbula tombacea Spix, 1824","species","ACCEPTED","EXACT","Galbula tombacea",98,"Animalia","Chordata","Piciformes","Galbulidae","Galbula","Galbula tombacea",1,44,212,724,5244,7772409,5228249,FALSE,"Aves",NA,NA
5228246,"Galbula cyanescens Deville, 1849","species","ACCEPTED","EXACT","Galbula cyanescens",98,"Animalia","Chordata","Piciformes","Galbulidae","Galbula","Galbula cyanescens",1,44,212,724,5244,7772409,5228246,FALSE,"Aves",NA,NA
5228261,"Galbula chalcothorax P.L.Sclater, 1855","species","ACCEPTED","EXACT","Galbula chalcothorax",98,"Animalia","Chordata","Piciformes","Galbulidae","Galbula","Galbula chalcothorax",1,44,212,724,5244,7772409,5228261,FALSE,"Aves",NA,NA
5228243,"Galbula leucogastra Vieillot, 1817","species","ACCEPTED","EXACT","Galbula leucogastra",98,"Animalia","Chordata","Piciformes","Galbulidae","Galbula","Galbula leucogastra",1,44,212,724,5244,7772409,5228243,FALSE,"Aves",NA,NA
5228256,"Galbula dea (Linnaeus, 1758)","species","ACCEPTED","EXACT","Galbula dea",98,"Animalia","Chordata","Piciformes","Galbulidae","Galbula","Galbula dea",1,44,212,724,5244,7772409,5228256,FALSE,"Aves",NA,NA
2475080,"Jacamerops aureus (Statius Muller, 1776)","species","ACCEPTED","EXACT","Jacamerops aureus",98,"Animalia","Chordata","Piciformes","Galbulidae","Jacamerops","Jacamerops aureus",1,44,212,724,5244,2475079,2475080,FALSE,"Aves",NA,NA
2475102,"Notharchus macrorhynchos (Gmelin, 1788)","species","ACCEPTED","EXACT","Notharchus macrorhynchos",98,"Animalia","Chordata","Piciformes","Bucconidae","Notharchus","Notharchus macrorhynchos",1,44,212,724,5703,2475095,2475102,FALSE,"Aves",NA,NA
2475096,"Notharchus swainsoni (G.R.Gray, 1846)","species","ACCEPTED","EXACT","Notharchus swainsoni",98,"Animalia","Chordata","Piciformes","Bucconidae","Notharchus","Notharchus swainsoni",1,44,212,724,5703,2475095,2475096,FALSE,"Aves",NA,NA
2475108,"Notharchus pectoralis (G.R.Gray, 1846)","species","ACCEPTED","EXACT","Notharchus pectoralis",98,"Animalia","Chordata","Piciformes","Bucconidae","Notharchus","Notharchus pectoralis",1,44,212,724,5703,2475095,2475108,FALSE,"Aves",NA,NA
2475107,"Notharchus ordii (Cassin, 1851)","species","ACCEPTED","EXACT","Notharchus ordii",98,"Animalia","Chordata","Piciformes","Bucconidae","Notharchus","Notharchus ordii",1,44,212,724,5703,2475095,2475107,FALSE,"Aves",NA,NA
2475098,"Notharchus tectus (Boddaert, 1783)","species","ACCEPTED","EXACT","Notharchus tectus",98,"Animalia","Chordata","Piciformes","Bucconidae","Notharchus","Notharchus tectus",1,44,212,724,5703,2475095,2475098,FALSE,"Aves",NA,NA
5228265,"Bucco macrodactylus (Spix, 1824)","species","SYNONYM","EXACT","Bucco macrodactylus",98,"Animalia","Chordata","Piciformes","Bucconidae","Argicus","Argicus macrodactylus",1,44,212,724,5703,2475092,2475093,TRUE,"Aves",NA,2475093
5228270,"Bucco tamatia Gmelin, 1788","species","SYNONYM","EXACT","Bucco tamatia",98,"Animalia","Chordata","Piciformes","Bucconidae","Nystactes","Nystactes tamatia",1,44,212,724,5703,2475109,5228266,TRUE,"Aves",NA,5228266
5228275,"Bucco noanamae Hellmayr, 1909","species","SYNONYM","EXACT","Bucco noanamae",98,"Animalia","Chordata","Piciformes","Bucconidae","Nystactes","Nystactes noanamae",1,44,212,724,5703,2475109,5228274,TRUE,"Aves",NA,5228274
5228276,"Bucco capensis Linnaeus, 1766","species","ACCEPTED","EXACT","Bucco capensis",98,"Animalia","Chordata","Piciformes","Bucconidae","Bucco","Bucco capensis",1,44,212,724,5703,7237085,5228276,FALSE,"Aves",NA,NA
2475200,"Nystalus radiatus (P.L.Sclater, 1854)","species","ACCEPTED","EXACT","Nystalus radiatus",98,"Animalia","Chordata","Piciformes","Bucconidae","Nystalus","Nystalus radiatus",1,44,212,724,5703,2475191,2475200,FALSE,"Aves",NA,NA
2475192,"Nystalus chacuru (Vieillot, 1816)","species","ACCEPTED","EXACT","Nystalus chacuru",98,"Animalia","Chordata","Piciformes","Bucconidae","Nystalus","Nystalus chacuru",1,44,212,724,5703,2475191,2475192,FALSE,"Aves",NA,NA
2475201,"Nystalus striolatus (Pelzeln, 1856)","species","ACCEPTED","EXACT","Nystalus striolatus",98,"Animalia","Chordata","Piciformes","Bucconidae","Nystalus","Nystalus striolatus",1,44,212,724,5703,2475191,2475201,FALSE,"Aves",NA,NA
2475195,"Nystalus maculatus (Gmelin, 1788)","species","ACCEPTED","EXACT","Nystalus maculatus",98,"Animalia","Chordata","Piciformes","Bucconidae","Nystalus","Nystalus maculatus",1,44,212,724,5703,2475191,2475195,FALSE,"Aves",NA,NA
2475165,"Hypnelus ruficollis (Wagler, 1829)","species","ACCEPTED","EXACT","Hypnelus ruficollis",98,"Animalia","Chordata","Piciformes","Bucconidae","Hypnelus","Hypnelus ruficollis",1,44,212,724,5703,2475164,2475165,FALSE,"Aves",NA,NA
2475157,"Malacoptila fusca (Gmelin, 1788)","species","ACCEPTED","EXACT","Malacoptila fusca",98,"Animalia","Chordata","Piciformes","Bucconidae","Malacoptila","Malacoptila fusca",1,44,212,724,5703,2475141,2475157,FALSE,"Aves",NA,NA
2475163,"Malacoptila semicincta Todd, 1925","species","ACCEPTED","EXACT","Malacoptila semicincta",98,"Animalia","Chordata","Piciformes","Bucconidae","Malacoptila","Malacoptila semicincta",1,44,212,724,5703,2475141,2475163,FALSE,"Aves",NA,NA
2475154,"Malacoptila striata (Spix, 1824)","species","ACCEPTED","EXACT","Malacoptila striata",98,"Animalia","Chordata","Piciformes","Bucconidae","Malacoptila","Malacoptila striata",1,44,212,724,5703,2475141,2475154,FALSE,"Aves",NA,NA
2475143,"Malacoptila fulvogularis P.L.Sclater, 1854","species","ACCEPTED","EXACT","Malacoptila fulvogularis",98,"Animalia","Chordata","Piciformes","Bucconidae","Malacoptila","Malacoptila fulvogularis",1,44,212,724,5703,2475141,2475143,FALSE,"Aves",NA,NA
2475160,"Malacoptila rufa (Spix, 1824)","species","ACCEPTED","EXACT","Malacoptila rufa",98,"Animalia","Chordata","Piciformes","Bucconidae","Malacoptila","Malacoptila rufa",1,44,212,724,5703,2475141,2475160,FALSE,"Aves",NA,NA
2475147,"Malacoptila panamensis Lafresnaye, 1847","species","ACCEPTED","EXACT","Malacoptila panamensis",98,"Animalia","Chordata","Piciformes","Bucconidae","Malacoptila","Malacoptila panamensis",1,44,212,724,5703,2475141,2475147,FALSE,"Aves",NA,NA
2475142,"Malacoptila mystacalis (Lafresnaye, 1850)","species","ACCEPTED","EXACT","Malacoptila mystacalis",98,"Animalia","Chordata","Piciformes","Bucconidae","Malacoptila","Malacoptila mystacalis",1,44,212,724,5703,2475141,2475142,FALSE,"Aves",NA,NA
2475207,"Micromonacha lanceolata (Deville, 1849)","species","ACCEPTED","EXACT","Micromonacha lanceolata",98,"Animalia","Chordata","Piciformes","Bucconidae","Micromonacha","Micromonacha lanceolata",1,44,212,724,5703,2475206,2475207,FALSE,"Aves",NA,NA
2475122,"Nonnula rubecula (Spix, 1824)","species","ACCEPTED","EXACT","Nonnula rubecula",98,"Animalia","Chordata","Piciformes","Bucconidae","Nonnula","Nonnula rubecula",1,44,212,724,5703,2475120,2475122,FALSE,"Aves",NA,NA
2475140,"Nonnula sclateri Hellmayr, 1907","species","ACCEPTED","EXACT","Nonnula sclateri",98,"Animalia","Chordata","Piciformes","Bucconidae","Nonnula","Nonnula sclateri",1,44,212,724,5703,2475120,2475140,FALSE,"Aves",NA,NA
2475135,"Nonnula brunnea P.L.Sclater, 1881","species","ACCEPTED","EXACT","Nonnula brunnea",98,"Animalia","Chordata","Piciformes","Bucconidae","Nonnula","Nonnula brunnea",1,44,212,724,5703,2475120,2475135,FALSE,"Aves",NA,NA
2475136,"Nonnula frontalis (P.L.Sclater, 1854)","species","ACCEPTED","EXACT","Nonnula frontalis",98,"Animalia","Chordata","Piciformes","Bucconidae","Nonnula","Nonnula frontalis",1,44,212,724,5703,2475120,2475136,FALSE,"Aves",NA,NA
2475130,"Nonnula ruficapilla (Tschudi, 1844)","species","ACCEPTED","EXACT","Nonnula ruficapilla",98,"Animalia","Chordata","Piciformes","Bucconidae","Nonnula","Nonnula ruficapilla",1,44,212,724,5703,2475120,2475130,FALSE,"Aves",NA,NA
2475121,"Nonnula amaurocephala Chapman, 1921","species","ACCEPTED","EXACT","Nonnula amaurocephala",98,"Animalia","Chordata","Piciformes","Bucconidae","Nonnula","Nonnula amaurocephala",1,44,212,724,5703,2475120,2475121,FALSE,"Aves",NA,NA
2475205,"Hapaloptila castanea (J.Verreaux, 1866)","species","ACCEPTED","EXACT","Hapaloptila castanea",98,"Animalia","Chordata","Piciformes","Bucconidae","Hapaloptila","Hapaloptila castanea",1,44,212,724,5703,2475204,2475205,FALSE,"Aves",NA,NA
2475190,"Monasa atra (Boddaert, 1783)","species","ACCEPTED","EXACT","Monasa atra",98,"Animalia","Chordata","Piciformes","Bucconidae","Monasa","Monasa atra",1,44,212,724,5703,2475177,2475190,FALSE,"Aves",NA,NA
2475187,"Monasa nigrifrons (Spix, 1824)","species","ACCEPTED","EXACT","Monasa nigrifrons",98,"Animalia","Chordata","Piciformes","Bucconidae","Monasa","Monasa nigrifrons",1,44,212,724,5703,2475177,2475187,FALSE,"Aves",NA,NA
2475179,"Monasa morphoeus (Hahn & Kuster, 1823)","species","ACCEPTED","EXACT","Monasa morphoeus",98,"Animalia","Chordata","Piciformes","Bucconidae","Monasa","Monasa morphoeus",1,44,212,724,5703,2475177,2475179,FALSE,"Aves",NA,NA
2475178,"Monasa flavirostris Strickland, 1850","species","ACCEPTED","EXACT","Monasa flavirostris",98,"Animalia","Chordata","Piciformes","Bucconidae","Monasa","Monasa flavirostris",1,44,212,724,5703,2475177,2475178,FALSE,"Aves",NA,NA
5228262,"Chelidoptera tenebrosa (Pallas, 1782)","species","ACCEPTED","EXACT","Chelidoptera tenebrosa",98,"Animalia","Chordata","Piciformes","Bucconidae","Chelidoptera","Chelidoptera tenebrosa",1,44,212,724,5703,2475088,5228262,FALSE,"Aves",NA,NA
2475995,"Tropicranus albocristatus (Cassin, 1848)","species","ACCEPTED","EXACT","Tropicranus albocristatus",98,"Animalia","Chordata","Bucerotiformes","Bucerotidae","Tropicranus","Tropicranus albocristatus",1,44,212,716,9720,2475994,2475995,FALSE,"Aves",NA,NA
