"accepted_gbif_id","order","family","status","scientific","diet_inv","diet_vend","diet_vect","diet_vfish","diet_vunk","diet_scav","diet_fruit","diet_nect","diet_seed","diet_planto","diet_source","diet_certainty","bodymass_value","bodymass_source","bodymass_speclevel","msw3_id","mswfamilylatin","forstrat_value","forstrat_certainty","forstrat_comment","activity_nocturnal","activity_crepuscular","activity_diurnal","activity_source","activity_certainty","specid","passnonpass","iocorder","blfamilylatin","blfamilyenglish","blfamsequid","taxo","english","diet_5cat","diet_enteredby","forstrat_watbelowsurf","forstrat_wataroundsurf","forstrat_ground","forstrat_understory","forstrat_midhigh","forstrat_canopy","forstrat_aerial","pelagicspecialist","forstrat_source","forstrat_speclevel","forstrat_enteredby","nocturnal","bodymass_comment","record_comment"
5220130,"Artiodactyla","Cervidae","ACCEPTED","Axis calamianensis",0,0,0,0,0,0,10,0,0,90,"Ref_1","ABC",40500,"Ref_117","1",5304,"Cervidae","G","A",NA,1,1,0,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5220129,"Artiodactyla","Cervidae","ACCEPTED","Axis kuhlii",0,0,0,0,0,0,10,0,0,90,"Ref_1","ABC",55000,"Ref_117","1",5303,"Cervidae","G","A",NA,1,1,0,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5220128,"Artiodactyla","Cervidae","ACCEPTED","Axis porcinus",0,0,0,0,0,0,10,0,0,90,"Ref_1","ABC",34418.5,"Ref_117","1",5305,"Cervidae","G","A",NA,1,1,0,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2441209,"Artiodactyla","Suidae","ACCEPTED","Babyrousa babyrussa",0,0,0,0,0,0,40,0,0,60,"Ref_1","ABC",1e+05,"Ref_117","1",5105,"Suidae","G","A",NA,0,0,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4262910,"Artiodactyla","Suidae","ACCEPTED","Babyrousa bolabatuensis",10,0,0,0,10,0,20,0,0,60,"Ref_1","ABC",1e+05,"Ref_2","Ref_3",5108,"Suidae","G","A",NA,0,0,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4262912,"Artiodactyla","Suidae","ACCEPTED","Babyrousa celebensis",10,0,0,0,10,0,20,0,0,60,"Ref_1","ABC",1e+05,"Ref_2","Ref_3",5107,"Suidae","G","A",NA,0,0,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4262911,"Artiodactyla","Suidae","ACCEPTED","Babyrousa togeanensis",10,0,0,0,10,0,20,0,0,60,"Ref_1","ABC",1e+05,"Ref_2","Ref_3",5106,"Suidae","G","A",NA,0,0,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2438865,"Rodentia","Cricetidae","ACCEPTED","Baiomys musculus",10,0,0,0,0,0,0,0,10,80,"Ref_1","ABC",9,"Ref_117","1",1518,"Cricetidae","G","A",NA,0,1,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2438866,"Rodentia","Cricetidae","ACCEPTED","Baiomys taylori",10,0,0,0,0,0,0,0,10,80,"Ref_1","ABC",8,"Ref_117","1",1519,"Cricetidae","G","A",NA,0,1,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2440330,"Cetacea","Balaenidae","ACCEPTED","Balaena mysticetus",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",1e+08,"Ref_117","1",5335,"Balaenidae","M","A",NA,1,1,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2440728,"Cetacea","Balaenopteridae","ACCEPTED","Balaenoptera acutorostrata",70,0,0,30,0,0,0,0,0,0,"Ref_1","ABC",1e+07,"Ref_117","1",5340,"Balaenopteridae","M","A",NA,0,0,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7759914,"Cetacea","Balaenopteridae","ACCEPTED","Balaenoptera bonaerensis",100,0,0,0,0,0,0,0,0,0,"Ref_64","ABC",35089915.83,"Ref_2","Ref_3",5341,"Balaenopteridae","M","A",NA,0,0,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2440709,"Cetacea","Balaenopteridae","ACCEPTED","Balaenoptera borealis",60,0,0,40,0,0,0,0,0,0,"Ref_43","ABC",2e+07,"Ref_117","1",5342,"Balaenopteridae","M","A",NA,0,0,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2440714,"Cetacea","Balaenopteridae","ACCEPTED","Balaenoptera edeni",50,0,0,50,0,0,0,0,0,0,"Ref_53","ABC",2e+07,"Ref_117","1",5343,"Balaenopteridae","M","A",NA,0,0,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2440735,"Cetacea","Balaenopteridae","ACCEPTED","Balaenoptera musculus",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",1.9e+08,"Ref_117","1",5344,"Balaenopteridae","M","A",NA,0,0,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2440718,"Cetacea","Balaenopteridae","ACCEPTED","Balaenoptera physalus",70,0,0,30,0,0,0,0,0,0,"Ref_56","ABC",7e+07,"Ref_117","1",5339,"Balaenopteridae","M","A",NA,0,0,1,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2433134,"Chiroptera","Emballonuridae","ACCEPTED","Balantiopteryx infusca",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",4.38,"Ref_117","1",4199,"Emballonuridae","A","A",NA,1,0,0,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2433133,"Chiroptera","Emballonuridae","ACCEPTED","Balantiopteryx io",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",4.3,"Ref_117","1",4200,"Emballonuridae","A","A",NA,1,0,0,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2433132,"Chiroptera","Emballonuridae","ACCEPTED","Balantiopteryx plicata",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC",6.39,"Ref_117","1",4201,"Emballonuridae","A","A",NA,1,0,0,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2432945,"Chiroptera","Pteropodidae","ACCEPTED","Balionycteris maculata",0,0,0,0,0,0,80,20,0,0,"Ref_3","D2",13.36,"Ref_117","1",3676,"Pteropodidae","Ar","A",NA,1,0,0,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2437727,"Rodentia","Muridae","ACCEPTED","Bandicota bengalensis",20,0,0,0,0,0,0,0,0,80,"Ref_1","ABC",188.5,"Ref_117","1",2267,"Muridae","G","A",NA,1,0,0,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2437729,"Rodentia","Muridae","ACCEPTED","Bandicota indica",20,0,0,0,0,0,0,0,0,80,"Ref_1","ABC",719.96,"Ref_117","1",2268,"Muridae","G","A",NA,1,0,0,"Ref_1","ABC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
