"accepted_species_gbif","accepted_gbif_id","gbif_id","order","family","genus","status","species_raw","elton_diet_inv","elton_diet_vend","elton_diet_vect","elton_diet_vfish","elton_diet_vunk","elton_diet_scav","elton_diet_fruit","elton_diet_nect","elton_diet_seed","elton_diet_planto","elton_forstrat_value","elton_forstrat_certainty","elton_activity_nocturnal","elton_activity_crepuscular","elton_activity_diurnal","elton_passnonpass","elton_common_name","elton_diet_5cat","elton_forstrat_watbelowsurf","elton_forstrat_wataroundsurf","elton_forstrat_ground","elton_forstrat_understory","elton_forstrat_midhigh","elton_forstrat_canopy","elton_forstrat_aerial","elton_pelagicspecialist","elton_nocturnal","bodymass_kg"
"Empidonax difficilis","9568685","9568685","Passeriformes","Tyrannidae","Empidonax","ACCEPTED","empidonax_difficilis",90,0,0,0,0,0,10,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Pacific-slope Flycatcher","Invertebrate",0,0,0,30,70,0,0,0,0,0.0107
"Empidonax occidentalis","2482805","2482805","Passeriformes","Tyrannidae","Empidonax","ACCEPTED","empidonax_occidentalis",90,0,0,0,0,0,10,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Cordilleran Flycatcher","Invertebrate",0,0,30,30,40,0,0,0,0,0.0116
"Empidonax flavescens","2482781","2482781","Passeriformes","Tyrannidae","Empidonax","ACCEPTED","empidonax_flavescens",90,0,0,0,0,0,10,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Yellowish Flycatcher","Invertebrate",0,0,0,10,90,0,0,0,0,0.0125
"Empidonax fulvifrons","2482768","2482768","Passeriformes","Tyrannidae","Empidonax","ACCEPTED","empidonax_fulvifrons",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Buff-breasted Flycatcher","Invertebrate",0,0,0,30,60,10,0,0,0,0.0079
"Empidonax atriceps","2482804","2482804","Passeriformes","Tyrannidae","Empidonax","ACCEPTED","empidonax_atriceps",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Black-capped Flycatcher","Invertebrate",0,0,0,50,0,50,0,0,0,0.009
"Sayornis phoebe","2483606","2483606","Passeriformes","Tyrannidae","Sayornis","ACCEPTED","sayornis_phoebe",90,0,0,0,0,0,10,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Eastern Phoebe","Invertebrate",0,0,0,50,50,0,0,0,0,0.0197
"Sayornis saya","2483607","2483607","Passeriformes","Tyrannidae","Sayornis","ACCEPTED","sayornis_saya",90,0,0,0,0,0,10,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Say's Phoebe","Invertebrate",0,0,50,50,0,0,0,0,0,0.0209
"Sayornis nigricans","2483612","2483612","Passeriformes","Tyrannidae","Sayornis","ACCEPTED","sayornis_nigricans",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Black Phoebe","Invertebrate",0,0,0,80,20,0,0,0,0,0.01863
"Pyrocephalus rubinus","2483647","2483647","Passeriformes","Tyrannidae","Pyrocephalus","ACCEPTED","pyrocephalus_rubinus",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Vermilion Flycatcher","Invertebrate",0,0,0,50,50,0,0,0,0,0.0144
"Ochthoeca frontalis","2483194","2483194","Passeriformes","Tyrannidae","Ochthoeca","ACCEPTED","ochthoeca_frontalis",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Crowned Chat-tyrant","Invertebrate",0,0,50,50,0,0,0,0,0,0.00999
"Ochthoeca jelskii","2483188","2483188","Passeriformes","Tyrannidae","Ochthoeca","ACCEPTED","ochthoeca_jelskii",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Jelski's Chat-tyrant","Invertebrate",0,0,0,80,20,0,0,0,0,0.0116
"Ochthoeca diadema","2483172","2483172","Passeriformes","Tyrannidae","Ochthoeca","ACCEPTED","ochthoeca_diadema",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Yellow-bellied Chat-tyrant","Invertebrate",0,0,50,50,0,0,0,0,0,0.0115
"Ochthoeca pulchella","2483190","2483190","Passeriformes","Tyrannidae","Ochthoeca","ACCEPTED","ochthoeca_pulchella",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Golden-browed Chat-tyrant","Invertebrate",0,0,0,80,20,0,0,0,0,0.012
"Ochthoeca cinnamomeiventris","2483152","2483152","Passeriformes","Tyrannidae","Ochthoeca","ACCEPTED","ochthoeca_cinnamomeiventris",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Slaty-backed Chat-tyrant","Invertebrate",0,0,0,80,20,0,0,0,0,0.012
"Ochthoeca rufipectoralis","2483157","2483157","Passeriformes","Tyrannidae","Ochthoeca","ACCEPTED","ochthoeca_rufipectoralis",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Rufous-breasted Chat-tyrant","Invertebrate",0,0,0,0,100,0,0,0,0,0.00998
"Ochthoeca fumicolor","9597316","9597316","Passeriformes","Tyrannidae","Ochthoeca","ACCEPTED","ochthoeca_fumicolor",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Brown-backed Chat-tyrant","Invertebrate",0,0,50,50,0,0,0,0,0,0.0166
"Ochthoeca oenanthoides","2483149","2483149","Passeriformes","Tyrannidae","Ochthoeca","ACCEPTED","ochthoeca_oenanthoides",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","D'Orbigny's Chat-tyrant","Invertebrate",0,0,100,0,0,0,0,0,0,0.0177
"Ochthoeca leucophrys","2483165","2483165","Passeriformes","Tyrannidae","Ochthoeca","ACCEPTED","ochthoeca_leucophrys",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","White-browed Chat-tyrant","Invertebrate",0,0,50,50,0,0,0,0,0,0.0131
"Ochthoeca piurae","2483181","2483181","Passeriformes","Tyrannidae","Ochthoeca","ACCEPTED","ochthoeca_piurae",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Piura Chat-tyrant","Invertebrate",0,0,30,40,30,0,0,0,0,0.01256
"Tumbezia salvini","2483285","2483285","Passeriformes","Tyrannidae","Tumbezia","ACCEPTED","tumbezia_salvini",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Tumbes Tyrant","Invertebrate",0,0,0,100,0,0,0,0,0,0.0122
"Colorhamphus parvirostris","2483790","2483790","Passeriformes","Tyrannidae","Colorhamphus","ACCEPTED","colorhamphus_parvirostris",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Patagonian Tyrant","Invertebrate",0,0,0,0,50,50,0,0,0,0.0106
"Ochthornis littoralis","2483664","2483664","Passeriformes","Tyrannidae","Ochthornis","ACCEPTED","ochthornis_littoralis",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Drab Water Tyrant","Invertebrate",0,0,50,50,0,0,0,0,0,0.0134
"Cnemarchus erythropygius","2483780","2483780","Passeriformes","Tyrannidae","Cnemarchus","ACCEPTED","cnemarchus_erythropygius",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Red-rumped Bush-tyrant","Invertebrate",0,0,100,0,0,0,0,0,0,0.041
"Myiotheretes striaticollis","2483326","2483326","Passeriformes","Tyrannidae","Myiotheretes","ACCEPTED","myiotheretes_striaticollis",50,0,0,0,50,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Streak-throated Bush-tyrant","Omnivore",0,0,100,0,0,0,0,0,0,0.0612
"Myiotheretes pernix","2483334","2483334","Passeriformes","Tyrannidae","Myiotheretes","ACCEPTED","myiotheretes_pernix",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Santa Marta Bush-tyrant","Invertebrate",0,0,0,0,50,50,0,0,0,0.0481
"Myiotheretes fumigatus","2483329","2483329","Passeriformes","Tyrannidae","Myiotheretes","ACCEPTED","myiotheretes_fumigatus",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Smoky Bush-tyrant","Invertebrate",0,0,0,10,20,20,50,0,0,0.0334
"Myiotheretes fuscorufus","2483335","2483335","Passeriformes","Tyrannidae","Myiotheretes","ACCEPTED","myiotheretes_fuscorufus",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Rufous-bellied Bush-tyrant","Invertebrate",0,0,0,20,20,60,0,0,0,0.0317
"Xolmis pyrope","2482738","2482738","Passeriformes","Tyrannidae","Xolmis","ACCEPTED","xolmis_pyrope",80,0,0,0,0,0,20,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Fire-eyed Diucon","Invertebrate",0,0,100,0,0,0,0,0,0,0.0353
"Xolmis cinereus","2482741","2482741","Passeriformes","Tyrannidae","Xolmis","ACCEPTED","xolmis_cinereus",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Grey Monjita","Invertebrate",0,0,100,0,0,0,0,0,0,0.0571
"Xolmis coronatus","2482745","2482745","Passeriformes","Tyrannidae","Xolmis","ACCEPTED","xolmis_coronatus",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Black-crowned Monjita","Invertebrate",0,0,100,0,0,0,0,0,0,0.0468
"Xolmis velatus","2482736","2482736","Passeriformes","Tyrannidae","Xolmis","ACCEPTED","xolmis_velatus",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","White-rumped Monjita","Invertebrate",0,0,100,0,0,0,0,0,0,0.04908
"Xolmis irupero","2482747","2482747","Passeriformes","Tyrannidae","Xolmis","ACCEPTED","xolmis_irupero",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","White Monjita","Invertebrate",0,0,100,0,0,0,0,0,0,0.0287
"Xolmis dominicanus","5789125","5789125","Passeriformes","Tyrannidae","Xolmis","ACCEPTED","xolmis_dominicanus",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Black-and-white Monjita","Invertebrate",0,0,100,0,0,0,0,0,0,0.0428
"Xolmis rubetra","2482732","2482732","Passeriformes","Tyrannidae","Xolmis","ACCEPTED","xolmis_rubetra",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Rusty-backed Monjita","Invertebrate",0,0,100,0,0,0,0,0,0,0.0363
"Xolmis rubetra","2482732","2482734","Passeriformes","Tyrannidae","Xolmis","SYNONYM","xolmis_salinarum",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Salinas Monjita","Invertebrate",0,0,100,0,0,0,0,0,0,0.04908
"Neoxolmis rufiventris","2483147","2483147","Passeriformes","Tyrannidae","Neoxolmis","ACCEPTED","neoxolmis_rufiventris",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Chocolate-vented Tyrant","Invertebrate",0,0,100,0,0,0,0,0,0,0.077
"Agriornis montanus","2483480","2483480","Passeriformes","Tyrannidae","Agriornis","ACCEPTED","agriornis_montanus",30,30,20,0,0,0,0,0,20,0,NA,NA,NA,NA,NA,"Passeriformes","Black-billed Shrike-tyrant","Omnivore",0,0,100,0,0,0,0,0,0,0.0633
"Agriornis albicauda","7341519","7341519","Passeriformes","Tyrannidae","Agriornis","ACCEPTED","agriornis_albicauda",40,30,30,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","White-tailed Shrike-tyrant","VertFishScav",0,0,100,0,0,0,0,0,0,0.053
"Agriornis lividus","2483470","2483470","Passeriformes","Tyrannidae","Agriornis","ACCEPTED","agriornis_lividus",40,30,30,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Great Shrike-tyrant","VertFishScav",0,0,100,0,0,0,0,0,0,0.0991
"Agriornis micropterus","2483476","2483476","Passeriformes","Tyrannidae","Agriornis","ACCEPTED","agriornis_micropterus",40,30,30,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Grey-bellied Shrike-tyrant","VertFishScav",0,0,100,0,0,0,0,0,0,0.06779
"Agriornis murinus","2483474","2483474","Passeriformes","Tyrannidae","Agriornis","ACCEPTED","agriornis_murinus",40,30,30,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Lesser Shrike-tyrant","VertFishScav",0,0,100,0,0,0,0,0,0,0.0299
"Polioxolmis rufipennis","2482641","2482641","Passeriformes","Tyrannidae","Polioxolmis","ACCEPTED","polioxolmis_rufipennis",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Rufous-webbed Bush-tyrant","Invertebrate",0,0,100,0,0,0,0,0,0,0.0345
"Muscisaxicola maculirostris","2483709","2483709","Passeriformes","Tyrannidae","Muscisaxicola","ACCEPTED","muscisaxicola_maculirostris",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Spot-billed Ground-tyrant","Invertebrate",0,0,100,0,0,0,0,0,0,0.0142
"Muscisaxicola fluviatilis","2483707","2483707","Passeriformes","Tyrannidae","Muscisaxicola","ACCEPTED","muscisaxicola_fluviatilis",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Little Ground-tyrant","Invertebrate",0,0,100,0,0,0,0,0,0,0.0147
"Muscisaxicola maclovianus","2483725","2483725","Passeriformes","Tyrannidae","Muscisaxicola","ACCEPTED","muscisaxicola_maclovianus",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Dark-faced Ground-tyrant","Invertebrate",0,0,100,0,0,0,0,0,0,0.02379
"Muscisaxicola capistratus","2483717","2483717","Passeriformes","Tyrannidae","Muscisaxicola","ACCEPTED","muscisaxicola_capistratus",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Cinnamon-bellied Ground-tyrant","Invertebrate",0,0,100,0,0,0,0,0,0,0.0266
"Muscisaxicola rufivertex","2483721","2483721","Passeriformes","Tyrannidae","Muscisaxicola","ACCEPTED","muscisaxicola_rufivertex",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Rufous-naped Ground-tyrant","Invertebrate",0,0,100,0,0,0,0,0,0,0.02
"Muscisaxicola juninensis","2483720","2483720","Passeriformes","Tyrannidae","Muscisaxicola","ACCEPTED","muscisaxicola_juninensis",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Puna Ground-tyrant","Invertebrate",0,0,100,0,0,0,0,0,0,0.0222
"Muscisaxicola albilora","2483719","2483719","Passeriformes","Tyrannidae","Muscisaxicola","ACCEPTED","muscisaxicola_albilora",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","White-browed Ground-tyrant","Invertebrate",0,0,100,0,0,0,0,0,0,0.0226
"Muscisaxicola alpinus","2483701","2483701","Passeriformes","Tyrannidae","Muscisaxicola","ACCEPTED","muscisaxicola_alpinus",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Plain-capped Ground-tyrant","Invertebrate",0,0,100,0,0,0,0,0,0,0.0261
"Muscisaxicola cinereus","2483713","2483713","Passeriformes","Tyrannidae","Muscisaxicola","ACCEPTED","muscisaxicola_cinereus",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Cinereous Ground-tyrant","Invertebrate",0,0,100,0,0,0,0,0,0,0.01859
"Muscisaxicola albifrons","2483706","2483706","Passeriformes","Tyrannidae","Muscisaxicola","ACCEPTED","muscisaxicola_albifrons",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","White-fronted Ground-tyrant","Invertebrate",0,0,100,0,0,0,0,0,0,0.034
"Muscisaxicola flavinucha","2483697","2483697","Passeriformes","Tyrannidae","Muscisaxicola","ACCEPTED","muscisaxicola_flavinucha",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Ochre-naped Ground-tyrant","Invertebrate",0,0,100,0,0,0,0,0,0,0.03623
"Muscisaxicola frontalis","2483708","2483708","Passeriformes","Tyrannidae","Muscisaxicola","ACCEPTED","muscisaxicola_frontalis",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Black-fronted Ground-tyrant","Invertebrate",0,0,100,0,0,0,0,0,0,0.02887
"Muscigralla brevicauda","2483784","2483784","Passeriformes","Tyrannidae","Muscigralla","ACCEPTED","muscigralla_brevicauda",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Short-tailed Field-tyrant","Invertebrate",0,0,100,0,0,0,0,0,0,0.0126
"Lessonia oreas","5229771","5229771","Passeriformes","Tyrannidae","Lessonia","ACCEPTED","lessonia_oreas",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Andean Negrito","Invertebrate",0,0,70,30,0,0,0,0,0,0.0138
"Lessonia rufa","5229770","5229770","Passeriformes","Tyrannidae","Lessonia","ACCEPTED","lessonia_rufa",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Patagonian Negrito","Invertebrate",0,0,100,0,0,0,0,0,0,0.0134
"Knipolegus striaticeps","2483034","2483034","Passeriformes","Tyrannidae","Knipolegus","ACCEPTED","knipolegus_striaticeps",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Cinereous Tyrant","Invertebrate",0,0,50,50,0,0,0,0,0,0.011
"Knipolegus hudsoni","2483042","2483042","Passeriformes","Tyrannidae","Knipolegus","ACCEPTED","knipolegus_hudsoni",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Hudson's Black-tyrant","Invertebrate",0,0,50,50,0,0,0,0,0,0.0138
"Knipolegus poecilocercus","2483027","2483027","Passeriformes","Tyrannidae","Knipolegus","ACCEPTED","knipolegus_poecilocercus",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Amazonian Black-tyrant","Invertebrate",0,0,100,0,0,0,0,0,0,0.0143
"Knipolegus signatus","2483035","2483035","Passeriformes","Tyrannidae","Knipolegus","ACCEPTED","knipolegus_signatus",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Andean Tyrant","Invertebrate",0,0,100,0,0,0,0,0,0,0.0178
"Knipolegus cyanirostris","2483052","2483052","Passeriformes","Tyrannidae","Knipolegus","ACCEPTED","knipolegus_cyanirostris",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Blue-billed Black-tyrant","Invertebrate",0,0,0,100,0,0,0,0,0,0.0154
"Knipolegus poecilurus","2483043","2483043","Passeriformes","Tyrannidae","Knipolegus","ACCEPTED","knipolegus_poecilurus",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Rufous-tailed Tyrant","Invertebrate",0,0,100,0,0,0,0,0,0,0.0146
"Knipolegus orenocensis","2483038","2483038","Passeriformes","Tyrannidae","Knipolegus","ACCEPTED","knipolegus_orenocensis",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Riverside Tyrant","Invertebrate",0,0,80,20,0,0,0,0,0,0.019
"Knipolegus aterrimus","9403898","9403898","Passeriformes","Tyrannidae","Knipolegus","ACCEPTED","knipolegus_aterrimus",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","White-winged Black-tyrant","Invertebrate",0,0,33,33,33,0,0,0,0,0.0202
"Knipolegus nigerrimus","2483049","2483049","Passeriformes","Tyrannidae","Knipolegus","ACCEPTED","knipolegus_nigerrimus",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Velvety Black-tyrant","Invertebrate",0,0,50,50,0,0,0,0,0,0.0203
"Knipolegus lophotes","2483028","2483028","Passeriformes","Tyrannidae","Knipolegus","ACCEPTED","knipolegus_lophotes",90,0,0,0,0,0,10,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Crested Black-tyrant","Invertebrate",0,0,50,50,0,0,0,0,0,0.0318
"Hymenops perspicillatus","2483857","2483857","Passeriformes","Tyrannidae","Hymenops","ACCEPTED","hymenops_perspicillatus",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Spectacled Tyrant","Invertebrate",0,0,100,0,0,0,0,0,0,0.0229
"Fluvicola pica","5229564","5229564","Passeriformes","Tyrannidae","Fluvicola","ACCEPTED","fluvicola_pica",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Pied Water-tyrant","Invertebrate",0,0,100,0,0,0,0,0,0,0.0123
"Fluvicola pica","5229564","5229567","Passeriformes","Tyrannidae","Fluvicola","SYNONYM","fluvicola_albiventer",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Black-backed Water-tyrant","Invertebrate",0,0,60,40,0,0,0,0,0,0.0116
"Fluvicola nengeta","5229568","5229568","Passeriformes","Tyrannidae","Fluvicola","ACCEPTED","fluvicola_nengeta",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Masked Water-tyrant","Invertebrate",0,0,60,40,0,0,0,0,0,0.021
"Arundinicola leucocephala","2482671","2482671","Passeriformes","Tyrannidae","Arundinicola","ACCEPTED","arundinicola_leucocephala",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","White-headed Marsh-tyrant","Invertebrate",0,0,50,50,0,0,0,0,0,0.0138
"Alectrurus tricolor","2483238","2483238","Passeriformes","Tyrannidae","Alectrurus","ACCEPTED","alectrurus_tricolor",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Cock-tailed Tyrant","Invertebrate",0,0,0,80,20,0,0,0,0,0.016
"Alectrurus risora","2483239","2483239","Passeriformes","Tyrannidae","Alectrurus","ACCEPTED","alectrurus_risora",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Strange-tailed Tyrant","Invertebrate",0,0,0,80,20,0,0,0,0,0.025
"Gubernetes yetapa","2483853","2483853","Passeriformes","Tyrannidae","Gubernetes","ACCEPTED","gubernetes_yetapa",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Streamer-tailed Tyrant","Invertebrate",0,0,80,20,0,0,0,0,0,0.0684
"Satrapa icterophrys","2482673","2482673","Passeriformes","Tyrannidae","Satrapa","ACCEPTED","satrapa_icterophrys",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Yellow-browed Tyrant","Invertebrate",0,0,0,60,40,0,0,0,0,0.0215
"Colonia colonus","5229809","5229809","Passeriformes","Tyrannidae","Colonia","ACCEPTED","colonia_colonus",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Long-tailed Tyrant","Invertebrate",0,0,0,30,70,0,0,0,0,0.0183
"Machetornis rixosa","2482934","2482934","Passeriformes","Tyrannidae","Machetornis","ACCEPTED","machetornis_rixosa",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Cattle Tyrant","Invertebrate",0,0,100,0,0,0,0,0,0,0.0296
"Muscipipra vetula","2483662","2483662","Passeriformes","Tyrannidae","Muscipipra","ACCEPTED","muscipipra_vetula",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Shear-tailed Grey-tyrant","Invertebrate",0,0,100,0,0,0,0,0,0,0.027
"Attila phoenicurus","2483623","2483623","Passeriformes","Tyrannidae","Attila","ACCEPTED","attila_phoenicurus",70,0,10,0,0,0,20,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Rufous-tailed Attila","Invertebrate",0,0,0,33,33,33,0,0,0,0.0323
"Attila cinnamomeus","2483645","2483645","Passeriformes","Tyrannidae","Attila","ACCEPTED","attila_cinnamomeus",40,0,30,0,0,0,30,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Cinnamon Attila","Omnivore",0,0,0,20,60,20,0,0,0,0.0388
"Attila torridus","2483628","2483628","Passeriformes","Tyrannidae","Attila","ACCEPTED","attila_torridus",50,0,0,0,0,0,50,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Ochraceous Attila","Omnivore",0,0,0,0,60,40,0,0,0,0.046
"Attila citriniventris","2483641","2483641","Passeriformes","Tyrannidae","Attila","ACCEPTED","attila_citriniventris",80,0,0,0,0,0,20,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Citron-bellied Attila","Invertebrate",0,0,0,0,60,40,0,0,0,0.0337
"Attila bolivianus","2483624","2483624","Passeriformes","Tyrannidae","Attila","ACCEPTED","attila_bolivianus",80,0,0,0,0,0,20,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Dull-capped Attila","Invertebrate",0,0,0,50,50,0,0,0,0,0.0395
"Attila rufus","2483642","2483642","Passeriformes","Tyrannidae","Attila","ACCEPTED","attila_rufus",60,0,20,0,0,0,20,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Grey-hooded Attila","Invertebrate",0,0,25,25,25,25,0,0,0,0.0426
"Attila spadiceus","2483629","2483629","Passeriformes","Tyrannidae","Attila","ACCEPTED","attila_spadiceus",50,0,30,0,0,0,10,0,10,0,NA,NA,NA,NA,NA,"Passeriformes","Bright-rumped Attila","Omnivore",0,0,10,10,40,40,0,0,0,0.0391
"Casiornis rufus","2483980","2483980","Passeriformes","Tyrannidae","Casiornis","ACCEPTED","casiornis_rufus",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Rufous Casiornis","Invertebrate",0,0,0,40,30,30,0,0,0,0.0248
"Casiornis fuscus","2483982","2483982","Passeriformes","Tyrannidae","Casiornis","ACCEPTED","casiornis_fuscus",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Ash-throated Casiornis","Invertebrate",0,0,0,40,30,30,0,0,0,0.0195
"Rhytipterna holerythra","2483673","2483673","Passeriformes","Tyrannidae","Rhytipterna","ACCEPTED","rhytipterna_holerythra",80,0,0,0,0,0,20,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Rufous Mourner","Invertebrate",0,0,0,50,50,0,0,0,0,0.0368
"Rhytipterna simplex","2483676","2483676","Passeriformes","Tyrannidae","Rhytipterna","ACCEPTED","rhytipterna_simplex",80,0,0,0,0,0,20,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Greyish Mourner","Invertebrate",0,0,0,50,50,0,0,0,0,0.0318
"Rhytipterna immunda","2483672","2483672","Passeriformes","Tyrannidae","Rhytipterna","ACCEPTED","rhytipterna_immunda",80,0,0,0,0,0,20,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Pale-bellied Mourner","Invertebrate",0,0,0,50,50,0,0,0,0,0.0274
"Laniocera rufescens","2486353","2486353","Passeriformes","Cotingidae","Laniocera","ACCEPTED","laniocera_rufescens",30,0,0,0,0,0,70,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Speckled Mourner","FruiNect",0,0,0,20,80,0,0,0,0,0.0481
"Laniocera hypopyrra","2486357","2486357","Passeriformes","Cotingidae","Laniocera","ACCEPTED","laniocera_hypopyrra",80,0,0,0,0,0,20,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Cinereous Mourner","Invertebrate",0,0,0,50,50,0,0,0,0,0.051
