"accepted_species_gbif","accepted_gbif_id","gbif_id","order","family","genus","status","species_raw","elton_diet_inv","elton_diet_vend","elton_diet_vect","elton_diet_vfish","elton_diet_vunk","elton_diet_scav","elton_diet_fruit","elton_diet_nect","elton_diet_seed","elton_diet_planto","elton_forstrat_value","elton_forstrat_certainty","elton_activity_nocturnal","elton_activity_crepuscular","elton_activity_diurnal","elton_passnonpass","elton_common_name","elton_diet_5cat","elton_forstrat_watbelowsurf","elton_forstrat_wataroundsurf","elton_forstrat_ground","elton_forstrat_understory","elton_forstrat_midhigh","elton_forstrat_canopy","elton_forstrat_aerial","elton_pelagicspecialist","elton_nocturnal","bodymass_kg"
"Sirystes sibilator","2483973","2483973","Passeriformes","Tyrannidae","Sirystes","ACCEPTED","sirystes_sibilator",80,0,0,0,0,0,20,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Sirystes","Invertebrate",0,0,0,0,0,100,0,0,0,0.0323
"Myiarchus semirufus","2483583","2483583","Passeriformes","Tyrannidae","Myiarchus","ACCEPTED","myiarchus_semirufus",80,0,0,0,0,0,20,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Rufous Flycatcher","Invertebrate",0,0,40,30,20,10,0,0,0,0.0225
"Myiarchus yucatanensis","2483553","2483553","Passeriformes","Tyrannidae","Myiarchus","ACCEPTED","myiarchus_yucatanensis",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Yucatan Flycatcher","Invertebrate",0,0,40,30,20,10,0,0,0,0.0196
"Myiarchus tuberculifer","2483531","2483531","Passeriformes","Tyrannidae","Myiarchus","ACCEPTED","myiarchus_tuberculifer",80,0,0,0,0,0,10,0,10,0,NA,NA,NA,NA,NA,"Passeriformes","Dusky-capped Flycatcher","Invertebrate",0,0,0,33,33,33,0,0,0,0.0177
"Myiarchus barbirostris","2483576","2483576","Passeriformes","Tyrannidae","Myiarchus","ACCEPTED","myiarchus_barbirostris",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Sad Flycatcher","Invertebrate",0,0,0,0,100,0,0,0,0,0.0134
"Myiarchus swainsoni","2483567","2483567","Passeriformes","Tyrannidae","Myiarchus","ACCEPTED","myiarchus_swainsoni",70,0,0,0,0,0,20,0,10,0,NA,NA,NA,NA,NA,"Passeriformes","Swainson's Flycatcher","Invertebrate",0,0,0,100,0,0,0,0,0,0.0251
"Myiarchus venezuelensis","9544285","9544285","Passeriformes","Tyrannidae","Myiarchus","ACCEPTED","myiarchus_venezuelensis",50,0,0,0,0,0,50,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Venezuelan Flycatcher","Omnivore",0,0,0,0,100,0,0,0,0,0.0298
"Myiarchus panamensis","2483546","2483546","Passeriformes","Tyrannidae","Myiarchus","ACCEPTED","myiarchus_panamensis",50,0,0,0,0,0,50,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Panama Flycatcher","Omnivore",0,0,100,0,0,0,0,0,0,0.0317
"Myiarchus ferox","2483559","2483559","Passeriformes","Tyrannidae","Myiarchus","ACCEPTED","myiarchus_ferox",50,0,0,0,0,0,50,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Short-crested Flycatcher","Omnivore",0,0,0,80,20,0,0,0,0,0.0275
"Myiarchus cephalotes","2483528","2483528","Passeriformes","Tyrannidae","Myiarchus","ACCEPTED","myiarchus_cephalotes",70,0,0,0,0,0,0,0,30,0,NA,NA,NA,NA,NA,"Passeriformes","Pale-edged Flycatcher","Invertebrate",0,0,0,50,50,0,0,0,0,0.02625
"Myiarchus phaeocephalus","2483564","2483564","Passeriformes","Tyrannidae","Myiarchus","ACCEPTED","myiarchus_phaeocephalus",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Sooty-crowned Flycatcher","Invertebrate",0,0,0,50,50,0,0,0,0,0.0263
"Myiarchus apicalis","2483558","2483558","Passeriformes","Tyrannidae","Myiarchus","ACCEPTED","myiarchus_apicalis",50,0,0,0,0,0,50,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Apical Flycatcher","Omnivore",0,0,0,30,70,0,0,0,0,0.0292
"Myiarchus cinerascens","2483600","2483600","Passeriformes","Tyrannidae","Myiarchus","ACCEPTED","myiarchus_cinerascens",70,0,10,0,0,0,20,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Ash-throated Flycatcher","Invertebrate",0,0,0,70,30,0,0,0,0,0.0282
"Myiarchus nuttingi","2483585","2483585","Passeriformes","Tyrannidae","Myiarchus","ACCEPTED","myiarchus_nuttingi",50,0,0,0,0,0,50,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Nutting's Flycatcher","Omnivore",0,0,0,50,50,0,0,0,0,0.023
"Myiarchus crinitus","2483597","2483597","Passeriformes","Tyrannidae","Myiarchus","ACCEPTED","myiarchus_crinitus",60,0,0,0,0,0,40,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Great Crested Flycatcher","Invertebrate",0,0,100,0,0,0,0,0,0,0.0321
"Myiarchus tyrannulus","2483589","2483589","Passeriformes","Tyrannidae","Myiarchus","ACCEPTED","myiarchus_tyrannulus",70,0,10,0,0,0,20,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Brown-crested Flycatcher","Invertebrate",0,0,20,80,0,0,0,0,0,0.03545
"Myiarchus nugator","2483563","2483563","Passeriformes","Tyrannidae","Myiarchus","ACCEPTED","myiarchus_nugator",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Grenada Flycatcher","Invertebrate",0,0,0,100,0,0,0,0,0,0.037
"Myiarchus magnirostris","2483577","2483577","Passeriformes","Tyrannidae","Myiarchus","ACCEPTED","myiarchus_magnirostris",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Large-billed Flycatcher","Invertebrate",0,0,100,0,0,0,0,0,0,0.0147
"Myiarchus validus","2483584","2483584","Passeriformes","Tyrannidae","Myiarchus","ACCEPTED","myiarchus_validus",50,0,0,0,0,0,50,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Rufous-tailed Flycatcher","Omnivore",0,0,0,0,100,0,0,0,0,0.0406
"Myiarchus sagrae","2483573","2483573","Passeriformes","Tyrannidae","Myiarchus","ACCEPTED","myiarchus_sagrae",60,0,0,0,0,0,20,0,20,0,NA,NA,NA,NA,NA,"Passeriformes","La Sagra's Flycatcher","Invertebrate",0,0,0,100,0,0,0,0,0,0.01928
"Myiarchus stolidus","2483549","2483549","Passeriformes","Tyrannidae","Myiarchus","ACCEPTED","myiarchus_stolidus",80,0,0,0,0,0,20,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Stolid Flycatcher","Invertebrate",0,0,0,50,50,0,0,0,0,0.0208
"Myiarchus antillarum","2483557","2483557","Passeriformes","Tyrannidae","Myiarchus","ACCEPTED","myiarchus_antillarum",80,0,0,0,0,0,10,0,10,0,NA,NA,NA,NA,NA,"Passeriformes","Puerto Rican Flycatcher","Invertebrate",0,0,0,100,0,0,0,0,0,0.0234
"Myiarchus oberi","2483578","2483578","Passeriformes","Tyrannidae","Myiarchus","ACCEPTED","myiarchus_oberi",50,0,0,0,0,0,50,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Lesser Antillean Flycatcher","Omnivore",0,0,0,50,50,0,0,0,0,0.03471
"Deltarhynchus flammulatus","2483621","2483621","Passeriformes","Tyrannidae","Deltarhynchus","ACCEPTED","deltarhynchus_flammulatus",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Flammulated Flycatcher","Invertebrate",0,0,0,50,50,0,0,0,0,0.0172
"Ramphotrigon megacephalum","2483862","2483862","Passeriformes","Tyrannidae","Ramphotrigon","ACCEPTED","ramphotrigon_megacephalum",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Large-headed Flatbill","Invertebrate",0,0,0,50,50,0,0,0,0,0.0142
"Ramphotrigon fuscicauda","2483868","2483868","Passeriformes","Tyrannidae","Ramphotrigon","ACCEPTED","ramphotrigon_fuscicauda",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Dusky-tailed Flatbill","Invertebrate",0,0,0,50,50,0,0,0,0,0.0186
"Ramphotrigon ruficauda","2483861","2483861","Passeriformes","Tyrannidae","Ramphotrigon","ACCEPTED","ramphotrigon_ruficauda",80,0,0,0,0,0,20,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Rufous-tailed Flatbill","Invertebrate",0,0,0,50,50,0,0,0,0,0.0184
"Tyrannus niveigularis","5229677","5229677","Passeriformes","Tyrannidae","Tyrannus","ACCEPTED","tyrannus_niveigularis",50,0,0,0,0,0,50,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Snowy-throated Kingbird","Omnivore",0,0,0,50,50,0,0,0,0,0.0344
"Tyrannus albogularis","9394888","9394888","Passeriformes","Tyrannidae","Tyrannus","ACCEPTED","tyrannus_albogularis",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","White-throated Kingbird","Invertebrate",0,0,0,50,50,0,0,0,0,0.0371
"Tyrannus melancholicus","5229662","5229662","Passeriformes","Tyrannidae","Tyrannus","ACCEPTED","tyrannus_melancholicus",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Tropical Kingbird","Invertebrate",0,0,0,0,50,50,0,0,0,0.0374
"Tyrannus couchii","5229684","5229684","Passeriformes","Tyrannidae","Tyrannus","ACCEPTED","tyrannus_couchii",80,0,0,0,0,0,20,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Couch's Kingbird","Invertebrate",0,0,0,0,100,0,0,0,0,0.039
"Tyrannus vociferans","5229681","5229681","Passeriformes","Tyrannidae","Tyrannus","ACCEPTED","tyrannus_vociferans",80,10,0,0,0,0,10,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Cassin's Kingbird","Invertebrate",0,0,0,20,80,0,0,0,0,0.0456
"Tyrannus crassirostris","5229690","5229690","Passeriformes","Tyrannidae","Tyrannus","ACCEPTED","tyrannus_crassirostris",80,0,0,0,0,0,0,0,20,0,NA,NA,NA,NA,NA,"Passeriformes","Thick-billed Kingbird","Invertebrate",0,0,0,0,40,30,30,0,0,0.05589
"Tyrannus verticalis","5229675","5229675","Passeriformes","Tyrannidae","Tyrannus","ACCEPTED","tyrannus_verticalis",90,0,0,0,0,0,10,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Western Kingbird","Invertebrate",0,0,30,30,40,0,0,0,0,0.0396
"Tyrannus forficatus","5229687","5229687","Passeriformes","Tyrannidae","Tyrannus","ACCEPTED","tyrannus_forficatus",60,0,0,0,0,0,20,0,20,0,NA,NA,NA,NA,NA,"Passeriformes","Scissor-tailed Flycatcher","Invertebrate",0,0,20,20,60,0,0,0,0,0.0393
"Tyrannus savana","5229693","5229693","Passeriformes","Tyrannidae","Tyrannus","ACCEPTED","tyrannus_savana",70,0,0,0,0,0,30,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Fork-tailed Flycatcher","Invertebrate",0,0,50,50,0,0,0,0,0,0.0319
"Tyrannus tyrannus","5229688","5229688","Passeriformes","Tyrannidae","Tyrannus","ACCEPTED","tyrannus_tyrannus",70,0,10,0,0,0,10,0,10,0,NA,NA,NA,NA,NA,"Passeriformes","Eastern Kingbird","Invertebrate",0,0,0,80,20,0,0,0,0,0.03985
"Tyrannus dominicensis","5229678","5229678","Passeriformes","Tyrannidae","Tyrannus","ACCEPTED","tyrannus_dominicensis",60,0,10,0,0,0,30,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Grey Kingbird","Invertebrate",0,0,40,30,30,0,0,0,0,0.0465
"Tyrannus caudifasciatus","9508008","9508008","Passeriformes","Tyrannidae","Tyrannus","ACCEPTED","tyrannus_caudifasciatus",70,0,20,0,0,0,10,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Loggerhead Kingbird","Invertebrate",0,0,30,30,40,0,0,0,0,0.04236
"Tyrannus cubensis","5229676","5229676","Passeriformes","Tyrannidae","Tyrannus","ACCEPTED","tyrannus_cubensis",50,10,10,0,0,0,30,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Giant Kingbird","Omnivore",0,0,0,50,50,0,0,0,0,0.0936
"Empidonomus varius","2484090","2484090","Passeriformes","Tyrannidae","Empidonomus","ACCEPTED","empidonomus_varius",60,0,0,0,0,0,40,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Variegated Flycatcher","Invertebrate",0,0,0,30,70,0,0,0,0,0.0271
"Empidonomus aurantioatrocristatus","2484086","2484086","Passeriformes","Tyrannidae","Empidonomus","ACCEPTED","empidonomus_aurantioatrocristatus",80,0,0,0,0,0,20,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Crowned Slaty Flycatcher","Invertebrate",0,0,0,33,33,33,0,0,0,0.033
"Tyrannopsis sulphurea","2483971","2483971","Passeriformes","Tyrannidae","Tyrannopsis","ACCEPTED","tyrannopsis_sulphurea",80,0,0,0,0,0,20,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Sulphury Flycatcher","Invertebrate",0,0,0,33,33,33,0,0,0,0.0536
"Megarynchus pitangua","2483410","2483410","Passeriformes","Tyrannidae","Megarynchus","ACCEPTED","megarynchus_pitangua",70,0,0,0,10,0,10,0,10,0,NA,NA,NA,NA,NA,"Passeriformes","Boat-billed Flycatcher","Invertebrate",0,0,0,10,50,40,0,0,0,0.06991
"Conopias albovittatus","2482664","2482664","Passeriformes","Tyrannidae","Conopias","ACCEPTED","conopias_albovittatus",80,0,0,0,0,0,20,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","White-ringed Flycatcher","Invertebrate",0,0,0,0,80,20,0,0,0,0.0244
"Conopias albovittatus","2482664","5789101","Passeriformes","Tyrannidae","Conopias","SYNONYM","conopias_parvus",90,0,0,0,0,0,10,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Yellow-throated Flycatcher","Invertebrate",0,0,0,0,30,70,0,0,0,0.021
"Conopias trivirgatus","2482657","2482657","Passeriformes","Tyrannidae","Conopias","ACCEPTED","conopias_trivirgatus",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Three-striped Flycatcher","Invertebrate",0,0,0,0,30,70,0,0,0,0.02436
"Conopias cinchoneti","2482661","2482661","Passeriformes","Tyrannidae","Conopias","ACCEPTED","conopias_cinchoneti",50,0,0,0,0,0,50,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Lemon-browed Flycatcher","Omnivore",0,0,0,0,30,70,0,0,0,0.025
"Myiodynastes hemichrysus","2483489","2483489","Passeriformes","Tyrannidae","Myiodynastes","ACCEPTED","myiodynastes_hemichrysus",50,0,0,0,0,0,50,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Golden-bellied Flycatcher","Omnivore",0,0,0,0,80,20,0,0,0,0.0434
"Myiodynastes chrysocephalus","2483490","2483490","Passeriformes","Tyrannidae","Myiodynastes","ACCEPTED","myiodynastes_chrysocephalus",50,0,0,0,0,0,50,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Golden-crowned Flycatcher","Omnivore",0,0,0,33,33,33,0,0,0,0.0383
"Myiodynastes bairdii","2483505","2483505","Passeriformes","Tyrannidae","Myiodynastes","ACCEPTED","myiodynastes_bairdii",40,0,0,0,0,0,60,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Baird's Flycatcher","FruiNect",0,0,10,10,70,10,0,0,0,0.045
"Myiodynastes maculatus","2483497","2483497","Passeriformes","Tyrannidae","Myiodynastes","ACCEPTED","myiodynastes_maculatus",40,0,30,0,0,0,30,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Streaked Flycatcher","Omnivore",0,0,0,0,100,0,0,0,0,0.0432
"Myiodynastes luteiventris","2483494","2483494","Passeriformes","Tyrannidae","Myiodynastes","ACCEPTED","myiodynastes_luteiventris",40,0,0,0,0,0,30,0,30,0,NA,NA,NA,NA,NA,"Passeriformes","Sulphur-bellied Flycatcher","Omnivore",0,0,0,0,0,50,50,0,0,0.0469
"Myiozetetes cayanensis","2482921","2482921","Passeriformes","Tyrannidae","Myiozetetes","ACCEPTED","myiozetetes_cayanensis",70,0,0,0,0,0,30,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Rusty-margined Flycatcher","Invertebrate",0,0,50,30,20,0,0,0,0,0.0259
"Myiozetetes similis","2482913","2482913","Passeriformes","Tyrannidae","Myiozetetes","ACCEPTED","myiozetetes_similis",40,0,10,0,0,0,40,0,10,0,NA,NA,NA,NA,NA,"Passeriformes","Social Flycatcher","Omnivore",0,0,20,20,40,20,0,0,0,0.028
"Myiozetetes granadensis","2482929","2482929","Passeriformes","Tyrannidae","Myiozetetes","ACCEPTED","myiozetetes_granadensis",60,0,0,0,0,0,20,0,20,0,NA,NA,NA,NA,NA,"Passeriformes","Grey-capped Flycatcher","Invertebrate",0,0,0,50,50,0,0,0,0,0.0293
"Myiozetetes luteiventris","2482926","2482926","Passeriformes","Tyrannidae","Myiozetetes","ACCEPTED","myiozetetes_luteiventris",50,0,0,0,0,0,50,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Dusky-chested Flycatcher","Omnivore",0,0,0,100,0,0,0,0,0,0.019
"Legatus leucophaius","2482940","2482940","Passeriformes","Tyrannidae","Legatus","ACCEPTED","legatus_leucophaius",30,0,0,0,0,0,70,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Piratic Flycatcher","FruiNect",0,0,0,0,20,80,0,0,0,0.0222
"Pitangus lictor","2482751","2482751","Passeriformes","Tyrannidae","Pitangus","ACCEPTED","pitangus_lictor",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Lesser Kiskadee","Invertebrate",0,0,10,70,20,0,0,0,0,0.0255
"Pitangus sulphuratus","2482755","2482755","Passeriformes","Tyrannidae","Pitangus","ACCEPTED","pitangus_sulphuratus",40,10,10,10,0,0,30,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Great Kiskadee","Omnivore",0,0,50,40,10,0,0,0,0,0.06285
"Phelpsia inornata","2483418","2483418","Passeriformes","Tyrannidae","Phelpsia","ACCEPTED","phelpsia_inornatus",90,0,0,0,0,0,10,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","White-bearded Flycatcher","Invertebrate",0,0,50,50,0,0,0,0,0,0.0294
"Schiffornis major","2486462","2486462","Passeriformes","Cotingidae","Schiffornis","ACCEPTED","schiffornis_major",50,0,0,0,0,0,50,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Greater Schiffornis","Omnivore",0,0,0,100,0,0,0,0,0,0.031
"Schiffornis turdina","2486447","2486447","Passeriformes","Cotingidae","Schiffornis","ACCEPTED","schiffornis_turdina",50,0,0,0,0,0,50,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Thrush-like Schiffornis","Omnivore",0,0,0,100,0,0,0,0,0,0.0317
"Schiffornis virescens","2486446","2486446","Passeriformes","Cotingidae","Schiffornis","ACCEPTED","schiffornis_virescens",50,0,0,0,0,0,50,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Greenish Schiffornis","Omnivore",0,0,0,100,0,0,0,0,0,0.0256
"Xenopsaris albinucha","2486330","2486330","Passeriformes","Cotingidae","Xenopsaris","ACCEPTED","xenopsaris_albinucha",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","White-naped Xenopsaris","Invertebrate",0,0,50,50,0,0,0,0,0,0.01
"Pachyramphus viridis","5230324","5230324","Passeriformes","Cotingidae","Pachyramphus","ACCEPTED","pachyramphus_viridis",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Green-backed Becard","Invertebrate",0,0,0,50,50,0,0,0,0,0.021
NA,NA,"2486256","Passeriformes","Cotingidae","Pachyramphus","ACCEPTED","pachyramphus_xanthogenys",70,0,0,0,0,0,30,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Yellow-cheeked Becard","Invertebrate",0,0,0,0,60,40,0,0,0,0.02442
"Pachyramphus versicolor","5230348","5230348","Passeriformes","Cotingidae","Pachyramphus","ACCEPTED","pachyramphus_versicolor",80,0,0,0,0,0,20,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Barred Becard","Invertebrate",0,0,0,80,20,0,0,0,0,0.0155
"Pachyramphus cinnamomeus","5230338","5230338","Passeriformes","Cotingidae","Pachyramphus","ACCEPTED","pachyramphus_cinnamomeus",70,0,0,0,0,0,30,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Cinnamon Becard","Invertebrate",0,0,0,0,100,0,0,0,0,0.0203
"Pachyramphus castaneus","5230306","5230306","Passeriformes","Cotingidae","Pachyramphus","ACCEPTED","pachyramphus_castaneus",90,0,0,0,0,0,10,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Chestnut-crowned Becard","Invertebrate",0,0,0,0,100,0,0,0,0,0.0195
"Pachyramphus polychopterus","5230363","5230363","Passeriformes","Cotingidae","Pachyramphus","ACCEPTED","pachyramphus_polychopterus",50,0,0,0,0,0,50,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","White-winged Becard","Omnivore",0,0,0,0,100,0,0,0,0,0.0208
"Pachyramphus major","5230312","5230312","Passeriformes","Cotingidae","Pachyramphus","ACCEPTED","pachyramphus_major",50,0,0,0,0,0,50,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Grey-collared Becard","Omnivore",0,0,0,0,100,0,0,0,0,0.0248
"Pachyramphus albogriseus","5230352","5230352","Passeriformes","Cotingidae","Pachyramphus","ACCEPTED","pachyramphus_albogriseus",50,0,0,0,0,0,50,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Black-and-white Becard","Omnivore",0,0,0,0,20,80,0,0,0,0.0173
"Pachyramphus marginatus","5230343","5230343","Passeriformes","Cotingidae","Pachyramphus","ACCEPTED","pachyramphus_marginatus",50,0,0,0,0,0,50,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Black-capped Becard","Omnivore",0,0,0,0,100,0,0,0,0,0.0184
"Pachyramphus surinamus","5230372","5230372","Passeriformes","Cotingidae","Pachyramphus","ACCEPTED","pachyramphus_surinamus",80,0,0,0,0,0,20,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Glossy-backed Becard","Invertebrate",0,0,0,0,100,0,0,0,0,0.01971
"Pachyramphus rufus","5230318","5230318","Passeriformes","Cotingidae","Pachyramphus","ACCEPTED","pachyramphus_rufus",70,0,0,0,0,0,30,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Cinereous Becard","Invertebrate",0,0,0,0,100,0,0,0,0,0.0188
"Pachyramphus spodiurus","5230347","5230347","Passeriformes","Cotingidae","Pachyramphus","ACCEPTED","pachyramphus_spodiurus",70,0,0,0,0,0,30,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Slaty Becard","Invertebrate",0,0,25,25,25,25,0,0,0,0.0182
"Pachyramphus aglaiae","5230329","5230329","Passeriformes","Cotingidae","Pachyramphus","ACCEPTED","pachyramphus_aglaiae",50,0,0,0,0,0,30,0,20,0,NA,NA,NA,NA,NA,"Passeriformes","Rose-throated Becard","Omnivore",0,0,0,50,50,0,0,0,0,0.02969
"Pachyramphus homochrous","5230358","5230358","Passeriformes","Cotingidae","Pachyramphus","ACCEPTED","pachyramphus_homochrous",50,0,0,0,0,0,50,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","One-coloured Becard","Omnivore",0,0,0,0,70,30,0,0,0,0.0373
"Pachyramphus minor","5230362","5230362","Passeriformes","Cotingidae","Pachyramphus","ACCEPTED","pachyramphus_minor",50,0,0,0,0,0,50,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Pink-throated Becard","Omnivore",0,0,0,50,50,0,0,0,0,0.0366
"Pachyramphus niger","5230346","5230346","Passeriformes","Cotingidae","Pachyramphus","ACCEPTED","pachyramphus_niger",50,0,0,0,0,0,50,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Jamaican Becard","Omnivore",0,0,0,0,20,80,0,0,0,0.0402
"Pachyramphus validus","5230321","5230321","Passeriformes","Cotingidae","Pachyramphus","ACCEPTED","pachyramphus_validus",100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Crested Becard","Invertebrate",0,0,0,50,50,0,0,0,0,0.043
"Tityra cayana","2486483","2486483","Passeriformes","Cotingidae","Tityra","ACCEPTED","tityra_cayana",20,0,0,0,0,0,80,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Black-tailed Tityra","FruiNect",0,0,0,50,50,0,0,0,0,0.0681
"Tityra semifasciata","2486467","2486467","Passeriformes","Cotingidae","Tityra","ACCEPTED","tityra_semifasciata",20,0,10,0,0,0,70,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Masked Tityra","FruiNect",0,0,0,50,50,0,0,0,0,0.0793
"Tityra inquisitor","2486476","2486476","Passeriformes","Cotingidae","Tityra","ACCEPTED","tityra_inquisitor",20,0,0,0,0,0,80,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Black-crowned Tityra","FruiNect",0,0,0,0,100,0,0,0,0,0.0431
"Phoenicircus nigricollis","2486344","2486344","Passeriformes","Cotingidae","Phoenicircus","ACCEPTED","phoenicircus_nigricollis",0,0,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Black-necked Red-cotinga","FruiNect",0,0,0,50,50,0,0,0,0,0.09628
"Phoenicircus carnifex","2486345","2486345","Passeriformes","Cotingidae","Phoenicircus","ACCEPTED","phoenicircus_carnifex",0,0,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Guianan Red-cotinga","FruiNect",0,0,0,50,50,0,0,0,0,0.08287
"Laniisoma elegans","2486411","2486411","Passeriformes","Cotingidae","Laniisoma","ACCEPTED","laniisoma_elegans",50,0,0,0,0,0,50,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Shrike-like Cotinga","Omnivore",0,0,50,50,0,0,0,0,0,0.0474
"Phibalura flavirostris","2486509","2486509","Passeriformes","Cotingidae","Phibalura","ACCEPTED","phibalura_flavirostris",20,0,0,0,0,0,80,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Swallow-tailed Cotinga","FruiNect",0,0,0,0,100,0,0,0,0,0.0465
"Tijuca atra","5230305","5230305","Passeriformes","Cotingidae","Tijuca","ACCEPTED","tijuca_atra",20,0,0,0,0,0,80,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Black-and-gold Cotinga","FruiNect",0,0,0,50,50,0,0,0,0,0.08
"Tijuca condita","5230304","5230304","Passeriformes","Cotingidae","Tijuca","ACCEPTED","tijuca_condita",0,0,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Grey-winged Cotinga","FruiNect",0,0,0,50,50,0,0,0,0,0.08
"Carpornis cucullata","2486392","2486392","Passeriformes","Cotingidae","Carpornis","ACCEPTED","carpornis_cucullata",20,0,0,0,0,0,80,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Hooded Berryeater","FruiNect",0,0,0,50,50,0,0,0,0,0.07419
"Carpornis melanocephala","2486394","2486394","Passeriformes","Cotingidae","Carpornis","ACCEPTED","carpornis_melanocephala",10,0,0,0,0,0,90,0,0,0,NA,NA,NA,NA,NA,"Passeriformes","Black-headed Berryeater","FruiNect",0,0,0,50,50,0,0,0,0,0.06419
