"mentionned_species","canonical_names","gbif_id","status","match_type","accepted_species","accepted_gbif_id","order","family"
"Nycticeius aenobarbus","Nycticeius aenobarbus",4266477,"ACCEPTED","EXACT","Nycticeius aenobarbus",4266477,"Chiroptera","Vespertilionidae"
"Nycticeius cubanus","Nycticeius cubanus",4266475,"ACCEPTED","EXACT","Nycticeius cubanus",4266475,"Chiroptera","Vespertilionidae"
"Nycticeius humeralis","Nycticeius humeralis",2432314,"ACCEPTED","EXACT","Nycticeius humeralis",2432314,"Chiroptera","Vespertilionidae"
"Nyctiellus lepidus","Nyctiellus lepidus",4265593,"ACCEPTED","EXACT","Nyctiellus lepidus",4265593,"Chiroptera","Natalidae"
"Nyctimene aello","Nyctimene aello",5218630,"ACCEPTED","EXACT","Nyctimene aello",5218630,"Chiroptera","Pteropodidae"
"Nyctimene albiventer","Nyctimene albiventer",5218631,"ACCEPTED","EXACT","Nyctimene albiventer",5218631,"Chiroptera","Pteropodidae"
"Nyctimene cephalotes","Nyctimene cephalotes",5218640,"ACCEPTED","EXACT","Nyctimene cephalotes",5218640,"Chiroptera","Pteropodidae"
"Nyctimene certans","Nyctimene certans",5218632,"ACCEPTED","EXACT","Nyctimene certans",5218632,"Chiroptera","Pteropodidae"
"Nyctimene cyclotis","Nyctimene cyclotis",5218637,"ACCEPTED","EXACT","Nyctimene cyclotis",5218637,"Chiroptera","Pteropodidae"
"Nyctimene draconilla","Nyctimene draconilla",5218641,"ACCEPTED","EXACT","Nyctimene draconilla",5218641,"Chiroptera","Pteropodidae"
"Nyctimene keasti","Nyctimene keasti",7261741,"ACCEPTED","EXACT","Nyctimene keasti",7261741,"Chiroptera","Pteropodidae"
"Nyctimene major","Nyctimene major",5218633,"ACCEPTED","EXACT","Nyctimene major",5218633,"Chiroptera","Pteropodidae"
"Nyctimene malaitensis","Nyctimene malaitensis",5218638,"ACCEPTED","EXACT","Nyctimene malaitensis",5218638,"Chiroptera","Pteropodidae"
"Nyctimene masalai","Nyctimene masalai",5218627,"ACCEPTED","EXACT","Nyctimene masalai",5218627,"Chiroptera","Pteropodidae"
"Nyctimene minutus","Nyctimene minutus",5218634,"ACCEPTED","EXACT","Nyctimene minutus",5218634,"Chiroptera","Pteropodidae"
"Nyctimene rabori","Nyctimene rabori",5218628,"ACCEPTED","EXACT","Nyctimene rabori",5218628,"Chiroptera","Pteropodidae"
"Nyctimene robinsoni","Nyctimene robinsoni",5218635,"ACCEPTED","EXACT","Nyctimene robinsoni",5218635,"Chiroptera","Pteropodidae"
"Nyctimene sanctacrucis","Nyctimene sanctacrucis",5218639,"ACCEPTED","EXACT","Nyctimene sanctacrucis",5218639,"Chiroptera","Pteropodidae"
"Nyctimene vizcaccia","Nyctimene vizcaccia",5218629,"ACCEPTED","EXACT","Nyctimene vizcaccia",5218629,"Chiroptera","Pteropodidae"
"Nyctinomops aurispinosus","Nyctinomops aurispinosus",2433061,"ACCEPTED","EXACT","Nyctinomops aurispinosus",2433061,"Chiroptera","Molossidae"
"Nyctinomops femorosaccus","Nyctinomops femorosaccus",2433064,"ACCEPTED","EXACT","Nyctinomops femorosaccus",2433064,"Chiroptera","Molossidae"
"Nyctinomops laticaudatus","Nyctinomops laticaudatus",2433063,"ACCEPTED","EXACT","Nyctinomops laticaudatus",2433063,"Chiroptera","Molossidae"
"Nyctinomops macrotis","Nyctinomops macrotis",2433062,"ACCEPTED","EXACT","Nyctinomops macrotis",2433062,"Chiroptera","Molossidae"
"Nyctomys sumichrasti","Nyctomys sumichrasti",2438370,"ACCEPTED","EXACT","Nyctomys sumichrasti",2438370,"Rodentia","Cricetidae"
"Nyctophilus arnhemensis","Nyctophilus arnhemensis",2432523,"ACCEPTED","EXACT","Nyctophilus arnhemensis",2432523,"Chiroptera","Vespertilionidae"
"Nyctophilus bifax","Nyctophilus bifax",7261844,"ACCEPTED","EXACT","Nyctophilus bifax",7261844,"Chiroptera","Vespertilionidae"
"Nyctophilus geoffroyi","Nyctophilus geoffroyi",2432519,"ACCEPTED","EXACT","Nyctophilus geoffroyi",2432519,"Chiroptera","Vespertilionidae"
"Nyctophilus gouldi","Nyctophilus gouldi",2432517,"ACCEPTED","EXACT","Nyctophilus gouldi",2432517,"Chiroptera","Vespertilionidae"
"Nyctophilus heran","Nyctophilus heran",2432520,"ACCEPTED","EXACT","Nyctophilus heran",2432520,"Chiroptera","Vespertilionidae"
"Nyctophilus howensis","Nyctophilus howensis",4266175,"ACCEPTED","EXACT","Nyctophilus howensis",4266175,"Chiroptera","Vespertilionidae"
"Nyctophilus microdon","Nyctophilus microdon",2432522,"ACCEPTED","EXACT","Nyctophilus microdon",2432522,"Chiroptera","Vespertilionidae"
"Nyctophilus microtis","Nyctophilus microtis",2432518,"ACCEPTED","EXACT","Nyctophilus microtis",2432518,"Chiroptera","Vespertilionidae"
"Nyctophilus nebulosus","Nyctophilus nebulosus",4266176,"ACCEPTED","EXACT","Nyctophilus nebulosus",4266176,"Chiroptera","Vespertilionidae"
"Nyctophilus timoriensis","Nyctophilus timoriensis",2432521,"ACCEPTED","EXACT","Nyctophilus timoriensis",2432521,"Chiroptera","Vespertilionidae"
"Nyctophilus walkeri","Nyctophilus walkeri",2432516,"ACCEPTED","EXACT","Nyctophilus walkeri",2432516,"Chiroptera","Vespertilionidae"
"Ochotona alpina","Ochotona alpina",2437027,"ACCEPTED","EXACT","Ochotona alpina",2437027,"Lagomorpha","Ochotonidae"
"Ochotona argentata","Ochotona argentata",2436970,"ACCEPTED","EXACT","Ochotona argentata",2436970,"Lagomorpha","Ochotonidae"
"Ochotona cansus","Ochotona cansus",2436996,"ACCEPTED","EXACT","Ochotona cansus",2436996,"Lagomorpha","Ochotonidae"
"Ochotona collaris","Ochotona collaris",2437020,"ACCEPTED","EXACT","Ochotona collaris",2437020,"Lagomorpha","Ochotonidae"
"Ochotona curzoniae","Ochotona curzoniae",2436963,"ACCEPTED","EXACT","Ochotona curzoniae",2436963,"Lagomorpha","Ochotonidae"
"Ochotona dauurica","Ochotona dauurica",2437033,"ACCEPTED","EXACT","Ochotona dauurica",2437033,"Lagomorpha","Ochotonidae"
"Ochotona erythrotis","Ochotona erythrotis",2437001,"ACCEPTED","EXACT","Ochotona erythrotis",2437001,"Lagomorpha","Ochotonidae"
"Ochotona forresti","Ochotona forresti",2436964,"ACCEPTED","EXACT","Ochotona forresti",2436964,"Lagomorpha","Ochotonidae"
"Ochotona gaoligongensis","Ochotona gaoligongensis",2437038,"ACCEPTED","EXACT","Ochotona gaoligongensis",2437038,"Lagomorpha","Ochotonidae"
"Ochotona gloveri","Ochotona gloveri",2436965,"ACCEPTED","EXACT","Ochotona gloveri",2436965,"Lagomorpha","Ochotonidae"
"Ochotona himalayana","Ochotona himalayana",2437039,"ACCEPTED","EXACT","Ochotona himalayana",2437039,"Lagomorpha","Ochotonidae"
"Ochotona hoffmanni","Ochotona hoffmanni",2437021,"ACCEPTED","EXACT","Ochotona hoffmanni",2437021,"Lagomorpha","Ochotonidae"
"Ochotona huangensis","Ochotona huangensis",2436955,"ACCEPTED","EXACT","Ochotona huangensis",2436955,"Lagomorpha","Ochotonidae"
"Ochotona hyperborea","Ochotona hyperborea",2437002,"ACCEPTED","EXACT","Ochotona hyperborea",2437002,"Lagomorpha","Ochotonidae"
"Ochotona iliensis","Ochotona iliensis",2436969,"ACCEPTED","EXACT","Ochotona iliensis",2436969,"Lagomorpha","Ochotonidae"
"Ochotona koslowi","Ochotona koslowi",2437040,"ACCEPTED","EXACT","Ochotona koslowi",2437040,"Lagomorpha","Ochotonidae"
"Ochotona ladacensis","Ochotona ladacensis",2437012,"ACCEPTED","EXACT","Ochotona ladacensis",2437012,"Lagomorpha","Ochotonidae"
"Ochotona macrotis","Ochotona macrotis",2436971,"ACCEPTED","EXACT","Ochotona macrotis",2436971,"Lagomorpha","Ochotonidae"
"Ochotona muliensis","Ochotona muliensis",2437042,"ACCEPTED","EXACT","Ochotona muliensis",2437042,"Lagomorpha","Ochotonidae"
"Ochotona nigritia","Ochotona nigritia",2437041,"ACCEPTED","EXACT","Ochotona nigritia",2437041,"Lagomorpha","Ochotonidae"
"Ochotona nubrica","Ochotona nubrica",2437014,"ACCEPTED","EXACT","Ochotona nubrica",2437014,"Lagomorpha","Ochotonidae"
"Ochotona pallasi","Ochotona pallasi",2436977,"ACCEPTED","EXACT","Ochotona pallasi",2436977,"Lagomorpha","Ochotonidae"
"Ochotona princeps","Ochotona princeps",2436982,"ACCEPTED","EXACT","Ochotona princeps",2436982,"Lagomorpha","Ochotonidae"
"Ochotona pusilla","Ochotona pusilla",2437017,"ACCEPTED","EXACT","Ochotona pusilla",2437017,"Lagomorpha","Ochotonidae"
"Ochotona roylei","Ochotona roylei",2436952,"ACCEPTED","EXACT","Ochotona roylei",2436952,"Lagomorpha","Ochotonidae"
"Ochotona rufescens","Ochotona rufescens",2437023,"ACCEPTED","EXACT","Ochotona rufescens",2437023,"Lagomorpha","Ochotonidae"
"Ochotona rutila","Ochotona rutila",2436995,"ACCEPTED","EXACT","Ochotona rutila",2436995,"Lagomorpha","Ochotonidae"
"Ochotona thibetana","Ochotona thibetana",2436957,"ACCEPTED","EXACT","Ochotona thibetana",2436957,"Lagomorpha","Ochotonidae"
"Ochotona thomasi","Ochotona thomasi",2437032,"ACCEPTED","EXACT","Ochotona thomasi",2437032,"Lagomorpha","Ochotonidae"
"Ochotona turuchanensis","Ochotona turuchanensis",2437013,"ACCEPTED","EXACT","Ochotona turuchanensis",2437013,"Lagomorpha","Ochotonidae"
"Ochrotomys nuttalli","Ochrotomys nuttalli",2438565,"ACCEPTED","EXACT","Ochrotomys nuttalli",2438565,"Rodentia","Cricetidae"
"Octodon bridgesi","Octodon bridgesi",5219899,"ACCEPTED","EXACT","Octodon bridgesi",5219899,"Rodentia","Octodontidae"
"Octodon degus","Octodon degus",5219900,"ACCEPTED","EXACT","Octodon degus",5219900,"Rodentia","Octodontidae"
"Octodon lunatus","Octodon lunatus",5219898,"ACCEPTED","EXACT","Octodon lunatus",5219898,"Rodentia","Octodontidae"
"Octodon pacificus","Octodon pacificus",5706751,"ACCEPTED","EXACT","Octodon pacificus",5706751,"Rodentia","Octodontidae"
"Octodontomys gliroides","Octodontomys gliroides",2439604,"ACCEPTED","EXACT","Octodontomys gliroides",2439604,"Rodentia","Octodontidae"
"Octomys mimax","Octomys mimax",5219901,"ACCEPTED","EXACT","Octomys mimax",5219901,"Rodentia","Octodontidae"
"Odobenus rosmarus","Odobenus rosmarus",5218819,"ACCEPTED","EXACT","Odobenus rosmarus",5218819,"Carnivora","Odobenidae"
"Odocoileus hemionus","Odocoileus hemionus",2440974,"ACCEPTED","EXACT","Odocoileus hemionus",2440974,"Artiodactyla","Cervidae"
"Odocoileus virginianus","Odocoileus virginianus",2440965,"ACCEPTED","EXACT","Odocoileus virginianus",2440965,"Artiodactyla","Cervidae"
"Oecomys auyantepui","Oecomys auyantepui",4265024,"ACCEPTED","EXACT","Oecomys auyantepui",4265024,"Rodentia","Cricetidae"
"Oecomys bicolor","Oecomys bicolor",2439315,"ACCEPTED","EXACT","Oecomys bicolor",2439315,"Rodentia","Cricetidae"
"Oecomys catherinae","Oecomys catherinae",4265023,"ACCEPTED","EXACT","Oecomys catherinae",4265023,"Rodentia","Cricetidae"
"Oecomys cleberi","Oecomys cleberi",2439307,"ACCEPTED","EXACT","Oecomys cleberi",2439307,"Rodentia","Cricetidae"
"Oecomys concolor","Oecomys concolor",2439311,"ACCEPTED","EXACT","Oecomys concolor",2439311,"Rodentia","Cricetidae"
"Oecomys flavicans","Oecomys flavicans",2439316,"ACCEPTED","EXACT","Oecomys flavicans",2439316,"Rodentia","Cricetidae"
"Oecomys mamorae","Oecomys mamorae",2439317,"ACCEPTED","EXACT","Oecomys mamorae",2439317,"Rodentia","Cricetidae"
"Oecomys paricola","Oecomys paricola",2439313,"ACCEPTED","EXACT","Oecomys paricola",2439313,"Rodentia","Cricetidae"
"Oecomys phaeotis","Oecomys phaeotis",2439308,"ACCEPTED","EXACT","Oecomys phaeotis",2439308,"Rodentia","Cricetidae"
"Oecomys rex","Oecomys rex",2439318,"ACCEPTED","EXACT","Oecomys rex",2439318,"Rodentia","Cricetidae"
"Oecomys roberti","Oecomys roberti",2439312,"SYNONYM","EXACT","Oxymycterus roberti",2438943,"Rodentia","Cricetidae"
"Oecomys rutilus","Oecomys rutilus",2439309,"ACCEPTED","EXACT","Oecomys rutilus",2439309,"Rodentia","Cricetidae"
"Oecomys speciosus","Oecomys speciosus",2439314,"ACCEPTED","EXACT","Oecomys speciosus",2439314,"Rodentia","Cricetidae"
"Oecomys superans","Oecomys superans",2439319,"ACCEPTED","EXACT","Oecomys superans",2439319,"Rodentia","Cricetidae"
"Oecomys trinitatis","Oecomys trinitatis",2439310,"ACCEPTED","EXACT","Oecomys trinitatis",2439310,"Rodentia","Cricetidae"
"Oenomys hypoxanthus","Oenomys hypoxanthus",2438923,"ACCEPTED","EXACT","Oenomys hypoxanthus",2438923,"Rodentia","Muridae"
"Oenomys ornatus","Oenomys ornatus",2438922,"ACCEPTED","EXACT","Oenomys ornatus",2438922,"Rodentia","Muridae"
"Okapia johnstoni","Okapia johnstoni",2441207,"ACCEPTED","EXACT","Okapia johnstoni",2441207,"Artiodactyla","Giraffidae"
"Olallamys albicauda","Olallamys albicauda",2439752,"ACCEPTED","EXACT","Olallamys albicauda",2439752,"Rodentia","Echimyidae"
"Olallamys edax","Olallamys edax",2439751,"ACCEPTED","EXACT","Olallamys edax",2439751,"Rodentia","Echimyidae"
"Oligoryzomys andinus","Oligoryzomys andinus",2438279,"ACCEPTED","EXACT","Oligoryzomys andinus",2438279,"Rodentia","Cricetidae"
"Oligoryzomys arenalis","Oligoryzomys arenalis",2438285,"ACCEPTED","EXACT","Oligoryzomys arenalis",2438285,"Rodentia","Cricetidae"
"Oligoryzomys brendae","Oligoryzomys brendae",4265162,"ACCEPTED","EXACT","Oligoryzomys brendae",4265162,"Rodentia","Cricetidae"
"Oligoryzomys chacoensis","Oligoryzomys chacoensis",2438274,"ACCEPTED","EXACT","Oligoryzomys chacoensis",2438274,"Rodentia","Cricetidae"
"Oligoryzomys delticola","Oligoryzomys delticola",2438280,"ACCEPTED","EXACT","Oligoryzomys delticola",2438280,"Rodentia","Cricetidae"
"Oligoryzomys destructor","Oligoryzomys destructor",2438275,"ACCEPTED","EXACT","Oligoryzomys destructor",2438275,"Rodentia","Cricetidae"
"Oligoryzomys eliurus","Oligoryzomys eliurus",2438281,"ACCEPTED","EXACT","Oligoryzomys eliurus",2438281,"Rodentia","Cricetidae"
"Oligoryzomys flavescens","Oligoryzomys flavescens",2438271,"ACCEPTED","EXACT","Oligoryzomys flavescens",2438271,"Rodentia","Cricetidae"
"Oligoryzomys fornesi","Oligoryzomys fornesi",4265163,"ACCEPTED","EXACT","Oligoryzomys fornesi",4265163,"Rodentia","Cricetidae"
"Oligoryzomys fulvescens","Oligoryzomys fulvescens",2438276,"ACCEPTED","EXACT","Oligoryzomys fulvescens",2438276,"Rodentia","Cricetidae"
"Oligoryzomys griseolus","Oligoryzomys griseolus",2438282,"ACCEPTED","EXACT","Oligoryzomys griseolus",2438282,"Rodentia","Cricetidae"
"Oligoryzomys longicaudatus","Oligoryzomys longicaudatus",2438272,"ACCEPTED","EXACT","Oligoryzomys longicaudatus",2438272,"Rodentia","Cricetidae"
"Oligoryzomys magellanicus","Oligoryzomys magellanicus",2438277,"ACCEPTED","EXACT","Oligoryzomys magellanicus",2438277,"Rodentia","Cricetidae"
"Oligoryzomys microtis","Oligoryzomys microtis",2438283,"ACCEPTED","EXACT","Oligoryzomys microtis",2438283,"Rodentia","Cricetidae"
"Oligoryzomys nigripes","Oligoryzomys nigripes",2438273,"ACCEPTED","EXACT","Oligoryzomys nigripes",2438273,"Rodentia","Cricetidae"
"Oligoryzomys stramineus","Oligoryzomys stramineus",4265161,"ACCEPTED","EXACT","Oligoryzomys stramineus",4265161,"Rodentia","Cricetidae"
"Oligoryzomys vegetus","Oligoryzomys vegetus",2438278,"ACCEPTED","EXACT","Oligoryzomys vegetus",2438278,"Rodentia","Cricetidae"
"Oligoryzomys victus","Oligoryzomys victus",2438284,"ACCEPTED","EXACT","Oligoryzomys victus",2438284,"Rodentia","Cricetidae"
"Ommatophoca rossii","Ommatophoca rossii",2434788,"ACCEPTED","EXACT","Ommatophoca rossii",2434788,"Carnivora","Phocidae"
"Ondatra zibethicus","Ondatra zibethicus",5219858,"ACCEPTED","EXACT","Ondatra zibethicus",5219858,"Rodentia","Cricetidae"
"Onychogalea fraenata","Onychogalea fraenata",2440152,"ACCEPTED","EXACT","Onychogalea fraenata",2440152,"Diprotodontia","Macropodidae"
"Onychogalea lunata","Onychogalea lunata",2440153,"ACCEPTED","EXACT","Onychogalea lunata",2440153,"Diprotodontia","Macropodidae"
"Onychogalea unguifera","Onychogalea unguifera",2440151,"ACCEPTED","EXACT","Onychogalea unguifera",2440151,"Diprotodontia","Macropodidae"
"Onychomys arenicola","Onychomys arenicola",2438515,"ACCEPTED","EXACT","Onychomys arenicola",2438515,"Rodentia","Cricetidae"
"Onychomys leucogaster","Onychomys leucogaster",2438517,"ACCEPTED","EXACT","Onychomys leucogaster",2438517,"Rodentia","Cricetidae"
"Onychomys torridus","Onychomys torridus",2438516,"ACCEPTED","EXACT","Onychomys torridus",2438516,"Rodentia","Cricetidae"
"Orcaella brevirostris","Orcaella brevirostris",2440460,"ACCEPTED","EXACT","Orcaella brevirostris",2440460,"Cetacea","Delphinidae"
"Orcinus orca","Orcinus orca",2440483,"ACCEPTED","EXACT","Orcinus orca",2440483,"Cetacea","Delphinidae"
"Oreamnos americanus","Oreamnos americanus",2441151,"ACCEPTED","EXACT","Oreamnos americanus",2441151,"Artiodactyla","Bovidae"
"Oreonax flavicauda","Oreonax flavicauda",4267227,"SYNONYM","EXACT","Lagothrix flavicauda",2436657,"Primates","Atelidae"
"Oreophasis derbianus","Oreophasis derbianus",2482289,"ACCEPTED","EXACT","Oreophasis derbianus",2482289,"Galliformes","Cracidae"
"Oreotragus oreotragus","Oreotragus oreotragus",2441044,"ACCEPTED","EXACT","Oreotragus oreotragus",2441044,"Artiodactyla","Bovidae"
"Ornithorhynchus anatinus","Ornithorhynchus anatinus",2433376,"ACCEPTED","EXACT","Ornithorhynchus anatinus",2433376,"Monotremata","Ornithorhynchidae"
"Ortalis canicollis","Ortalis canicollis",5229443,"ACCEPTED","EXACT","Ortalis canicollis",5229443,"Galliformes","Cracidae"
"Ortalis cinereiceps","Ortalis cinereiceps",5229450,"ACCEPTED","EXACT","Ortalis cinereiceps",5229450,"Galliformes","Cracidae"
"Ortalis erythroptera","Ortalis erythroptera",5229435,"ACCEPTED","EXACT","Ortalis erythroptera",5229435,"Galliformes","Cracidae"
"Ortalis garrula","Ortalis garrula",5229446,"ACCEPTED","EXACT","Ortalis garrula",5229446,"Galliformes","Cracidae"
"Ortalis guttata","Ortalis guttata",2482254,"ACCEPTED","EXACT","Ortalis guttata",2482254,"Galliformes","Cracidae"
"Ortalis leucogastra","Ortalis leucogastra",5229440,"ACCEPTED","EXACT","Ortalis leucogastra",5229440,"Galliformes","Cracidae"
"Ortalis motmot","Ortalis motmot",5229436,"ACCEPTED","EXACT","Ortalis motmot",5229436,"Galliformes","Cracidae"
"Ortalis poliocephala","Ortalis poliocephala",5229451,"ACCEPTED","EXACT","Ortalis poliocephala",5229451,"Galliformes","Cracidae"
"Ortalis ruficauda","Ortalis ruficauda",5229447,"ACCEPTED","EXACT","Ortalis ruficauda",5229447,"Galliformes","Cracidae"
"Ortalis superciliaris","Ortalis superciliaris",5229442,"ACCEPTED","EXACT","Ortalis superciliaris",5229442,"Galliformes","Cracidae"
"Ortalis vetula","Ortalis vetula",5229429,"ACCEPTED","EXACT","Ortalis vetula",5229429,"Galliformes","Cracidae"
"Ortalis wagleri","Ortalis wagleri",5229452,"ACCEPTED","EXACT","Ortalis wagleri",5229452,"Galliformes","Cracidae"
"Orthogeomys cavator","Orthogeomys cavator",2439408,"ACCEPTED","EXACT","Orthogeomys cavator",2439408,"Rodentia","Geomyidae"
"Orthogeomys cherriei","Orthogeomys cherriei",2439403,"ACCEPTED","EXACT","Orthogeomys cherriei",2439403,"Rodentia","Geomyidae"
"Orthogeomys cuniculus","Orthogeomys cuniculus",2439412,"ACCEPTED","EXACT","Orthogeomys cuniculus",2439412,"Rodentia","Geomyidae"
"Orthogeomys dariensis","Orthogeomys dariensis",2439407,"ACCEPTED","EXACT","Orthogeomys dariensis",2439407,"Rodentia","Geomyidae"
"Orthogeomys grandis","Orthogeomys grandis",2439402,"ACCEPTED","EXACT","Orthogeomys grandis",2439402,"Rodentia","Geomyidae"
"Orthogeomys heterodus","Orthogeomys heterodus",2439411,"ACCEPTED","EXACT","Orthogeomys heterodus",2439411,"Rodentia","Geomyidae"
"Orthogeomys hispidus","Orthogeomys hispidus",2439406,"ACCEPTED","EXACT","Orthogeomys hispidus",2439406,"Rodentia","Geomyidae"
"Orthogeomys lanius","Orthogeomys lanius",2439410,"ACCEPTED","EXACT","Orthogeomys lanius",2439410,"Rodentia","Geomyidae"
"Orthogeomys matagalpae","Orthogeomys matagalpae",2439405,"ACCEPTED","EXACT","Orthogeomys matagalpae",2439405,"Rodentia","Geomyidae"
"Orthogeomys thaeleri","Orthogeomys thaeleri",2439409,"ACCEPTED","EXACT","Orthogeomys thaeleri",2439409,"Rodentia","Geomyidae"
"Orthogeomys underwoodi","Orthogeomys underwoodi",2439404,"ACCEPTED","EXACT","Orthogeomys underwoodi",2439404,"Rodentia","Geomyidae"
"Orycteropus afer","Orycteropus afer",5218416,"ACCEPTED","EXACT","Orycteropus afer",5218416,"Tubulidentata","Orycteropodidae"
"Oryctolagus cuniculus","Oryctolagus cuniculus",2436940,"ACCEPTED","EXACT","Oryctolagus cuniculus",2436940,"Lagomorpha","Leporidae"
"Oryx beisa","Oryx beisa",5706393,"ACCEPTED","EXACT","Oryx beisa",5706393,"Artiodactyla","Bovidae"
"Oryx dammah","Oryx dammah",5220165,"ACCEPTED","EXACT","Oryx dammah",5220165,"Artiodactyla","Bovidae"
"Oryx gazella","Oryx gazella",5220166,"ACCEPTED","EXACT","Oryx gazella",5220166,"Artiodactyla","Bovidae"
"Oryx leucoryx","Oryx leucoryx",5220164,"ACCEPTED","EXACT","Oryx leucoryx",5220164,"Artiodactyla","Bovidae"
"Oryzomys albigularis","Oryzomys albigularis",2438085,"SYNONYM","EXACT","Nephelomys albigularis",5786919,"Rodentia","Cricetidae"
"Oryzomys alfaroi","Oryzomys alfaroi",2438073,"ACCEPTED","EXACT","Oryzomys alfaroi",2438073,"Rodentia","Cricetidae"
"Oryzomys angouya","Oryzomys angouya",4265046,"SYNONYM","EXACT","Sooretamys angouya",5786884,"Rodentia","Cricetidae"
"Oryzomys auriventer","Oryzomys auriventer",2438106,"SYNONYM","EXACT","Nephelomys auriventer",5786920,"Rodentia","Cricetidae"
"Oryzomys balneator","Oryzomys balneator",2438087,"SYNONYM","EXACT","Oreoryzomys balneator",5786965,"Rodentia","Cricetidae"
"Oryzomys bolivaris","Oryzomys bolivaris",2438075,"SYNONYM","EXACT","Transandinomys bolivaris",5786980,"Rodentia","Cricetidae"
"Oryzomys caracolus","Oryzomys caracolus",4265038,"SYNONYM","EXACT","Nephelomys caracolus",5786918,"Rodentia","Cricetidae"
"Oryzomys chapmani","Oryzomys chapmani",2438077,"ACCEPTED","EXACT","Oryzomys chapmani",2438077,"Rodentia","Cricetidae"
"Oryzomys couesi","Oryzomys couesi",2438070,"ACCEPTED","EXACT","Oryzomys couesi",2438070,"Rodentia","Cricetidae"
"Oryzomys curasoae","Oryzomys curasoae",4265039,"ACCEPTED","EXACT","Oryzomys curasoae",4265039,"Rodentia","Cricetidae"
"Oryzomys devius","Oryzomys devius",2438065,"SYNONYM","EXACT","Nephelomys devius",5786915,"Rodentia","Cricetidae"
"Oryzomys dimidiatus","Oryzomys dimidiatus",2438079,"ACCEPTED","EXACT","Oryzomys dimidiatus",2438079,"Rodentia","Cricetidae"
"Oryzomys emmonsae","Oryzomys emmonsae",4265041,"SYNONYM","EXACT","Euryoryzomys emmonsae",5786862,"Rodentia","Cricetidae"
"Oryzomys galapagoensis","Oryzomys galapagoensis",2438067,"SYNONYM","EXACT","Aegialomys galapagoensis",5786854,"Rodentia","Cricetidae"
"Oryzomys gorgasi","Oryzomys gorgasi",2438091,"ACCEPTED","EXACT","Oryzomys gorgasi",2438091,"Rodentia","Cricetidae"
"Oryzomys hammondi","Oryzomys hammondi",2438081,"SYNONYM","EXACT","Mindomys hammondi",5786911,"Rodentia","Cricetidae"
"Oryzomys keaysi","Oryzomys keaysi",2438082,"SYNONYM","EXACT","Nephelomys keaysi",5786916,"Rodentia","Cricetidae"
"Oryzomys lamia","Oryzomys lamia",2438093,"SYNONYM","EXACT","Euryoryzomys lamia",5786859,"Rodentia","Cricetidae"
"Oryzomys laticeps","Oryzomys laticeps",4265044,"SYNONYM","EXACT","Hylaeamys laticeps",5786893,"Rodentia","Cricetidae"
"Oryzomys legatus","Oryzomys legatus",2438083,"SYNONYM","EXACT","Euryoryzomys legatus",5786864,"Rodentia","Cricetidae"
"Oryzomys levipes","Oryzomys levipes",2438094,"SYNONYM","EXACT","Nephelomys levipes",5786917,"Rodentia","Cricetidae"
"Oryzomys macconnelli","Oryzomys macconnelli",2438084,"SYNONYM","EXACT","Euryoryzomys macconnelli",5786858,"Rodentia","Cricetidae"
"Oryzomys maracajuensis","Oryzomys maracajuensis",4265052,"SYNONYM","EXACT","Cerradomys maracajuensis",5786902,"Rodentia","Cricetidae"
"Oryzomys marinhus","Oryzomys marinhus",4265049,"SYNONYM","EXACT","Cerradomys marinhus",5786900,"Rodentia","Cricetidae"
"Oryzomys megacephalus","Oryzomys megacephalus",4265045,"SYNONYM","EXACT","Hylaeamys megacephalus",5786888,"Rodentia","Cricetidae"
"Oryzomys melanotis","Oryzomys melanotis",2438072,"ACCEPTED","EXACT","Oryzomys melanotis",2438072,"Rodentia","Cricetidae"
"Oryzomys meridensis","Oryzomys meridensis",4265050,"SYNONYM","EXACT","Nephelomys meridensis",5786914,"Rodentia","Cricetidae"
"Oryzomys nelsoni","Oryzomys nelsoni",2438105,"ACCEPTED","EXACT","Oryzomys nelsoni",2438105,"Rodentia","Cricetidae"
"Oryzomys nitidus","Oryzomys nitidus",2438086,"SYNONYM","EXACT","Euryoryzomys nitidus",5786863,"Rodentia","Cricetidae"
"Oryzomys palustris","Oryzomys palustris",2438095,"ACCEPTED","EXACT","Oryzomys palustris",2438095,"Rodentia","Cricetidae"
"Oryzomys perenensis","Oryzomys perenensis",4265047,"SYNONYM","EXACT","Hylaeamys perenensis",5786889,"Rodentia","Cricetidae"
"Oryzomys polius","Oryzomys polius",2438107,"SYNONYM","EXACT","Eremoryzomys polius",5786881,"Rodentia","Cricetidae"
"Oryzomys rhabdops","Oryzomys rhabdops",2438076,"ACCEPTED","EXACT","Oryzomys rhabdops",2438076,"Rodentia","Cricetidae"
"Oryzomys rostratus","Oryzomys rostratus",2438109,"ACCEPTED","EXACT","Oryzomys rostratus",2438109,"Rodentia","Cricetidae"
"Oryzomys russatus","Oryzomys russatus",4265040,"SYNONYM","EXACT","Euryoryzomys russatus",5786860,"Rodentia","Cricetidae"
"Oryzomys saturatior","Oryzomys saturatior",2438078,"ACCEPTED","EXACT","Oryzomys saturatior",2438078,"Rodentia","Cricetidae"
"Oryzomys scotti","Oryzomys scotti",4265048,"SYNONYM","EXACT","Cerradomys scotti",5786901,"Rodentia","Cricetidae"
