"mentionned_species","canonical_names","gbif_id","status","match_type","accepted_species","accepted_gbif_id","order","family"
"Cryptotis goldmani","Cryptotis goldmani",5219488,"ACCEPTED","EXACT","Cryptotis goldmani",5219488,"Soricomorpha","Soricidae"
"Cryptotis goodwini","Cryptotis goodwini",5219479,"ACCEPTED","EXACT","Cryptotis goodwini",5219479,"Soricomorpha","Soricidae"
"Cryptotis gracilis","Cryptotis gracilis",5219505,"ACCEPTED","EXACT","Cryptotis gracilis",5219505,"Soricomorpha","Soricidae"
"Cryptotis griseoventris","Cryptotis griseoventris",5219486,"ACCEPTED","EXACT","Cryptotis griseoventris",5219486,"Soricomorpha","Soricidae"
"Cryptotis hondurensis","Cryptotis hondurensis",5219492,"ACCEPTED","EXACT","Cryptotis hondurensis",5219492,"Soricomorpha","Soricidae"
"Cryptotis magna","Cryptotis magna",5219481,"ACCEPTED","EXACT","Cryptotis magna",5219481,"Soricomorpha","Soricidae"
"Cryptotis mayensis","Cryptotis mayensis",5219502,"ACCEPTED","EXACT","Cryptotis mayensis",5219502,"Soricomorpha","Soricidae"
"Cryptotis medellinia","Cryptotis medellinia",5219487,"ACCEPTED","EXACT","Cryptotis medellinia",5219487,"Soricomorpha","Soricidae"
"Cryptotis mera","Cryptotis mera",5219504,"ACCEPTED","EXACT","Cryptotis mera",5219504,"Soricomorpha","Soricidae"
"Cryptotis meridensis","Cryptotis meridensis",5219507,"ACCEPTED","EXACT","Cryptotis meridensis",5219507,"Soricomorpha","Soricidae"
"Cryptotis merriami","Cryptotis merriami",5219491,"ACCEPTED","EXACT","Cryptotis merriami",5219491,"Soricomorpha","Soricidae"
"Cryptotis mexicana","Cryptotis mexicana",5219495,"ACCEPTED","EXACT","Cryptotis mexicana",5219495,"Soricomorpha","Soricidae"
"Cryptotis montivaga","Cryptotis montivaga",5219515,"ACCEPTED","EXACT","Cryptotis montivaga",5219515,"Soricomorpha","Soricidae"
"Cryptotis nelsoni","Cryptotis nelsoni",5219480,"ACCEPTED","EXACT","Cryptotis nelsoni",5219480,"Soricomorpha","Soricidae"
"Cryptotis nigrescens","Cryptotis nigrescens",5219484,"ACCEPTED","EXACT","Cryptotis nigrescens",5219484,"Soricomorpha","Soricidae"
"Cryptotis obscura","Cryptotis obscura",5219506,"ACCEPTED","EXACT","Cryptotis obscura",5219506,"Soricomorpha","Soricidae"
"Cryptotis orophila","Cryptotis orophila",5219493,"ACCEPTED","EXACT","Cryptotis orophila",5219493,"Soricomorpha","Soricidae"
"Cryptotis parva","Cryptotis parva",5219509,"ACCEPTED","EXACT","Cryptotis parva",5219509,"Soricomorpha","Soricidae"
"Cryptotis peregrina","Cryptotis peregrina",5219482,"ACCEPTED","EXACT","Cryptotis peregrina",5219482,"Soricomorpha","Soricidae"
"Cryptotis peruviensis","Cryptotis peruviensis",5219508,"ACCEPTED","EXACT","Cryptotis peruviensis",5219508,"Soricomorpha","Soricidae"
"Cryptotis phillipsii","Cryptotis phillipsii",5219483,"ACCEPTED","EXACT","Cryptotis phillipsii",5219483,"Soricomorpha","Soricidae"
"Cryptotis squamipes","Cryptotis squamipes",5219477,"ACCEPTED","EXACT","Cryptotis squamipes",5219477,"Soricomorpha","Soricidae"
"Cryptotis tamensis","Cryptotis tamensis",5219476,"ACCEPTED","EXACT","Cryptotis tamensis",5219476,"Soricomorpha","Soricidae"
"Cryptotis thomasi","Cryptotis thomasi",5219498,"ACCEPTED","EXACT","Cryptotis thomasi",5219498,"Soricomorpha","Soricidae"
"Cryptotis tropicalis","Cryptotis tropicalis",5219496,"ACCEPTED","EXACT","Cryptotis tropicalis",5219496,"Soricomorpha","Soricidae"
"Crypturellus atrocapillus","Crypturellus atrocapillus",2477529,"ACCEPTED","EXACT","Crypturellus atrocapillus",2477529,"Tinamiformes","Tinamidae"
"Crypturellus bartletti","Crypturellus bartletti",2477556,"ACCEPTED","EXACT","Crypturellus bartletti",2477556,"Tinamiformes","Tinamidae"
"Crypturellus berlepschi","Crypturellus berlepschi",2477528,"ACCEPTED","EXACT","Crypturellus berlepschi",2477528,"Tinamiformes","Tinamidae"
"Crypturellus boucardi","Crypturellus boucardi",2477567,"ACCEPTED","EXACT","Crypturellus boucardi",2477567,"Tinamiformes","Tinamidae"
"Crypturellus brevirostris","Crypturellus brevirostris",2477532,"ACCEPTED","EXACT","Crypturellus brevirostris",2477532,"Tinamiformes","Tinamidae"
"Crypturellus casiquiare","Crypturellus casiquiare",2477570,"ACCEPTED","EXACT","Crypturellus casiquiare",2477570,"Tinamiformes","Tinamidae"
"Crypturellus cinereus","Crypturellus cinereus",2477533,"ACCEPTED","EXACT","Crypturellus cinereus",2477533,"Tinamiformes","Tinamidae"
"Crypturellus cinnamomeus","Crypturellus cinnamomeus",2477493,"ACCEPTED","EXACT","Crypturellus cinnamomeus",2477493,"Tinamiformes","Tinamidae"
"Crypturellus duidae","Crypturellus duidae",2477534,"ACCEPTED","EXACT","Crypturellus duidae",2477534,"Tinamiformes","Tinamidae"
"Crypturellus erythropus","Crypturellus erythropus",2477546,"ACCEPTED","EXACT","Crypturellus erythropus",2477546,"Tinamiformes","Tinamidae"
"Crypturellus kerriae","Crypturellus kerriae",2477557,"ACCEPTED","EXACT","Crypturellus kerriae",2477557,"Tinamiformes","Tinamidae"
"Crypturellus noctivagus","Crypturellus noctivagus",2477503,"ACCEPTED","EXACT","Crypturellus noctivagus",2477503,"Tinamiformes","Tinamidae"
"Crypturellus obsoletus","Crypturellus obsoletus",2477535,"ACCEPTED","EXACT","Crypturellus obsoletus",2477535,"Tinamiformes","Tinamidae"
"Crypturellus parvirostris","Crypturellus parvirostris",2477558,"ACCEPTED","EXACT","Crypturellus parvirostris",2477558,"Tinamiformes","Tinamidae"
"Crypturellus ptaritepui","Crypturellus ptaritepui",2477506,"ACCEPTED","EXACT","Crypturellus ptaritepui",2477506,"Tinamiformes","Tinamidae"
"Crypturellus soui","Crypturellus soui",2477507,"ACCEPTED","EXACT","Crypturellus soui",2477507,"Tinamiformes","Tinamidae"
"Crypturellus strigulosus","Crypturellus strigulosus",2477559,"ACCEPTED","EXACT","Crypturellus strigulosus",2477559,"Tinamiformes","Tinamidae"
"Crypturellus tataupa","Crypturellus tataupa",2477522,"ACCEPTED","EXACT","Crypturellus tataupa",2477522,"Tinamiformes","Tinamidae"
"Crypturellus transfasciatus","Crypturellus transfasciatus",2477545,"ACCEPTED","EXACT","Crypturellus transfasciatus",2477545,"Tinamiformes","Tinamidae"
"Crypturellus undulatus","Crypturellus undulatus",2477560,"ACCEPTED","EXACT","Crypturellus undulatus",2477560,"Tinamiformes","Tinamidae"
"Crypturellus variegatus","Crypturellus variegatus",2477527,"ACCEPTED","EXACT","Crypturellus variegatus",2477527,"Tinamiformes","Tinamidae"
"Ctenodactylus gundi","Ctenodactylus gundi",5219941,"ACCEPTED","EXACT","Ctenodactylus gundi",5219941,"Rodentia","Ctenodactylidae"
"Ctenodactylus vali","Ctenodactylus vali",5219940,"ACCEPTED","EXACT","Ctenodactylus vali",5219940,"Rodentia","Ctenodactylidae"
"Ctenomys argentinus","Ctenomys argentinus",2439626,"ACCEPTED","EXACT","Ctenomys argentinus",2439626,"Rodentia","Ctenomyidae"
"Ctenomys australis","Ctenomys australis",2439639,"ACCEPTED","EXACT","Ctenomys australis",2439639,"Rodentia","Ctenomyidae"
"Ctenomys azarae","Ctenomys azarae",2439628,"ACCEPTED","EXACT","Ctenomys azarae",2439628,"Rodentia","Ctenomyidae"
"Ctenomys bergi","Ctenomys bergi",4263411,"ACCEPTED","EXACT","Ctenomys bergi",4263411,"Rodentia","Ctenomyidae"
"Ctenomys boliviensis","Ctenomys boliviensis",2439616,"ACCEPTED","EXACT","Ctenomys boliviensis",2439616,"Rodentia","Ctenomyidae"
"Ctenomys bonettoi","Ctenomys bonettoi",2439641,"ACCEPTED","EXACT","Ctenomys bonettoi",2439641,"Rodentia","Ctenomyidae"
"Ctenomys brasiliensis","Ctenomys brasiliensis",2439630,"ACCEPTED","EXACT","Ctenomys brasiliensis",2439630,"Rodentia","Ctenomyidae"
"Ctenomys budini","Ctenomys budini",4263398,"ACCEPTED","EXACT","Ctenomys budini",4263398,"Rodentia","Ctenomyidae"
"Ctenomys colburni","Ctenomys colburni",2439618,"ACCEPTED","EXACT","Ctenomys colburni",2439618,"Rodentia","Ctenomyidae"
"Ctenomys coludo","Ctenomys coludo",4263382,"ACCEPTED","EXACT","Ctenomys coludo",4263382,"Rodentia","Ctenomyidae"
"Ctenomys conoveri","Ctenomys conoveri",2439643,"ACCEPTED","EXACT","Ctenomys conoveri",2439643,"Rodentia","Ctenomyidae"
"Ctenomys coyhaiquensis","Ctenomys coyhaiquensis",4263368,"ACCEPTED","EXACT","Ctenomys coyhaiquensis",4263368,"Rodentia","Ctenomyidae"
"Ctenomys dorbignyi","Ctenomys dorbignyi",4263408,"ACCEPTED","EXACT","Ctenomys dorbignyi",4263408,"Rodentia","Ctenomyidae"
"Ctenomys dorsalis","Ctenomys dorsalis",2439632,"ACCEPTED","EXACT","Ctenomys dorsalis",2439632,"Rodentia","Ctenomyidae"
"Ctenomys emilianus","Ctenomys emilianus",2439620,"ACCEPTED","EXACT","Ctenomys emilianus",2439620,"Rodentia","Ctenomyidae"
"Ctenomys famosus","Ctenomys famosus",4263385,"ACCEPTED","EXACT","Ctenomys famosus",4263385,"Rodentia","Ctenomyidae"
"Ctenomys flamarioni","Ctenomys flamarioni",4263378,"ACCEPTED","EXACT","Ctenomys flamarioni",4263378,"Rodentia","Ctenomyidae"
"Ctenomys fochi","Ctenomys fochi",4263371,"ACCEPTED","EXACT","Ctenomys fochi",4263371,"Rodentia","Ctenomyidae"
"Ctenomys fodax","Ctenomys fodax",4263412,"ACCEPTED","EXACT","Ctenomys fodax",4263412,"Rodentia","Ctenomyidae"
"Ctenomys frater","Ctenomys frater",2439607,"ACCEPTED","EXACT","Ctenomys frater",2439607,"Rodentia","Ctenomyidae"
"Ctenomys fulvus","Ctenomys fulvus",2439609,"ACCEPTED","EXACT","Ctenomys fulvus",2439609,"Rodentia","Ctenomyidae"
"Ctenomys goodfellowi","Ctenomys goodfellowi",4263406,"ACCEPTED","EXACT","Ctenomys goodfellowi",4263406,"Rodentia","Ctenomyidae"
"Ctenomys haigi","Ctenomys haigi",2439635,"ACCEPTED","EXACT","Ctenomys haigi",2439635,"Rodentia","Ctenomyidae"
"Ctenomys johannis","Ctenomys johannis",4263377,"ACCEPTED","EXACT","Ctenomys johannis",4263377,"Rodentia","Ctenomyidae"
"Ctenomys juris","Ctenomys juris",4263369,"ACCEPTED","EXACT","Ctenomys juris",4263369,"Rodentia","Ctenomyidae"
"Ctenomys knighti","Ctenomys knighti",2439622,"ACCEPTED","EXACT","Ctenomys knighti",2439622,"Rodentia","Ctenomyidae"
"Ctenomys lami","Ctenomys lami",4263400,"ACCEPTED","EXACT","Ctenomys lami",4263400,"Rodentia","Ctenomyidae"
"Ctenomys latro","Ctenomys latro",2439611,"ACCEPTED","EXACT","Ctenomys latro",2439611,"Rodentia","Ctenomyidae"
"Ctenomys leucodon","Ctenomys leucodon",2439637,"ACCEPTED","EXACT","Ctenomys leucodon",2439637,"Rodentia","Ctenomyidae"
"Ctenomys lewisi","Ctenomys lewisi",2439624,"ACCEPTED","EXACT","Ctenomys lewisi",2439624,"Rodentia","Ctenomyidae"
"Ctenomys magellanicus","Ctenomys magellanicus",2439613,"ACCEPTED","EXACT","Ctenomys magellanicus",2439613,"Rodentia","Ctenomyidae"
"Ctenomys maulinus","Ctenomys maulinus",2439638,"ACCEPTED","EXACT","Ctenomys maulinus",2439638,"Rodentia","Ctenomyidae"
"Ctenomys mendocinus","Ctenomys mendocinus",2439625,"ACCEPTED","EXACT","Ctenomys mendocinus",2439625,"Rodentia","Ctenomyidae"
"Ctenomys minutus","Ctenomys minutus",2439614,"ACCEPTED","EXACT","Ctenomys minutus",2439614,"Rodentia","Ctenomyidae"
"Ctenomys occultus","Ctenomys occultus",2439615,"ACCEPTED","EXACT","Ctenomys occultus",2439615,"Rodentia","Ctenomyidae"
"Ctenomys opimus","Ctenomys opimus",2439640,"ACCEPTED","EXACT","Ctenomys opimus",2439640,"Rodentia","Ctenomyidae"
"Ctenomys osvaldoreigi","Ctenomys osvaldoreigi",4263386,"ACCEPTED","EXACT","Ctenomys osvaldoreigi",4263386,"Rodentia","Ctenomyidae"
"Ctenomys pearsoni","Ctenomys pearsoni",2439629,"ACCEPTED","EXACT","Ctenomys pearsoni",2439629,"Rodentia","Ctenomyidae"
"Ctenomys perrensi","Ctenomys perrensi",4263372,"ACCEPTED","EXACT","Ctenomys perrensi",4263372,"Rodentia","Ctenomyidae"
"Ctenomys peruanus","Ctenomys peruanus",2439642,"ACCEPTED","EXACT","Ctenomys peruanus",2439642,"Rodentia","Ctenomyidae"
"Ctenomys pilarensis","Ctenomys pilarensis",4263404,"ACCEPTED","EXACT","Ctenomys pilarensis",4263404,"Rodentia","Ctenomyidae"
"Ctenomys pontifex","Ctenomys pontifex",2439631,"ACCEPTED","EXACT","Ctenomys pontifex",2439631,"Rodentia","Ctenomyidae"
"Ctenomys porteousi","Ctenomys porteousi",2439619,"ACCEPTED","EXACT","Ctenomys porteousi",2439619,"Rodentia","Ctenomyidae"
"Ctenomys pundti","Ctenomys pundti",4263380,"ACCEPTED","EXACT","Ctenomys pundti",4263380,"Rodentia","Ctenomyidae"
"Ctenomys rionegrensis","Ctenomys rionegrensis",4263376,"ACCEPTED","EXACT","Ctenomys rionegrensis",4263376,"Rodentia","Ctenomyidae"
"Ctenomys roigi","Ctenomys roigi",4263417,"ACCEPTED","EXACT","Ctenomys roigi",4263417,"Rodentia","Ctenomyidae"
"Ctenomys saltarius","Ctenomys saltarius",2439606,"ACCEPTED","EXACT","Ctenomys saltarius",2439606,"Rodentia","Ctenomyidae"
"Ctenomys scagliai","Ctenomys scagliai",4263399,"ACCEPTED","EXACT","Ctenomys scagliai",4263399,"Rodentia","Ctenomyidae"
"Ctenomys sericeus","Ctenomys sericeus",2439633,"ACCEPTED","EXACT","Ctenomys sericeus",2439633,"Rodentia","Ctenomyidae"
"Ctenomys sociabilis","Ctenomys sociabilis",2439608,"ACCEPTED","EXACT","Ctenomys sociabilis",2439608,"Rodentia","Ctenomyidae"
"Ctenomys steinbachi","Ctenomys steinbachi",2439634,"ACCEPTED","EXACT","Ctenomys steinbachi",2439634,"Rodentia","Ctenomyidae"
"Ctenomys sylvanus","Ctenomys sylvanus",4263370,"ACCEPTED","EXACT","Ctenomys sylvanus",4263370,"Rodentia","Ctenomyidae"
"Ctenomys talarum","Ctenomys talarum",2439621,"ACCEPTED","EXACT","Ctenomys talarum",2439621,"Rodentia","Ctenomyidae"
"Ctenomys torquatus","Ctenomys torquatus",2439610,"ACCEPTED","EXACT","Ctenomys torquatus",2439610,"Rodentia","Ctenomyidae"
"Ctenomys tuconax","Ctenomys tuconax",2439636,"ACCEPTED","EXACT","Ctenomys tuconax",2439636,"Rodentia","Ctenomyidae"
"Ctenomys tucumanus","Ctenomys tucumanus",2439623,"ACCEPTED","EXACT","Ctenomys tucumanus",2439623,"Rodentia","Ctenomyidae"
"Ctenomys tulduco","Ctenomys tulduco",4263381,"ACCEPTED","EXACT","Ctenomys tulduco",4263381,"Rodentia","Ctenomyidae"
"Ctenomys validus","Ctenomys validus",2439612,"ACCEPTED","EXACT","Ctenomys validus",2439612,"Rodentia","Ctenomyidae"
"Ctenomys viperinus","Ctenomys viperinus",4263367,"ACCEPTED","EXACT","Ctenomys viperinus",4263367,"Rodentia","Ctenomyidae"
"Ctenomys yolandae","Ctenomys yolandae",4263407,"ACCEPTED","EXACT","Ctenomys yolandae",4263407,"Rodentia","Ctenomyidae"
"Cuniculus paca","Cuniculus paca",4263039,"ACCEPTED","EXACT","Cuniculus paca",4263039,"Rodentia","Cuniculidae"
"Cuniculus taczanowskii","Cuniculus taczanowskii",5706515,"ACCEPTED","EXACT","Cuniculus taczanowskii",5706515,"Rodentia","Cuniculidae"
"Cuon alpinus","Cuon alpinus",2434317,"ACCEPTED","EXACT","Cuon alpinus",2434317,"Carnivora","Canidae"
"Cuscomys ashaninka","Cuscomys ashaninka",4264786,"ACCEPTED","EXACT","Cuscomys ashaninka",4264786,"Rodentia","Abrocomidae"
"Cuscomys oblativa","Cuscomys oblativa",4264785,"ACCEPTED","EXACT","Cuscomys oblativa",4264785,"Rodentia","Abrocomidae"
"Cyclopes didactylus","Cyclopes didactylus",2436326,"ACCEPTED","EXACT","Cyclopes didactylus",2436326,"Pilosa","Cyclopedidae"
"Cynictis penicillata","Cynictis penicillata",2434174,"ACCEPTED","EXACT","Cynictis penicillata",2434174,"Carnivora","Herpestidae"
"Cynocephalus volans","Cynocephalus volans",5218414,"ACCEPTED","EXACT","Cynocephalus volans",5218414,"Dermoptera","Cynocephalidae"
"Cynogale bennettii","Cynogale bennettii",2434758,"ACCEPTED","EXACT","Cynogale bennettii",2434758,"Carnivora","Viverridae"
"Cynomops abrasus","Cynomops abrasus",7261913,"ACCEPTED","EXACT","Cynomops abrasus",7261913,"Chiroptera","Molossidae"
"Cynomops greenhalli","Cynomops greenhalli",4266508,"ACCEPTED","EXACT","Cynomops greenhalli",4266508,"Chiroptera","Molossidae"
"Cynomops mexicanus","Cynomops mexicanus",4266504,"ACCEPTED","EXACT","Cynomops mexicanus",4266504,"Chiroptera","Molossidae"
"Cynomops paranus","Cynomops paranus",4266510,"ACCEPTED","EXACT","Cynomops paranus",4266510,"Chiroptera","Molossidae"
"Cynomops planirostris","Cynomops planirostris",4266507,"ACCEPTED","EXACT","Cynomops planirostris",4266507,"Chiroptera","Molossidae"
"Cynomys gunnisoni","Cynomys gunnisoni",2437236,"ACCEPTED","EXACT","Cynomys gunnisoni",2437236,"Rodentia","Sciuridae"
"Cynomys leucurus","Cynomys leucurus",2437233,"ACCEPTED","EXACT","Cynomys leucurus",2437233,"Rodentia","Sciuridae"
"Cynomys ludovicianus","Cynomys ludovicianus",2437232,"ACCEPTED","EXACT","Cynomys ludovicianus",2437232,"Rodentia","Sciuridae"
"Cynomys mexicanus","Cynomys mexicanus",2437234,"ACCEPTED","EXACT","Cynomys mexicanus",2437234,"Rodentia","Sciuridae"
"Cynomys parvidens","Cynomys parvidens",2437235,"ACCEPTED","EXACT","Cynomys parvidens",2437235,"Rodentia","Sciuridae"
"Cynopterus brachyotis","Cynopterus brachyotis",2432837,"ACCEPTED","EXACT","Cynopterus brachyotis",2432837,"Chiroptera","Pteropodidae"
"Cynopterus horsfieldii","Cynopterus horsfieldii",7261747,"ACCEPTED","EXACT","Cynopterus horsfieldii",7261747,"Chiroptera","Pteropodidae"
"Cynopterus luzoniensis","Cynopterus luzoniensis",4265693,"ACCEPTED","EXACT","Cynopterus luzoniensis",4265693,"Chiroptera","Pteropodidae"
"Cynopterus minutus","Cynopterus minutus",4265710,"ACCEPTED","EXACT","Cynopterus minutus",4265710,"Chiroptera","Pteropodidae"
"Cynopterus nusatenggara","Cynopterus nusatenggara",2432838,"ACCEPTED","EXACT","Cynopterus nusatenggara",2432838,"Chiroptera","Pteropodidae"
"Cynopterus sphinx","Cynopterus sphinx",2432836,"ACCEPTED","EXACT","Cynopterus sphinx",2432836,"Chiroptera","Pteropodidae"
"Cynopterus titthaecheilus","Cynopterus titthaecheilus",2432833,"ACCEPTED","EXACT","Cynopterus titthaecheilus",2432833,"Chiroptera","Pteropodidae"
"Cystophora cristata","Cystophora cristata",5219378,"ACCEPTED","EXACT","Cystophora cristata",5219378,"Carnivora","Phocidae"
"Cyttarops alecto","Cyttarops alecto",2433138,"ACCEPTED","EXACT","Cyttarops alecto",2433138,"Chiroptera","Emballonuridae"
"Dacnomys millardi","Dacnomys millardi",2438329,"ACCEPTED","EXACT","Dacnomys millardi",2438329,"Rodentia","Muridae"
"Dactylomys boliviensis","Dactylomys boliviensis",2439798,"ACCEPTED","EXACT","Dactylomys boliviensis",2439798,"Rodentia","Echimyidae"
"Dactylomys dactylinus","Dactylomys dactylinus",2439800,"ACCEPTED","EXACT","Dactylomys dactylinus",2439800,"Rodentia","Echimyidae"
"Dactylomys peruanus","Dactylomys peruanus",2439799,"ACCEPTED","EXACT","Dactylomys peruanus",2439799,"Rodentia","Echimyidae"
"Dactylopsila megalura","Dactylopsila megalura",2440038,"ACCEPTED","EXACT","Dactylopsila megalura",2440038,"Diprotodontia","Petauridae"
"Dactylopsila palpator","Dactylopsila palpator",2440032,"ACCEPTED","EXACT","Dactylopsila palpator",2440032,"Diprotodontia","Petauridae"
"Dactylopsila tatei","Dactylopsila tatei",2440039,"ACCEPTED","EXACT","Dactylopsila tatei",2440039,"Diprotodontia","Petauridae"
"Dactylopsila trivirgata","Dactylopsila trivirgata",2440033,"ACCEPTED","EXACT","Dactylopsila trivirgata",2440033,"Diprotodontia","Petauridae"
"Dama dama","Dama dama",5220136,"ACCEPTED","EXACT","Dama dama",5220136,"Artiodactyla","Cervidae"
"Damaliscus korrigum","Damaliscus korrigum",7261430,"ACCEPTED","EXACT","Damaliscus korrigum",7261430,"Artiodactyla","Bovidae"
"Damaliscus lunatus","Damaliscus lunatus",2441041,"ACCEPTED","EXACT","Damaliscus lunatus",2441041,"Artiodactyla","Bovidae"
"Damaliscus pygargus","Damaliscus pygargus",2441042,"ACCEPTED","EXACT","Damaliscus pygargus",2441042,"Artiodactyla","Bovidae"
"Damaliscus superstes","Damaliscus superstes",4262638,"ACCEPTED","EXACT","Damaliscus superstes",4262638,"Artiodactyla","Bovidae"
"Dasycercus cristicauda","Dasycercus cristicauda",2435422,"ACCEPTED","EXACT","Dasycercus cristicauda",2435422,"Dasyuromorphia","Dasyuridae"
"Dasykaluta rosamondae","Dasykaluta rosamondae",2435441,"ACCEPTED","EXACT","Dasykaluta rosamondae",2435441,"Dasyuromorphia","Dasyuridae"
"Dasymys alleni","Dasymys alleni",4264904,"ACCEPTED","EXACT","Dasymys alleni",4264904,"Rodentia","Muridae"
"Dasymys cabrali","Dasymys cabrali",4264903,"ACCEPTED","EXACT","Dasymys cabrali",4264903,"Rodentia","Muridae"
"Dasymys foxi","Dasymys foxi",2438417,"ACCEPTED","EXACT","Dasymys foxi",2438417,"Rodentia","Muridae"
"Dasymys incomtus","Dasymys incomtus",2438420,"ACCEPTED","EXACT","Dasymys incomtus",2438420,"Rodentia","Muridae"
"Dasymys montanus","Dasymys montanus",2438418,"ACCEPTED","EXACT","Dasymys montanus",2438418,"Rodentia","Muridae"
"Dasymys nudipes","Dasymys nudipes",2438416,"ACCEPTED","EXACT","Dasymys nudipes",2438416,"Rodentia","Muridae"
"Dasymys rufulus","Dasymys rufulus",2438419,"ACCEPTED","EXACT","Dasymys rufulus",2438419,"Rodentia","Muridae"
"Dasymys rwandae","Dasymys rwandae",4264902,"ACCEPTED","EXACT","Dasymys rwandae",4264902,"Rodentia","Muridae"
