"reference_ID","first_author","reference_year","data_source","data_digitizer","data_checker","sample_type","body_part","food_ref","egestion_age","egestion_age_unit","bodymass_mean","bodymass_min","bodymass_max","bodymass_value_error","bodymass_error_type","bodymass_n_samples","bodymass_unit","bodymass_weight_type","age_mean","age_min","age_max","age_value_error","age_error_type","age_n_samples","age_unit","male_prop","sampling_year","sampling_month","sampling_day","sampling_season","sampling_location","sampling_latitude","sampling_longitude","location_in_reference","organism_name_ref","species_latin_name_ref","species_latin_name_gbif","gbif_id","gbif_id2","organism_stage","environment","temperature","food_ID","body_ID","feces_ID","urine_ID","nb_items_per_sample","nb_individuals_per_sample","individual_known","observation_resolution","observation_ID","animal_group_ID","times_series_ID","time_point","time_unit","repetition_ID","component_name","component_mean","component_min","component_max","component_value_error","component_error_type","component_n_samples","component_unit","component_weight_type","component_data_type","component_detail","component_extraction_method","component_measure_method","freezing","autoclaving","drying","oven","drying_time","drying_time_unit","drying_temp","drying_temp_unit","grinding","grinding_fineness","grinding_fineness_unit","comments"
"1030_999","charberet",2020,568,"charberet",NA,"feces",NA,NA,"<24","hour",70,NA,NA,NA,NA,2,"kg","ww",4.5,3,6,2.12132,"standard_deviation",2,"year",1,2021,1,30,NA,"menagerie",NA,NA,NA,NA,"potamochoerus_porcus","potamochoerus_porcus",2441225,2441225,"adult","zoo","11",NA,NA,47,NA,NA,2,0,"population",537,47,NA,NA,NA,NA,"Mg",3078,NA,NA,NA,NA,1,"mg/kg","dw","stock",NA,NA,"icp",1,1,1,1,48,"hour",60,"c",1,80,"µm","F-2441225-568-g1-1"
"1030_999","charberet",2020,568,"charberet",NA,"feces",NA,NA,"<24","hour",70,NA,NA,NA,NA,2,"kg","ww",4.5,3,6,2.12132,"standard_deviation",2,"year",1,2021,1,30,NA,"menagerie",NA,NA,NA,NA,"potamochoerus_porcus","potamochoerus_porcus",2441225,2441225,"adult","zoo","11",NA,NA,47,NA,NA,2,0,"population",538,47,NA,NA,NA,NA,"P",1.43,NA,NA,NA,NA,1,"%","dw","stock",NA,NA,"icp",1,1,1,1,48,"hour",60,"c",1,80,"µm","F-2441225-568-g1-1"
"1030_999","charberet",2020,800,"charberet",NA,"feces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"parc_zoologique_de_paris",NA,NA,NA,NA,"arctocephalus_australis","arctocephalus_australis",2433480,2433480,NA,"zoo",NA,NA,NA,40,NA,NA,NA,NA,"individual",539,40,NA,NA,NA,NA,"K",1351,NA,NA,NA,NA,1,"mg/kg","dw","stock",NA,NA,"icp",1,1,1,1,48,"hour",60,"c",1,80,"µm","F-2433480-800-i1-1"
"1030_999","charberet",2020,800,"charberet",NA,"feces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"parc_zoologique_de_paris",NA,NA,NA,NA,"arctocephalus_australis","arctocephalus_australis",2433480,2433480,NA,"zoo",NA,NA,NA,40,NA,NA,NA,NA,"individual",540,40,NA,NA,NA,NA,"Mg",9234,NA,NA,NA,NA,1,"mg/kg","dw","stock",NA,NA,"icp",1,1,1,1,48,"hour",60,"c",1,80,"µm","F-2433480-800-i1-1"
"1030_999","charberet",2020,800,"charberet",NA,"feces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"parc_zoologique_de_paris",NA,NA,NA,NA,"arctocephalus_australis","arctocephalus_australis",2433480,2433480,NA,"zoo",NA,NA,NA,40,NA,NA,NA,NA,"individual",541,40,NA,NA,NA,NA,"P",10.6,NA,NA,NA,NA,1,"%","dw","stock",NA,NA,"icp",1,1,1,1,48,"hour",60,"c",1,80,"µm","F-2433480-800-i1-1"
"1030_999","charberet",2020,619,"charberet",NA,"feces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,6,10,NA,"palais_de_la_decouverte",NA,NA,NA,NA,"heloderma_horridum","heloderma_horridum",2460820,2460820,NA,"zoo",NA,NA,NA,29,NA,NA,NA,NA,"individual",542,29,NA,NA,NA,NA,"K",2231,NA,NA,NA,NA,1,"mg/kg","dw","stock",NA,NA,"icp",1,1,1,1,48,"hour",60,"c",1,80,"µm","F-2460820-619-i1-1"
"1030_999","charberet",2020,619,"charberet",NA,"feces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,6,10,NA,"palais_de_la_decouverte",NA,NA,NA,NA,"heloderma_horridum","heloderma_horridum",2460820,2460820,NA,"zoo",NA,NA,NA,29,NA,NA,NA,NA,"individual",543,29,NA,NA,NA,NA,"Mg",758,NA,NA,NA,NA,1,"mg/kg","dw","stock",NA,NA,"icp",1,1,1,1,48,"hour",60,"c",1,80,"µm","F-2460820-619-i1-1"
"1030_999","charberet",2020,619,"charberet",NA,"feces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,6,10,NA,"palais_de_la_decouverte",NA,NA,NA,NA,"heloderma_horridum","heloderma_horridum",2460820,2460820,NA,"zoo",NA,NA,NA,29,NA,NA,NA,NA,"individual",544,29,NA,NA,NA,NA,"P",2.43,NA,NA,NA,NA,1,"%","dw","stock",NA,NA,"icp",1,1,1,1,48,"hour",60,"c",1,80,"µm","F-2460820-619-i1-1"
"1030_999","charberet",2020,568,"charberet",NA,"feces",NA,NA,"<24","hour",2,NA,NA,NA,NA,2,"kg","ww",4.5,2,7,3.535534,"standard_deviation",2,"year",1,2021,1,27,NA,"menagerie",NA,NA,NA,NA,"phloeomys_pallidus","phloeomys_pallidus",2438569,2438569,"adult","zoo","12",NA,NA,3,NA,NA,2,0,"population",545,3,NA,NA,NA,NA,"K",1.79,NA,NA,NA,NA,1,"%","dw","stock",NA,NA,"icp",1,1,1,1,48,"hour",60,"c",1,80,"µm","F-2438569-568-g1-1"
"1030_999","charberet",2020,568,"charberet",NA,"feces",NA,NA,"<24","hour",2,NA,NA,NA,NA,2,"kg","ww",4.5,2,7,3.535534,"standard_deviation",2,"year",1,2021,1,27,NA,"menagerie",NA,NA,NA,NA,"phloeomys_pallidus","phloeomys_pallidus",2438569,2438569,"adult","zoo","12",NA,NA,3,NA,NA,2,0,"population",546,3,NA,NA,NA,NA,"Mg",3527,NA,NA,NA,NA,1,"mg/kg","dw","stock",NA,NA,"icp",1,1,1,1,48,"hour",60,"c",1,80,"µm","F-2438569-568-g1-1"
"1030_999","charberet",2020,568,"charberet",NA,"feces",NA,NA,"<24","hour",2,NA,NA,NA,NA,2,"kg","ww",4.5,2,7,3.535534,"standard_deviation",2,"year",1,2021,1,27,NA,"menagerie",NA,NA,NA,NA,"phloeomys_pallidus","phloeomys_pallidus",2438569,2438569,"adult","zoo","12",NA,NA,3,NA,NA,2,0,"population",547,3,NA,NA,NA,NA,"P",1.75,NA,NA,NA,NA,1,"%","dw","stock",NA,NA,"icp",1,1,1,1,48,"hour",60,"c",1,80,"µm","F-2438569-568-g1-1"
"1030_999","charberet",2020,103,"charberet",NA,"feces",NA,"melange_safari_luzerne_foin","<24","hour",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,2021,1,27,NA,"zoo_african_safari",NA,NA,NA,NA,"kobus_ellipsiprymnus","kobus_ellipsiprymnus",5220160,5220160,NA,"zoo","12",NA,NA,55,NA,NA,4,0,"population",548,55,NA,NA,NA,NA,"K",1.8,NA,NA,NA,NA,1,"%","dw","stock",NA,NA,"icp",1,1,1,1,48,"hour",60,"c",1,80,"µm","F-5220160-103-g2-1"
"1030_999","charberet",2020,103,"charberet",NA,"feces",NA,"melange_safari_luzerne_foin","<24","hour",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,2021,1,27,NA,"zoo_african_safari",NA,NA,NA,NA,"kobus_ellipsiprymnus","kobus_ellipsiprymnus",5220160,5220160,NA,"zoo","12",NA,NA,55,NA,NA,4,0,"population",549,55,NA,NA,NA,NA,"Mg",3119,NA,NA,NA,NA,1,"mg/kg","dw","stock",NA,NA,"icp",1,1,1,1,48,"hour",60,"c",1,80,"µm","F-5220160-103-g2-1"
"1030_999","charberet",2020,103,"charberet",NA,"feces",NA,"melange_safari_luzerne_foin","<24","hour",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,2021,1,27,NA,"zoo_african_safari",NA,NA,NA,NA,"kobus_ellipsiprymnus","kobus_ellipsiprymnus",5220160,5220160,NA,"zoo","12",NA,NA,55,NA,NA,4,0,"population",550,55,NA,NA,NA,NA,"P",5357,NA,NA,NA,NA,1,"mg/kg","dw","stock",NA,NA,"icp",1,1,1,1,48,"hour",60,"c",1,80,"µm","F-5220160-103-g2-1"
"1030_999","charberet",2020,800,"charberet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ceratotherium_simum","ceratotherium_simum",2440880,2440880,NA,"zoo",NA,NA,NA,190,NA,NA,NA,NA,"individual",551,NA,NA,NA,NA,NA,"K",1.45,NA,NA,NA,NA,1,"%","dw","stock",NA,NA,"icp",1,1,1,1,48,"hour",60,"c",1,80,"µm","F-2440880-800-i-1"
"1030_999","charberet",2020,800,"charberet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ceratotherium_simum","ceratotherium_simum",2440880,2440880,NA,"zoo",NA,NA,NA,190,NA,NA,NA,NA,"individual",552,NA,NA,NA,NA,NA,"Mg",1089,NA,NA,NA,NA,1,"mg/kg","dw","stock",NA,NA,"icp",1,1,1,1,48,"hour",60,"c",1,80,"µm","F-2440880-800-i-1"
"1030_999","charberet",2020,800,"charberet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ceratotherium_simum","ceratotherium_simum",2440880,2440880,NA,"zoo",NA,NA,NA,190,NA,NA,NA,NA,"individual",553,NA,NA,NA,NA,NA,"P",2144,NA,NA,NA,NA,1,"mg/kg","dw","stock",NA,NA,"icp",1,1,1,1,48,"hour",60,"c",1,80,"µm","F-2440880-800-i-1"
"1030_999","charberet",2020,568,"charberet",NA,"feces",NA,NA,"<24","hour",7,NA,NA,NA,NA,1,"kg","ww",10,NA,NA,NA,NA,1,"year",1,2021,1,30,NA,"menagerie",NA,NA,NA,NA,"felis_manul","felis_manul",2435023,2435023,"adult","zoo","11",NA,NA,1,NA,NA,1,1,"individual",554,1,NA,NA,NA,NA,"K",1500,NA,NA,NA,NA,1,"mg/kg","dw","stock",NA,NA,"icp",1,1,1,1,48,"hour",60,"c",1,80,"µm","F-2435023-568-i1-1"
"1030_999","charberet",2020,568,"charberet",NA,"feces",NA,NA,"<24","hour",7,NA,NA,NA,NA,1,"kg","ww",10,NA,NA,NA,NA,1,"year",1,2021,1,30,NA,"menagerie",NA,NA,NA,NA,"felis_manul","felis_manul",2435023,2435023,"adult","zoo","11",NA,NA,1,NA,NA,1,1,"individual",555,1,NA,NA,NA,NA,"Mg",4427,NA,NA,NA,NA,1,"mg/kg","dw","stock",NA,NA,"icp",1,1,1,1,48,"hour",60,"c",1,80,"µm","F-2435023-568-i1-1"
"1030_999","charberet",2020,568,"charberet",NA,"feces",NA,NA,"<24","hour",7,NA,NA,NA,NA,1,"kg","ww",10,NA,NA,NA,NA,1,"year",1,2021,1,30,NA,"menagerie",NA,NA,NA,NA,"felis_manul","felis_manul",2435023,2435023,"adult","zoo","11",NA,NA,1,NA,NA,1,1,"individual",556,1,NA,NA,NA,NA,"P",5.5,NA,NA,NA,NA,1,"%","dw","stock",NA,NA,"icp",1,1,1,1,48,"hour",60,"c",1,80,"µm","F-2435023-568-i1-1"
"1030_999","charberet",2020,103,"charberet",NA,"feces",NA,NA,"<24","hour",43,NA,NA,NA,NA,3,"kg","ww",3,NA,NA,NA,NA,3,"year",1,2021,1,28,NA,"zoo_african_safari",NA,NA,NA,NA,"acinonyx_jubatus","acinonyx_jubatus",2435270,2435270,"adult","zoo","12",NA,NA,14,NA,NA,3,0,"population",557,14,NA,NA,NA,NA,"K",3564,NA,NA,NA,NA,1,"mg/kg","dw","stock",NA,NA,"icp",1,1,1,1,48,"hour",60,"c",1,80,"µm","F-2435270-103-g1-1"
"1030_999","charberet",2020,103,"charberet",NA,"feces",NA,NA,"<24","hour",43,NA,NA,NA,NA,3,"kg","ww",3,NA,NA,NA,NA,3,"year",1,2021,1,28,NA,"zoo_african_safari",NA,NA,NA,NA,"acinonyx_jubatus","acinonyx_jubatus",2435270,2435270,"adult","zoo","12",NA,NA,14,NA,NA,3,0,"population",558,14,NA,NA,NA,NA,"Mg",6080,NA,NA,NA,NA,1,"mg/kg","dw","stock",NA,NA,"icp",1,1,1,1,48,"hour",60,"c",1,80,"µm","F-2435270-103-g1-1"
"1030_999","charberet",2020,103,"charberet",NA,"feces",NA,NA,"<24","hour",43,NA,NA,NA,NA,3,"kg","ww",3,NA,NA,NA,NA,3,"year",1,2021,1,28,NA,"zoo_african_safari",NA,NA,NA,NA,"acinonyx_jubatus","acinonyx_jubatus",2435270,2435270,"adult","zoo","12",NA,NA,14,NA,NA,3,0,"population",559,14,NA,NA,NA,NA,"P",6.01,NA,NA,NA,NA,1,"%","dw","stock",NA,NA,"icp",1,1,1,1,48,"hour",60,"c",1,80,"µm","F-2435270-103-g1-1"
"1030_999","charberet",2020,800,"charberet",NA,"feces",NA,"insect","<8","hour",0.068,NA,NA,NA,NA,1,"kg","ww",1,NA,NA,NA,NA,1,"year",0,2020,2,24,NA,"parc_zoologique_de_paris",NA,NA,NA,NA,"furcifer_pardalis","furcifer_pardalis",5221988,5221988,"adult","zoo","25",NA,NA,19,NA,NA,1,1,"individual",560,19,NA,NA,NA,NA,"K",1.7,NA,NA,NA,NA,1,"%","dw","stock",NA,NA,"icp",1,1,1,1,48,"hour",60,"c",1,80,"µm","F-5221988-800-i1-1"
"1030_999","charberet",2020,800,"charberet",NA,"feces",NA,"insect","<8","hour",0.068,NA,NA,NA,NA,1,"kg","ww",1,NA,NA,NA,NA,1,"year",0,2020,2,24,NA,"parc_zoologique_de_paris",NA,NA,NA,NA,"furcifer_pardalis","furcifer_pardalis",5221988,5221988,"adult","zoo","25",NA,NA,19,NA,NA,1,1,"individual",561,19,NA,NA,NA,NA,"Mg",1287,NA,NA,NA,NA,1,"mg/kg","dw","stock",NA,NA,"icp",1,1,1,1,48,"hour",60,"c",1,80,"µm","F-5221988-800-i1-1"
"1030_999","charberet",2020,800,"charberet",NA,"feces",NA,"insect","<8","hour",0.068,NA,NA,NA,NA,1,"kg","ww",1,NA,NA,NA,NA,1,"year",0,2020,2,24,NA,"parc_zoologique_de_paris",NA,NA,NA,NA,"furcifer_pardalis","furcifer_pardalis",5221988,5221988,"adult","zoo","25",NA,NA,19,NA,NA,1,1,"individual",562,19,NA,NA,NA,NA,"P",8666,NA,NA,NA,NA,1,"mg/kg","dw","stock",NA,NA,"icp",1,1,1,1,48,"hour",60,"c",1,80,"µm","F-5221988-800-i1-1"
"1030_999","charberet",2020,103,"charberet",NA,"feces",NA,NA,"<24","hour",5,NA,NA,NA,NA,2,"kg","ww",4,NA,NA,NA,NA,2,"year",0,2021,1,25,NA,"zoo_african_safari",NA,NA,NA,NA,"ailurus_fulgens","ailurus_fulgens",5219446,5219446,"adult","zoo","19",NA,NA,8,NA,NA,2,0,"population",563,8,NA,NA,NA,NA,"K",1.05,NA,NA,NA,NA,1,"%","dw","stock",NA,NA,"icp",1,1,1,1,48,"hour",60,"c",1,80,"µm","F-5219446-103-g1-1"
"1030_999","charberet",2020,103,"charberet",NA,"feces",NA,NA,"<24","hour",5,NA,NA,NA,NA,2,"kg","ww",4,NA,NA,NA,NA,2,"year",0,2021,1,25,NA,"zoo_african_safari",NA,NA,NA,NA,"ailurus_fulgens","ailurus_fulgens",5219446,5219446,"adult","zoo","19",NA,NA,8,NA,NA,2,0,"population",564,8,NA,NA,NA,NA,"Mg",1300,NA,NA,NA,NA,1,"mg/kg","dw","stock",NA,NA,"icp",1,1,1,1,48,"hour",60,"c",1,80,"µm","F-5219446-103-g1-1"
"1030_999","charberet",2020,103,"charberet",NA,"feces",NA,NA,"<24","hour",5,NA,NA,NA,NA,2,"kg","ww",4,NA,NA,NA,NA,2,"year",0,2021,1,25,NA,"zoo_african_safari",NA,NA,NA,NA,"ailurus_fulgens","ailurus_fulgens",5219446,5219446,"adult","zoo","19",NA,NA,8,NA,NA,2,0,"population",565,8,NA,NA,NA,NA,"P",410,NA,NA,NA,NA,1,"mg/kg","dw","stock",NA,NA,"icp",1,1,1,1,48,"hour",60,"c",1,80,"µm","F-5219446-103-g1-1"
"1030_999","charberet",2020,103,"charberet",NA,"feces",NA,NA,"<24","hour",3200,NA,NA,NA,NA,1,"kg","ww",22,NA,NA,NA,NA,1,"year",0,2021,1,28,NA,"zoo_african_safari",NA,NA,NA,NA,"loxodonta_africana","loxodonta_africana",2435350,2435350,"adult","zoo","12",NA,NA,61,NA,NA,1,1,"individual",566,61,NA,NA,NA,NA,"K",1.89,NA,NA,NA,NA,1,"%","dw","stock",NA,NA,"icp",1,1,1,1,48,"hour",60,"c",1,80,"µm","F-2435350-103-i2-1"
"1030_999","charberet",2020,103,"charberet",NA,"feces",NA,NA,"<24","hour",3200,NA,NA,NA,NA,1,"kg","ww",22,NA,NA,NA,NA,1,"year",0,2021,1,28,NA,"zoo_african_safari",NA,NA,NA,NA,"loxodonta_africana","loxodonta_africana",2435350,2435350,"adult","zoo","12",NA,NA,61,NA,NA,1,1,"individual",567,61,NA,NA,NA,NA,"Mg",1903,NA,NA,NA,NA,1,"mg/kg","dw","stock",NA,NA,"icp",1,1,1,1,48,"hour",60,"c",1,80,"µm","F-2435350-103-i2-1"
"1030_999","charberet",2020,103,"charberet",NA,"feces",NA,NA,"<24","hour",3200,NA,NA,NA,NA,1,"kg","ww",22,NA,NA,NA,NA,1,"year",0,2021,1,28,NA,"zoo_african_safari",NA,NA,NA,NA,"loxodonta_africana","loxodonta_africana",2435350,2435350,"adult","zoo","12",NA,NA,61,NA,NA,1,1,"individual",568,61,NA,NA,NA,NA,"P",5311,NA,NA,NA,NA,1,"mg/kg","dw","stock",NA,NA,"icp",1,1,1,1,48,"hour",60,"c",1,80,"µm","F-2435350-103-i2-1"
"1030_999","charberet",2020,925,"charberet",NA,"feces",NA,NA,"<12","hour",70,NA,NA,NA,NA,NA,"kg","ww",9,NA,NA,NA,NA,NA,"year",1,2021,7,21,NA,"zoo_safari_de_thoiry",NA,NA,NA,NA,"gorilla_gorilla","gorilla_gorilla",2436441,2436441,NA,"zoo","20",NA,NA,97,NA,NA,NA,1,"individual",569,NA,NA,NA,NA,NA,"K",1.21,NA,NA,NA,NA,1,"%","dw","stock",NA,NA,"icp",1,1,1,1,48,"hour",60,"c",1,80,"µm","F-2436441-925-i1-1"
"1030_999","charberet",2020,925,"charberet",NA,"feces",NA,NA,"<12","hour",70,NA,NA,NA,NA,NA,"kg","ww",9,NA,NA,NA,NA,NA,"year",1,2021,7,21,NA,"zoo_safari_de_thoiry",NA,NA,NA,NA,"gorilla_gorilla","gorilla_gorilla",2436441,2436441,NA,"zoo","20",NA,NA,97,NA,NA,NA,1,"individual",570,NA,NA,NA,NA,NA,"Mg",3020,NA,NA,NA,NA,1,"mg/kg","dw","stock",NA,NA,"icp",1,1,1,1,48,"hour",60,"c",1,80,"µm","F-2436441-925-i1-1"
"1030_999","charberet",2020,925,"charberet",NA,"feces",NA,NA,"<12","hour",70,NA,NA,NA,NA,NA,"kg","ww",9,NA,NA,NA,NA,NA,"year",1,2021,7,21,NA,"zoo_safari_de_thoiry",NA,NA,NA,NA,"gorilla_gorilla","gorilla_gorilla",2436441,2436441,NA,"zoo","20",NA,NA,97,NA,NA,NA,1,"individual",571,NA,NA,NA,NA,NA,"P",1.4,NA,NA,NA,NA,1,"%","dw","stock",NA,NA,"icp",1,1,1,1,48,"hour",60,"c",1,80,"µm","F-2436441-925-i1-1"
"1030_999","charberet",2020,103,"charberet",NA,"feces",NA,NA,"<24","hour",900,NA,NA,NA,NA,1,"kg","ww",18,NA,NA,NA,NA,1,"year",0,2021,1,28,NA,"zoo_african_safari",NA,NA,NA,NA,"giraffa_giraffa","giraffa_giraffa",8959277,8959277,"adult","zoo","12",NA,NA,44,NA,NA,1,1,"individual",572,44,NA,NA,NA,NA,"K",6815,NA,NA,NA,NA,1,"mg/kg","dw","stock",NA,NA,"icp",1,1,1,1,48,"hour",60,"c",1,80,"µm","F-9306956-103-i3-1"
"1030_999","charberet",2020,103,"charberet",NA,"feces",NA,NA,"<24","hour",900,NA,NA,NA,NA,1,"kg","ww",18,NA,NA,NA,NA,1,"year",0,2021,1,28,NA,"zoo_african_safari",NA,NA,NA,NA,"giraffa_giraffa","giraffa_giraffa",8959277,8959277,"adult","zoo","12",NA,NA,44,NA,NA,1,1,"individual",573,44,NA,NA,NA,NA,"Mg",2850,NA,NA,NA,NA,1,"mg/kg","dw","stock",NA,NA,"icp",1,1,1,1,48,"hour",60,"c",1,80,"µm","F-9306956-103-i3-1"
"1030_999","charberet",2020,103,"charberet",NA,"feces",NA,NA,"<24","hour",900,NA,NA,NA,NA,1,"kg","ww",18,NA,NA,NA,NA,1,"year",0,2021,1,28,NA,"zoo_african_safari",NA,NA,NA,NA,"giraffa_giraffa","giraffa_giraffa",8959277,8959277,"adult","zoo","12",NA,NA,44,NA,NA,1,1,"individual",574,44,NA,NA,NA,NA,"P",7924,NA,NA,NA,NA,1,"mg/kg","dw","stock",NA,NA,"icp",1,1,1,1,48,"hour",60,"c",1,80,"µm","F-9306956-103-i3-1"
"1030_999","charberet",2020,103,"charberet",NA,"feces",NA,NA,"<24","hour",2.5,NA,NA,NA,NA,1,"kg","ww",5,NA,NA,NA,NA,1,"year",1,2021,1,25,NA,"zoo_african_safari",NA,NA,NA,NA,"aspidites_ramsayi","aspidites_ramsayi",5225715,5225715,"adult","zoo","28",NA,NA,9,NA,NA,1,1,"individual",575,9,NA,NA,NA,NA,"K",2.47,NA,NA,NA,NA,1,"%","dw","stock",NA,NA,"icp",1,1,1,1,48,"hour",60,"c",1,80,"µm","F-5225715-103-i1-1"
"1030_999","charberet",2020,103,"charberet",NA,"feces",NA,NA,"<24","hour",2.5,NA,NA,NA,NA,1,"kg","ww",5,NA,NA,NA,NA,1,"year",1,2021,1,25,NA,"zoo_african_safari",NA,NA,NA,NA,"aspidites_ramsayi","aspidites_ramsayi",5225715,5225715,"adult","zoo","28",NA,NA,9,NA,NA,1,1,"individual",576,9,NA,NA,NA,NA,"Mg",356,NA,NA,NA,NA,1,"mg/kg","dw","stock",NA,NA,"icp",1,1,1,1,48,"hour",60,"c",1,80,"µm","F-5225715-103-i1-1"
"1030_999","charberet",2020,103,"charberet",NA,"feces",NA,NA,"<24","hour",2.5,NA,NA,NA,NA,1,"kg","ww",5,NA,NA,NA,NA,1,"year",1,2021,1,25,NA,"zoo_african_safari",NA,NA,NA,NA,"aspidites_ramsayi","aspidites_ramsayi",5225715,5225715,"adult","zoo","28",NA,NA,9,NA,NA,1,1,"individual",577,9,NA,NA,NA,NA,"P",525,NA,NA,NA,NA,1,"mg/kg","dw","stock",NA,NA,"icp",1,1,1,1,48,"hour",60,"c",1,80,"µm","F-5225715-103-i1-1"
"1030_999","charberet",2020,103,"charberet",NA,"feces",NA,NA,"<24","hour",120,NA,NA,NA,NA,3,"kg","ww",6,NA,NA,NA,NA,3,"year",1,2021,1,26,NA,"zoo_african_safari",NA,NA,NA,NA,"struthio_camelus","struthio_camelus",2495150,2495150,"adult","zoo","8",NA,NA,46,NA,NA,3,0,"population",578,46,NA,NA,NA,NA,"K",1.43,NA,NA,NA,NA,1,"%","dw","stock",NA,NA,"icp",1,1,1,1,48,"hour",60,"c",1,80,"µm","F-2495150-103-g1-1"
"1030_999","charberet",2020,103,"charberet",NA,"feces",NA,NA,"<24","hour",120,NA,NA,NA,NA,3,"kg","ww",6,NA,NA,NA,NA,3,"year",1,2021,1,26,NA,"zoo_african_safari",NA,NA,NA,NA,"struthio_camelus","struthio_camelus",2495150,2495150,"adult","zoo","8",NA,NA,46,NA,NA,3,0,"population",579,46,NA,NA,NA,NA,"Mg",3691,NA,NA,NA,NA,1,"mg/kg","dw","stock",NA,NA,"icp",1,1,1,1,48,"hour",60,"c",1,80,"µm","F-2495150-103-g1-1"
"1030_999","charberet",2020,103,"charberet",NA,"feces",NA,NA,"<24","hour",120,NA,NA,NA,NA,3,"kg","ww",6,NA,NA,NA,NA,3,"year",1,2021,1,26,NA,"zoo_african_safari",NA,NA,NA,NA,"struthio_camelus","struthio_camelus",2495150,2495150,"adult","zoo","8",NA,NA,46,NA,NA,3,0,"population",580,46,NA,NA,NA,NA,"P",6961,NA,NA,NA,NA,1,"mg/kg","dw","stock",NA,NA,"icp",1,1,1,1,48,"hour",60,"c",1,80,"µm","F-2495150-103-g1-1"
"1030_999","charberet",2020,800,"charberet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"panthera_onca","panthera_onca",5219426,5219426,NA,"zoo",NA,NA,NA,191,NA,NA,NA,NA,"individual",581,NA,NA,NA,NA,NA,"K",1097,NA,NA,NA,NA,1,"mg/kg","dw","stock",NA,NA,"icp",1,1,1,1,48,"hour",60,"c",1,80,"µm","F-5219426-800-i-3"
"1030_999","charberet",2020,800,"charberet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"panthera_onca","panthera_onca",5219426,5219426,NA,"zoo",NA,NA,NA,191,NA,NA,NA,NA,"individual",582,NA,NA,NA,NA,NA,"Mg",5883,NA,NA,NA,NA,1,"mg/kg","dw","stock",NA,NA,"icp",1,1,1,1,48,"hour",60,"c",1,80,"µm","F-5219426-800-i-3"
"1030_999","charberet",2020,800,"charberet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"panthera_onca","panthera_onca",5219426,5219426,NA,"zoo",NA,NA,NA,191,NA,NA,NA,NA,"individual",583,NA,NA,NA,NA,NA,"P",11.3,NA,NA,NA,NA,1,"%","dw","stock",NA,NA,"icp",1,1,1,1,48,"hour",60,"c",1,80,"µm","F-5219426-800-i-3"
"1030_999","charberet",2020,299,"charberet",NA,"feces",NA,"souris_decongelee","<24","hour",0.13,NA,NA,NA,NA,1,"kg","ww",0.33,NA,NA,NA,NA,1,"year",0,2020,2,12,NA,"ferme_tropicale",NA,NA,NA,NA,"python_regius","python_regius",2465380,2465380,NA,"zoo","27",NA,NA,28,NA,NA,1,1,"individual",584,28,NA,NA,NA,NA,"K",9050,NA,NA,NA,NA,1,"mg/kg","dw","stock",NA,NA,"icp",1,1,1,1,48,"hour",60,"c",1,80,"µm","F-2465380-299-i3-1"
