Feed,Classification,Infraclass,Overorder,Without_Rang,Order,Underorder,Overfamily,Family,Extra,PanTheria,Source,DOI,Species,Species_lat,Difference,Food/Nutrition,Body_mass,Food_intake_in_dry_matter_per_day_in_gm,DM_dry_matter_diet,OM_organic_material_diet,CP_Crude_Protein_diet,EE_Ether_Extract_diet,NDF_diet,CF_Crude_Fibre_diet,CA_Crude_Ash_diet,N_Nitrogen_diet,Ca_diet,P_diet,Na_diet,K_diet,Mg_diet,dDM,dOM,dCP,dEE,dNDF,dCF,dCA,DM_ad,OM_ad,CP_ad,EE_ad,NDF_ad,CF_ad,CA_ad,Ca_ad,P_ad,Na_ad,K_ad,Mg_ad,Source
Herbivore,2_4_1_2,2,4,1,2,,,,,1590.57,Wenger (1997),,Rabbit,Oryctolagus cuniculus,AfP+Johannesbread(J),Herbivore,,,,,12.37,1.81,,13.08,,1.98,,,,,,,,6.01,1.17,,,,,,,,,,,,,,,,Wenger (1997)
Herbivore,2_4_1_2,2,4,1,2,,,,,1590.57,Wenger (1997),,Rabbit,Oryctolagus cuniculus,Afp+Hay,Herbivore,,,,,13.37,1.88,,27.68,,2.14,,,,,,,,8.97,1.16,,,,,,,,,,,,,,,,Wenger (1997)
Herbivore,2_4_1_2,2,4,1,2,,,,,1590.57,Wenger (1997),,Rabbit,Oryctolagus cuniculus,Afp+pelletfeedsilage(Psl),Herbivore,,,,,16.65,2.3,,18.83,,2.66,,,,,,,,10.82,0.77,,,,,,,,,,,,,,,,Wenger (1997)
Herbivore,2_4_1_2,2,4,1,2,,,,,1590.57,Wenger (1997),,Rabbit,Oryctolagus cuniculus,Afp+groundoats+Gluc(HaGl),Herbivore,,,,,13.87,2.14,,22.88,,2.22,,,,,,,,10.54,1.03,,,,,,,,,,,,,,,,Wenger (1997)
Herbivore,2_4_1_2,2,4,1,2,,,,,1590.57,Wenger (1997),,Rabbit,Oryctolagus cuniculus,Afp+sunnflowermealpellet(Sblp),Herbivore,,,,,26.41,3.09,,20.62,,4.23,,,,,,,,21.6,2.52,,,,,,,,,,,,,,,,Wenger (1997)
Herbivore,2_4_1_2,2,4,1,2,,,,,1590.57,Wenger (1997),,Rabbit,Oryctolagus cuniculus,Afp+molassespellet(Mp),Herbivore,,,,,17.28,2.62,,17.79,,2.76,,,,,,,,12.89,1.57,,,,,,,,,,,,,,,,Wenger (1997)
Herbivore,2_4_1_2,2,4,1,2,,,,,1590.57,Zumbrock (2002),,Rabbit,Oryctolagus cuniculus,MFn,Herbivore,,,,,13.7,4.28,,10.45,,2.19,,,,,,,,9.26,3.68,,,,,,,,,,,,,,,,Zumbrock (2002)
Herbivore,2_4_1_2,2,4,1,2,,,,,1590.57,Zumbrock (2002),,Rabbit,Oryctolagus cuniculus,Afp,Herbivore,,,,,20.22,2.62,,16.73,,3.24,,,,,,,,14.74,1.86,,,,,,,,,,,,,,,,Zumbrock (2002)
Herbivore,2_4_1_2,2,4,1,2,,,,,1590.57,Zumbrock (2002),,Rabbit,Oryctolagus cuniculus,KGp,Herbivore,,,,,19.31,4.29,,18.41,,3.09,,,,,,,,10.87,1.91,,,,,,,,,,,,,,,,Zumbrock (2002)
Herbivore,2_4_1_2,2,4,1,2,,,,,1590.57,Zumbrock (2002),,Rabbit,Oryctolagus cuniculus,Heu,Herbivore,,,,,8.46,1.55,,34.67,,1.35,,,,,,,,4.2,0.59,,,,,,,,,,,,,,,,Zumbrock (2002)
Herbivore,2_4_1_2,2,4,1,2,,,,,1590.57,Zumbrock (2002),,Rabbit,Oryctolagus cuniculus,MFn,Herbivore,,,,,13.7,4.28,,10.45,,2.19,,,,,,,,9.69,3.63,,,,,,,,,,,,,,,,Zumbrock (2002)
Herbivore,2_4_1_2,2,4,1,2,,,,,1590.57,Zumbrock (2002),,Rabbit,Oryctolagus cuniculus,Afp,Herbivore,,,,,20.22,2.62,,16.73,,3.24,,,,,,,,16.42,1.92,,,,,,,,,,,,,,,,Zumbrock (2002)
Herbivore,2_4_1_2,2,4,1,2,,,,,1590.57,Zumbrock (2002),,Rabbit,Oryctolagus cuniculus,KGp,Herbivore,,,,,19.31,4.29,,18.41,,3.09,,,,,,,,11.57,1.83,,,,,,,,,,,,,,,,Zumbrock (2002)
Herbivore,2_4_1_2,2,4,1,2,,,,,1590.57,Zumbrock (2002),,Rabbit,Oryctolagus cuniculus,Heu,Herbivore,,,,,8.46,1.55,,34.67,,1.35,,,,,,,,4.53,0.75,,,,,,,,,,,,,,,,Zumbrock (2002)
Herbivore,2_4_1_2,2,4,1,2,,,,,1590.57,Zumbrock (2002),,Rabbit,Oryctolagus cuniculus,MFn,Herbivore,,,,,13.7,4.28,,10.45,,2.19,,,,,,,,10.11,3.88,,,,,,,,,,,,,,,,Zumbrock (2002)
Herbivore,2_4_1_2,2,4,1,2,,,,,1590.57,Zumbrock (2002),,Rabbit,Oryctolagus cuniculus,Afp,Herbivore,,,,,20.22,2.62,,16.73,,3.24,,,,,,,,15.61,2,,,,,,,,,,,,,,,,Zumbrock (2002)
Herbivore,2_4_1_2,2,4,1,2,,,,,1590.57,Zumbrock (2002),,Rabbit,Oryctolagus cuniculus,KGp,Herbivore,,,,,19.31,4.29,,18.41,,3.09,,,,,,,,11.51,1.76,,,,,,,,,,,,,,,,Zumbrock (2002)
Herbivore,2_4_1_2,2,4,1,2,,,,,1590.57,Zumbrock (2002),,Rabbit,Oryctolagus cuniculus,Heu,Herbivore,,,,,8.46,1.55,,34.67,,1.35,,,,,,,,4.6,0.67,,,,,,33.6,,,,,,,,,,Zumbrock (2002)
Herbivore,2_4_2_1_1_1,2,4,2,1,1,,1,,4189.27,Campbell et al. (1999),,Verreaux's sifaka,Propithecus coquereli,Mixed diet,Herbivore,3.61,74.2,85.1,,25.7,,34,,,4.11,,,,,,55.91,,16.29,,13.57,,,65.7,,63.4,,39.9,,,,,,,,Campbell et al. (1999)
Herbivore,2_4_2_1_1_1,2,4,2,1,1,,1,,4189.27,Campbell et al. (2004),,Coquerel`s sifaka,Propithecus coquereli,Biscuit-produce-diet,Herbivore,3.4,70.87,,,18.12,,28.3,28.17,,2.9,,,,,,,,11.98,,17.01,15.77,,,,66.1,,60.1,56,,,,,,,Campbell et al. (2004)
Herbivore,2_4_2_1_1_1,2,4,2,1,1,,1,,3531.39,Campbell et al. (1999),,Golden-crowned sifaka,Propithecus tattersalli,Mixed diet,Herbivore,3.09,56.8,85.4,,25.4,,34.4,,,4.06,,,,,,56.02,,15.82,,14.9,,,65.6,,62.3,,43.3,,,,,,,,Campbell et al. (1999)
Herbivore,2_4_2_1_1_2,2,4,2,1,1,,2,,2376.99,Campbell et al. (2004),,Brown lemur,Eulemur fulvus,Biscuit-produce-diet,Herbivore,2.26,71.73,,,18.12,,28.3,28.17,,2.9,,,,,,,,11.54,,11.74,7.97,,,,63.7,,41.5,28.3,,,,,,,Campbell et al. (2004)
Herbivore,2_4_2_1_1_2,2,4,2,1,1,,2,,916,Campbell et al. (2004),,Gentle gray lemur,Hapalemur griseus,Biscuit-produce-diet,Herbivore,1.05,27.26,,,18.12,,28.3,28.17,,2.9,,,,,,,,12.97,,20.06,18.65,,,,71.6,,70.9,66.2,,,,,,,Campbell et al. (2004)
Herbivore,2_4_2_1_1_2,2,4,2,1,1,,2,,,Campbell et al. (2004),,Mixed,Lemuridae,Slowly fermentable insoluble fiber diet,Herbivore,2.58,,,,18.14,,28.3,28.17,,2.9,,,,,,,,12.52,,13.41,10.76,,,,69,,47.4,38.2,,,,,,,Campbell et al. (2004)
Herbivore,2_4_2_1_1_2,2,4,2,1,1,,2,,,Campbell et al. (2004),,Mixed,Lemuridae,Rapidly fermentable soluble fiber diet,Herbivore,2.58,,,,18.1,,28.3,28.17,,2.9,,,,,,,,11.66,,15.48,13.63,,,,64.4,,54.7,48.4,,,,,,,Campbell et al. (2004)
Herbivore,2_4_2_1_1_2,2,4,2,1,1,,2,,3849.99,Campbell et al. (2004),,Ruffed lemur,Varecia variegata,Biscuit-produce-diet,Herbivore,3.62,80.7,,,18.12,,28.3,28.17,,2.9,,,,,,,,11.81,,9.99,6.39,,,,65.2,,35.3,22.7,,,,,,,Campbell et al. (2004)
Herbivore,2_4_2_1_3_1,2,4,2,1,3,,1,,9925.88,Nijober et al (2006),,Colobus monkey,Colobus guereza,Diet A1,Herbivore,,,,,20.4,4.6,43.8,21.3,8,3.26,,,,,,,,11.63,1.89,24.53,11.08,,,,57,41,56,52,,,,,,,Nijober et al (2006)
Herbivore,2_4_2_1_3_1,2,4,2,1,3,,1,,9925.88,Nijober et al (2006),,Colobus monkey,Colobus guereza,Diet A2,Herbivore,,,,,18.4,4.5,42.7,21.6,8,2.94,,,,,,,,10.12,1.85,26.9,11.66,,,,55,41,63,54,,,,,,,Nijober et al (2006)
Herbivore,2_4_2_1_3_1,2,4,2,1,3,,1,,9925.88,Watkins et al (1985),,Black and white colobus,Colobus guereza,Experimental diet,Herbivore,,,28.47,,15.94,4.65,25.13,,,2.55,,,,,,,,12.46,,,,,87.06,,78.16,83.97,81.27,,,,,,,,Watkins et al (1985)
Herbivore,2_4_2_1_3_1,2,4,2,1,3,,1,,6455.19,Robbins & Gavan (1966),,Rhesus monkey,Macaca mulatta,Commercial food,Herbivore,6.8,,90.1,,18.2,,,,,2.91,,,,,,,,15.25,,,,,,,83.8,,,,,,,,,,Robbins & Gavan (1966)
Herbivore,2_4_2_1_3_1,2,4,2,1,3,,1,,7247.88,Nijober et al (2006),,Spectacled leaf monkey,Trachypithecus obscurus,Diet B1,Herbivore,,,,,19.7,5.5,26,9.4,4.7,3.15,,,,,,,,13.4,3.36,18.2,7.05,,,,68,61,70,75,,,,,,,Nijober et al (2006)
Herbivore,2_4_2_1_3_1,2,4,2,1,3,,1,,7247.88,Nijober et al (2006),,Spectacled leaf monkey,Trachypithecus obscurus,Diet B2,Herbivore,,,,,21.7,4.7,27.1,5.4,4.7,3.47,,,,,,,,15.41,3.15,20.87,3.08,,,,71,67,77,57,,,,,,,Nijober et al (2006)
Herbivore,2_4_2_1_3_1,2,4,2,1,3,,1,,7247.88,Nijober et al (2006),,Spectacled leaf monkey,Trachypithecus obscurus,Diet C1,Herbivore,,,,,20.2,6.7,28.1,19.1,7.9,3.23,,,,,,,,17.78,3.35,20.79,12.42,,,,88,50,74,65,,,,,,,Nijober et al (2006)
Herbivore,2_4_2_1_3_1,2,4,2,1,3,,1,,7247.88,Nijober et al (2006),,Spectacled leaf monkey,Trachypithecus obscurus,Diet C2,Herbivore,,,,,19.5,6,29.3,16.5,6,3.12,,,,,,,,14.24,4.5,18.75,11.22,,,,73,75,64,68,,,,,,,Nijober et al (2006)
Nectarivore,1_1_1_5,1,1,,1,,,5,,9.66,Bradshaw & Bradshaw (2001),,Honey possum,Tarsipes rostratus,Diet 1,Omnivore,0.0112,,20.44,,5.88,,,,,0.94,,,,,,,,4.81,,,,,,,81.9,,,,,,,,,,Bradshaw & Bradshaw (2001)
Nectarivore,1_1_1_5,1,1,,1,,,5,,9.66,Bradshaw & Bradshaw (2001),,Honey possum,Tarsipes rostratus,Diet 2,Omnivore,0.0095,,20.44,,2.5,,,,,0.4,,,,,,,,2.01,,,,,,,80.2,,,,,,,,,,Bradshaw & Bradshaw (2001)
Nectarivore,1_1_1_5,1,1,,1,,,5,,9.66,Bradshaw & Bradshaw (2001),,Honey possum,Tarsipes rostratus,Diet 3,Omnivore,0.0114,,20.44,,1.75,,,,,0.28,,,,,,,,1.19,,,,,,,68,,,,,,,,,,Bradshaw & Bradshaw (2001)
Nectarivore,1_1_1_5,1,1,,1,,,5,,9.66,Bradshaw & Bradshaw (2001),,Honey possum,Tarsipes rostratus,Diet 4,Omnivore,0.0118,,20.44,,1.44,,,,,0.23,,,,,,,,1.08,,,,,,,75,,,,,,,,,,Bradshaw & Bradshaw (2001)
Nectarivore,2_2_5_1,2,2,,5,,,1,,17.6,Law (1992),,Queensland blossom bat,Syconycteris australis,Diet 1,Omnivore,0.0195,,,,0.75,,,,,0.12,,,,,,,,0.44,,,,,,,58,,,,,,,,,,Law (1992)
Nectarivore,2_2_5_1,2,2,,5,,,1,,17.6,Law (1992),,Queensland blossom bat,Syconycteris australis,Diet 2,Omnivore,0.0188,,,,1.44,,,,,0.23,,,,,,,,1.17,,,,,,,81,,,,,,,,,,Law (1992)
Nectarivore,2_2_5_1,2,2,,5,,,1,,17.6,Law (1992),,Queensland blossom bat,Syconycteris australis,Diet 3,Omnivore,0.0198,,,,2.13,,,,,0.34,,,,,,,,1.92,,,,,,,90,,,,,,,,,,Law (1992)
Nectarivore,2_2_5_1,2,2,,5,,,1,,17.6,Law (1992),,Queensland blossom bat,Syconycteris australis,Diet 4,Omnivore,0.0213,,,,2.69,,,,,0.43,,,,,,,,2.42,,,,,,,90,,,,,,,,,,Law (1992)
Nectarivore,2_2_5_1,2,2,,5,,,1,,17.6,Law (1992),,Queensland blossom bat,Syconycteris australis,Diet 5,Omnivore,0.0193,,,,3.31,,,,,0.53,,,,,,,,3.11,,,,,,,94,,,,,,,,,,Law (1992)
Nectarivore,2_2_5_1,2,2,,5,,,1,,17.6,Law (1992),,Queensland blossom bat,Syconycteris australis,Diet 6,Omnivore,0.0198,,,,3.88,,,,,0.62,,,,,,,,3.69,,,,,,,95,,,,,,,,,,Law (1992)
Nectarivore,2_2_5_1,2,2,,5,,,1,,17.6,Law (1992),,Queensland blossom bat,Syconycteris australis,Diet 7,Omnivore,0.0183,,,,4.88,,,,,0.78,,,,,,,,4.78,,,,,,,98,,,,,,,,,,Law (1992)
Omnivore,1_1_1_1,1,1,,1,,,1,,120.76,Smith & Green (1987),,Sugar glider,Petaurus breviceps,Diet 1 (15°) veg,Omnivore,,,,,1,,,,,0.16,,,,,,,,0.36,,,,,,,35.71,,,,,,,,,,Smith & Green (1987)
Omnivore,1_1_1_1,1,1,,1,,,1,,120.76,Smith & Green (1987),,Sugar glider,Petaurus breviceps,Diet 2 (15°) veg,Omnivore,,,,,3.1,,,,,0.5,,,,,,,,2.31,,,,,,,74.44,,,,,,,,,,Smith & Green (1987)
Omnivore,1_1_1_1,1,1,,1,,,1,,120.76,Smith & Green (1987),,Sugar glider,Petaurus breviceps,Diet 3 (21°) veg,Omnivore,,,,,6.5,,,,,1.04,,,,,,,,4.01,,,,,,,61.71,,,,,,,,,,Smith & Green (1987)
Omnivore,1_1_1_6,1,1,,1,,,6,,26.85,van Tets & Hulbert (1999),,Eastern Pygmy Possum,Cercartetus nanus,Pollen low N,Omnivore,0.0254,,,,7.38,,,,,1.18,,,,,,,,5.61,,,,,,,76,,,,,,,,,,van Tets & Hulbert (1999)
Omnivore,1_1_1_6,1,1,,1,,,6,,26.85,van Tets & Hulbert (1999),,Eastern Pygmy Possum,Cercartetus nanus,Pollen medium N,Omnivore,0.0254,,,,18.44,,,,,2.95,,,,,,,,14.01,,,,,,,76,,,,,,,,,,van Tets & Hulbert (1999)
Omnivore,1_1_1_6,1,1,,1,,,6,,26.85,van Tets & Hulbert (1999),,Eastern Pygmy Possum,Cercartetus nanus,Pollen high N,Omnivore,0.0254,,,,26.44,,,,,4.23,,,,,,,,20.09,,,,,,,76,,,,,,,,,,van Tets & Hulbert (1999)
Omnivore,1_1_1_6,1,1,,1,,,6,,26.85,van Tets & Hulbert (1999),,Eastern Pygmy Possum,Cercartetus nanus,Mealworm low N,Omnivore,0.0309,,,,7.13,,,,,1.14,,,,,,,,5.2,,,,,,,73,,,,,,,,,,van Tets & Hulbert (1999)
Omnivore,1_1_1_6,1,1,,1,,,6,,26.85,van Tets & Hulbert (1999),,Eastern Pygmy Possum,Cercartetus nanus,Mealworm medium N,Omnivore,0.0309,,,,20.13,,,,,3.22,,,,,,,,14.69,,,,,,,73,,,,,,,,,,van Tets & Hulbert (1999)
Omnivore,1_1_1_6,1,1,,1,,,6,,26.85,van Tets & Hulbert (1999),,Eastern Pygmy Possum,Cercartetus nanus,Mealworm high N,Omnivore,0.0309,,,,31.69,,,,,5.07,,,,,,,,23.13,,,,,,,73,,,,,,,,,,van Tets & Hulbert (1999)
Omnivore,1_2_1_1,1,2,,1,,,1,,246.47,Foley et al. (2000),,Woolly opossum,Caluromys philander,"low nitrogen content 0,45%",Omnivore,0.33,,20,92,2.81,,17,,,0.45,,,,,,16.82,,0.89,,,,,84.1,,31.58,,,,,,,,,,Foley et al. (2000)
Omnivore,1_2_1_1,1,2,,1,,,1,,246.47,Foley et al. (2000),,Woolly opossum,Caluromys philander,"medium nitrogen content 0,9%",Omnivore,0.33,,20,92,5.63,,17,,,0.9,,,,,,16.8,,2.19,,,,,84,,38.89,,,,,,,,,,Foley et al. (2000)
Omnivore,1_2_1_1,1,2,,1,,,1,,246.47,Foley et al. (2000),,Woolly opossum,Caluromys philander,"high nitrogen content 2,5%",Omnivore,0.33,,20,92,15.63,,17,,,2.5,,,,,,17.42,,6.79,,,,,87.1,,43.48,,,,,,,,,,Foley et al. (2000)
Omnivore,2_2_1_1_2,2,2,,1,,1,2,,5170.08,Wei et al (1999),,Red panda,Ailurus fulgens,Lactating,Omnivore,5,606.9,,,16.57,4.18,,,,2.65,,,,,,,,13.26,3.22,,,,,,80,77,,,,,,,,,Wei et al (1999)
Omnivore,2_2_1_1_2,2,2,,1,,1,2,,5170.08,Wei et al (1999),,Red panda,Ailurus fulgens,Non lactating,Omnivore,5.4,623.8,,,16.57,4.18,,,,2.65,,,,,,,,12.43,3.09,,,,,,75,74,,,,,,,,,Wei et al (1999)
Omnivore,2_2_1_1_2,2,2,,1,,1,2,,5170.08,Wei et al (1999),,Red panda,Ailurus fulgens,Leaf spring,Omnivore,5.2,538.5,,,14.93,4.04,,,,,,,,,,,,10.45,,,,,29.67,,70,71,,,,,,,,,Wei et al (1999)
Omnivore,2_2_1_1_2,2,2,,1,,1,2,,5170.08,Wei et al (1999),,Red panda,Ailurus fulgens,Leaf summer-autumn,Omnivore,5.2,625.6,,,16.57,4.18,,,,,,,,,,,,12.43,,,,,31.43,,75,73,,,,,,,,,Wei et al (1999)
Omnivore,2_2_1_1_2,2,2,,1,,1,2,,5170.08,Wei et al (1999),,Red panda,Ailurus fulgens,Leaf winter,Omnivore,5.2,670.8,,,14.65,4.03,,,,,,,,,,,,9.96,,,,,27.71,,68,70,,,,,,,,,Wei et al (1999)
Omnivore,2_2_1_1_2,2,2,,1,,1,2,,5170.08,Wei et al (1999),,Red panda,Ailurus fulgens,Leaf spring 2,Omnivore,5.2,538.5,,,14.93,4.04,,,,,,,,,,,,10.45,,,,,29.67,,70,70,,,,,,,,,Wei et al (1999)
Omnivore,2_2_1_1_2,2,2,,1,,1,2,,5170.08,Wei et al (1999),,Red panda,Ailurus fulgens,Shoot spring,Omnivore,5.2,402.3,,,18.45,4.33,,,,,,,,,,,,15.68,,,,,45.98,,85,84,,,,,,,,,Wei et al (1999)
Omnivore,2_2_3_1_1_1,2,2,,3,1,,1,1,84471.54,Bach Knudsen & Hansen (1991),,Pig,Sus scrofa,Wheat flour,Omnivore,45,,,,19.5,6,,,,3.12,,,,,,,,18.92,5.52,,,,,,97,92,,,,,,,,,Bach Knudsen & Hansen (1991)
Omnivore,2_2_3_1_1_1,2,2,,3,1,,1,1,84471.54,Bach Knudsen & Hansen (1991),,Pig,Sus scrofa,Wheat flour + aleurone,Omnivore,45,,,,16.9,6.1,,,,2.7,,,,,,,,15.89,5.37,,,,,,94,88,,,,,,,,,Bach Knudsen & Hansen (1991)
Omnivore,2_2_3_1_1_1,2,2,,3,1,,1,1,84471.54,Bach Knudsen & Hansen (1991),,Pig,Sus scrofa,Wheat flour + pericarp/testa,Omnivore,45,,,,18.2,5.7,,,,2.91,,,,,,,,16.93,4.96,,,,,,93,87,,,,,,,,,Bach Knudsen & Hansen (1991)
Omnivore,2_2_3_1_1_1,2,2,,3,1,,1,1,84471.54,Bach Knudsen & Hansen (1991),,Pig,Sus scrofa,Wheat flour + wheat bran,Omnivore,45,,,,18.2,6.2,,,,2.91,,,,,,,,17.11,5.39,,,,,,94,87,,,,,,,,,Bach Knudsen & Hansen (1991)
Omnivore,2_2_3_1_1_1,2,2,,3,1,,1,1,84471.54,Bach Knudsen & Hansen (1991),,Pig,Sus scrofa,Wheat flour,Omnivore,45,,,,19.5,5.7,,,,3.12,,,,,,,,18.92,5.19,,,,,,97,91,,,,,,,,,Bach Knudsen & Hansen (1991)
Omnivore,2_2_3_1_1_1,2,2,,3,1,,1,1,84471.54,Bach Knudsen & Hansen (1991),,Pig,Sus scrofa,Wheat flour + oat bran,Omnivore,45,,,,16.9,7,,,,2.7,,,,,,,,15.89,6.09,,,,,,94,87,,,,,,,,,Bach Knudsen & Hansen (1991)
Omnivore,2_2_3_1_1_1,2,2,,3,1,,1,1,84471.54,Bach Knudsen & Hansen (1991),,Pig,Sus scrofa,Rolled oats,Omnivore,45,,,,19.1,6.6,,,,3.06,,,,,,,,17.19,4.95,,,,,,90,75,,,,,,,,,Bach Knudsen & Hansen (1991)
Omnivore,2_2_3_1_1_1,2,2,,3,1,,1,1,84471.54,Bach Knudsen & Hansen (1991),,Pig,Sus scrofa,Rolled oats + oat bran,Omnivore,45,,,,16.4,7.3,,,,2.62,,,,,,,,13.78,5.4,,,,,,84,74,,,,,,,,,Bach Knudsen & Hansen (1991)
Omnivore,2_2_3_1_1_1,2,2,,3,1,,1,1,84471.54,Bach Knudsen et al. (1993),,Pig,Sus scrofa,Diet A,Omnivore,45,,,,12.2,8.7,,,,1.95,,,,,,,,9.8,6.05,,,,,,80.3,69.5,,,,,,,,,Bach Knudsen et al. (1993)
Omnivore,2_2_3_1_1_1,2,2,,3,1,,1,1,84471.54,Bach Knudsen et al. (1993),,Pig,Sus scrofa,Diet B,Omnivore,45,,,,11,7.9,,,,1.76,,,,,,,,9.23,6.54,,,,,,83.9,82.8,,,,,,,,,Bach Knudsen et al. (1993)
Omnivore,2_2_3_1_1_1,2,2,,3,1,,1,1,84471.54,Bach Knudsen et al. (1993),,Pig,Sus scrofa,Diet C,Omnivore,45,,,,12.6,9.3,,,,2.02,,,,,,,,9.95,6.6,,,,,,79,71,,,,,,,,,Bach Knudsen et al. (1993)
Omnivore,2_2_3_1_1_1,2,2,,3,1,,1,1,84471.54,Bach Knudsen et al. (1993),,Pig,Sus scrofa,Diet D,Omnivore,45,,,,13.9,9.8,,,,2.22,,,,,,,,10.38,6.27,,,,,,74.7,64,,,,,,,,,Bach Knudsen et al. (1993)
Omnivore,2_2_3_1_1_1,2,2,,3,1,,1,1,84471.54,Bell & Shires (1982),,Pig (barrow pig),Sus scrofa,Control,Omnivore,23,,,,28.56,2.43,,3.87,,4.57,,,,,,,,22.36,,,,,,,78.3,,,34.3,,,,,,,Bell & Shires (1982)
Omnivore,2_2_3_1_1_1,2,2,,3,1,,1,1,84471.54,Bell et al. (1983),,Pig (Yorkshire x Lacombe x Landrace),Sus scrofa,No hulls 1,Omnivore,20,,,,8,,,,,1.28,,,,,,,,5.34,,,,,,,66.7,,,,,,,,,,Bell et al. (1983)
Omnivore,2_2_3_1_1_1,2,2,,3,1,,1,1,84471.54,Bell et al. (1983),,Pig (Yorkshire x Lacombe x Landrace),Sus scrofa,No hulls 2,Omnivore,20,,,,10,,,,,1.6,,,,,,,,7.03,,,,,,,70.3,,,,,,,,,,Bell et al. (1983)
Omnivore,2_2_3_1_1_1,2,2,,3,1,,1,1,84471.54,Bell et al. (1983),,Pig (Yorkshire x Lacombe x Landrace),Sus scrofa,No hulls 3,Omnivore,20,,,,12,,,,,1.92,,,,,,,,8.65,,,,,,,72.1,,,,,,,,,,Bell et al. (1983)
Omnivore,2_2_3_1_1_1,2,2,,3,1,,1,1,84471.54,Bell et al. (1983),,Pig (Yorkshire x Lacombe x Landrace),Sus scrofa,No hulls 4,Omnivore,20,,,,14,,,,,2.24,,,,,,,,10.35,,,,,,,73.9,,,,,,,,,,Bell et al. (1983)
Omnivore,2_2_3_1_1_1,2,2,,3,1,,1,1,84471.54,Bell et al. (1983),,Pig (Yorkshire x Lacombe x Landrace),Sus scrofa,No hulls 5,Omnivore,20,,,,16,,,,,2.56,,,,,,,,12.11,,,,,,,75.7,,,,,,,,,,Bell et al. (1983)
Omnivore,2_2_3_1_1_1,2,2,,3,1,,1,1,84471.54,Bell et al. (1983),,Pig (Yorkshire x Lacombe x Landrace),Sus scrofa,10 % hulls 1,Omnivore,20,,,,8,,,,,1.28,,,,,,,,5.11,,,,,,,63.9,,,,,,,,,,Bell et al. (1983)
Omnivore,2_2_3_1_1_1,2,2,,3,1,,1,1,84471.54,Bell et al. (1983),,Pig (Yorkshire x Lacombe x Landrace),Sus scrofa,10 % hulls 2,Omnivore,20,,,,10,,,,,1.6,,,,,,,,6.69,,,,,,,66.9,,,,,,,,,,Bell et al. (1983)
Omnivore,2_2_3_1_1_1,2,2,,3,1,,1,1,84471.54,Bell et al. (1983),,Pig (Yorkshire x Lacombe x Landrace),Sus scrofa,10 % hulls 3,Omnivore,20,,,,12,,,,,1.92,,,,,,,,8.36,,,,,,,69.7,,,,,,,,,,Bell et al. (1983)
Omnivore,2_2_3_1_1_1,2,2,,3,1,,1,1,84471.54,Bell et al. (1983),,Pig (Yorkshire x Lacombe x Landrace),Sus scrofa,10 % hulls 4,Omnivore,20,,,,14,,,,,2.24,,,,,,,,10.15,,,,,,,72.5,,,,,,,,,,Bell et al. (1983)
Omnivore,2_2_3_1_1_1,2,2,,3,1,,1,1,84471.54,Bell et al. (1983),,Pig (Yorkshire x Lacombe x Landrace),Sus scrofa,10 % hulls 5,Omnivore,20,,,,16,,,,,2.56,,,,,,,,12.05,,,,,,,75.3,,,,,,,,,,Bell et al. (1983)
Omnivore,2_2_3_1_1_1,2,2,,3,1,,1,1,84471.54,Bell et al. (1983),,Pig (Yorkshire x Lacombe x Landrace),Sus scrofa,20 % hulls 1,Omnivore,20,,,,8,,,,,1.28,,,,,,,,4.88,,,,,,,61,,,,,,,,,,Bell et al. (1983)
Omnivore,2_2_3_1_1_1,2,2,,3,1,,1,1,84471.54,Bell et al. (1983),,Pig (Yorkshire x Lacombe x Landrace),Sus scrofa,20 % hulls 2,Omnivore,20,,,,10,,,,,1.6,,,,,,,,6.56,,,,,,,65.6,,,,,,,,,,Bell et al. (1983)
Omnivore,2_2_3_1_1_1,2,2,,3,1,,1,1,84471.54,Bell et al. (1983),,Pig (Yorkshire x Lacombe x Landrace),Sus scrofa,20 % hulls 3,Omnivore,20,,,,12,,,,,1.92,,,,,,,,8.26,,,,,,,68.8,,,,,,,,,,Bell et al. (1983)
Omnivore,2_2_3_1_1_1,2,2,,3,1,,1,1,84471.54,Bell et al. (1983),,Pig (Yorkshire x Lacombe x Landrace),Sus scrofa,20 % hulls 4,Omnivore,20,,,,14,,,,,2.24,,,,,,,,10.07,,,,,,,71.9,,,,,,,,,,Bell et al. (1983)
Omnivore,2_2_3_1_1_1,2,2,,3,1,,1,1,84471.54,Bell et al. (1983),,Pig (Yorkshire x Lacombe x Landrace),Sus scrofa,20 % hulls 5,Omnivore,20,,,,16,,,,,2.56,,,,,,,,12,,,,,,,75,,,,,,,,,,Bell et al. (1983)
Omnivore,2_2_3_1_1_1,2,2,,3,1,,1,1,84471.54,Bell et al. (1983),,Pig (Yorkshire x Lacombe x Landrace),Sus scrofa,30 % hulls 1,Omnivore,20,,,,8,,,,,1.28,,,,,,,,4.66,,,,,,,58.3,,,,,,,,,,Bell et al. (1983)
Omnivore,2_2_3_1_1_1,2,2,,3,1,,1,1,84471.54,Bell et al. (1983),,Pig (Yorkshire x Lacombe x Landrace),Sus scrofa,30 % hulls 2,Omnivore,20,,,,10,,,,,1.6,,,,,,,,6.29,,,,,,,62.9,,,,,,,,,,Bell et al. (1983)
